step,103367863677987537227281870345670478293273189433945337168589532296599991222509,103950812176015306889097643332505690876545410954871160290129574415932884036868,104812555872482040859204311862207595317318459151981099582262357665296846969541,106572879185916710503631021854572801471104977091252507745096331167318654083650,108548893345759572446077602443398325305734327289834850738242401844282632332811,115394635451048754011327777276076337527696490170069916864086987480603951060926,11843131838379676792721059608342146205696413823676149302931627463939711085828,19063193541024384703688685779087142926481547676681055667364352656903314720497,2317130722330994677503722994963086323403276367952762140016618274858179343506,24315108267836543154857233535536136482524552716493402526894829400485516895736,26668255869873077025720494041889656793382388875468342258896016287453939013252,31317702573839002987249831884538721320741670016050389364356636973937868446333,37486578038105453175288714027461169500971706842986129918617327827942330885334,38980554868563368105197970502286544690071489173012608306074305645705239965852,49662274238485451283220527378586398370959042852997899886824914466317758572224,65396033350506725313266693161572493847482432654933099338943748693899562511370,7345183309756257693783741573478340128830660331823026035095352170224920670792,82402823484466457361170410951601106261368113664328436062375970009969959380598,88657857917663921842097927058013051966750383205171131721194307619909198186324,92206458231325096769152348269441704588222763710040504959674288895806154976594
0,0.07742099463939667,0.0767912045121193,0.03909355401992798,0.07808636128902435,0.012189837172627449,0.010092763230204582,0.07801304012537003,0.014011512510478497,0.07795500755310059,0.07648463547229767,0.07647502422332764,0.013958614319562912,0.005677883047610521,0.0666002407670021,0.07711932063102722,0.007931401953101158,0.03690379485487938,0.07623410224914551,0.07376211881637573,0.02519853785634041
1,0.07703141123056412,0.07699382305145264,0.03910841792821884,0.07710503041744232,0.01260149385780096,0.010990945622324944,0.07748494297266006,0.01355727482587099,0.07754413038492203,0.07592549175024033,0.0766313225030899,0.014547931030392647,0.006445997394621372,0.06737284362316132,0.07694195955991745,0.006295254919677973,0.0384550616145134,0.07671202719211578,0.07293087244033813,0.025323759764432907
2,0.07669036090373993,0.07672566175460815,0.03881527855992317,0.07695906609296799,0.01291364710777998,0.011465676128864288,0.07765575498342514,0.014621486887335777,0.07774610817432404,0.0764075517654419,0.07643808424472809,0.01253908034414053,0.007138470653444529,0.06823764741420746,0.0776512622833252,0.0045144143514335155,0.03868811950087547,0.07713145017623901,0.07258272916078568,0.025078043341636658
3,0.07697643339633942,0.07656678557395935,0.03930152952671051,0.07644575089216232,0.01261159498244524,0.01161668449640274,0.07730001956224442,0.01444832794368267,0.07720303535461426,0.07664043456315994,0.07687786966562271,0.011788875795900822,0.007146349176764488,0.06937301903963089,0.07726868987083435,0.003944294061511755,0.03856449946761131,0.07807417958974838,0.07185642421245575,0.025995129719376564
4,0.07713449746370316,0.07614866644144058,0.03972975164651871,0.0769801065325737,0.013163029216229916,0.0125715471804142,0.07752109318971634,0.01231413334608078,0.07730737328529358,0.07751787453889847,0.0769273191690445,0.012103784829378128,0.006930515170097351,0.0698278620839119,0.07764261960983276,0.0007231585332192481,0.03841760382056236,0.07797539979219437,0.0726451426744461,0.026418529450893402
5,0.07761163264513016,0.07657994329929352,0.04055805131793022,0.07686561346054077,0.014294927939772606,0.012168721295893192,0.0770350992679596,0.01129348948597908,0.07671324163675308,0.07758559286594391,0.07740603387355804,0.011584935709834099,0.0072378600016236305,0.07077896595001221,0.07721523195505142,0.001439531333744526,0.03803383186459541,0.07795600593090057,0.07287363708019257,0.024767648428678513
6,0.07721778005361557,0.07681252807378769,0.040134888142347336,0.07704716920852661,0.013374540023505688,0.012370736338198185,0.0766666829586029,0.011708579026162624,0.07672477513551712,0.0774308294057846,0.0772821456193924,0.011305266059935093,0.007622671779245138,0.07123585790395737,0.07716603577136993,0.0017764322692528367,0.03863776847720146,0.0773267149925232,0.07342434674501419,0.024734225124120712
7,0.07722882926464081,0.07754569500684738,0.04057515412569046,0.07621945440769196,0.014479361474514008,0.01181510929018259,0.07569955289363861,0.010831061750650406,0.07628341764211655,0.07626839727163315,0.07755368202924728,0.01204654574394226,0.00802294909954071,0.07207824289798737,0.07667525112628937,0.002456347458064556,0.039425041526556015,0.07708266377449036,0.07328291237354279,0.02443035878241062
8,0.07700207084417343,0.0773547887802124,0.03978898003697395,0.07621708512306213,0.01714669167995453,0.010403946042060852,0.07566313445568085,0.010332348756492138,0.07697086036205292,0.07679442316293716,0.07736434787511826,0.012280747294425964,0.007850988768041134,0.0723050907254219,0.07694295048713684,0.0019465635996311903,0.03977722302079201,0.0764964371919632,0.07320684939622879,0.02415447309613228
9,0.07733386009931564,0.07712409645318985,0.03995698690414429,0.07669146358966827,0.017732655629515648,0.008528266102075577,0.07558023929595947,0.008941571228206158,0.07715652883052826,0.07708200812339783,0.07761552184820175,0.011529323644936085,0.008274638094007969,0.07430213689804077,0.07681920379400253,0.002052012365311384,0.03830542042851448,0.07663992792367935,0.07253310829401016,0.025801103562116623
