domain,total_contribution,contribution_share_of_total_return
tennis,0.6088253901183802,0.596784984881742
nba-champion,0.1875755358025517,0.18386595748962506
basketball,0.14887323420031678,0.14592905004217543
serie-a,0.06998039367567802,0.06859642987891389
airdrops,0.04967208614402089,0.04868974858742371
new-mexico-primary,-0.03925471698212015,-0.03847839801187752
roland-garros,-0.03829300359286692,-0.03753570389993442
primaries,-0.0361313862191774,-0.03541683564539829
comex-silver-futures,0.035488994986767865,0.03478714863144648
league-of-legends,-0.03327697763136042,-0.032618877127939865
ligue-1,0.025027167134244688,0.02453221860037558
epstein,0.023440313632738245,0.022976747428711856
south-dakota-primary,0.016795564347807067,0.0164634076995991
la-liga,0.014546858844438827,0.014259173609476532
nba,-0.013417848171608212,-0.013152490760416089
awards,0.01315169393496291,0.012891600109877199
hockey,-0.012827850872568623,-0.012574161513800492
