token_id,domain,question,market_id,market_slug,mean_weight,total_contribution,mean_step_contribution,contribution_share_of_total_return
106572879185916710503631021854572801471104977091252507745096331167318654083650,nba-champion,Will the Phoenix Suns win the 2026 NBA Finals?,553877,will-the-phoenix-suns-win-the-2026-nba-finals,0.049760974749117254,0.13885712887683674,9.523808564940792e-05,0.3295344807884057
75712298340810272859765060308006832993211601931382911468417184675550881103879,colombia-election,Will Juan Manuel Galán win the 2026 Colombian presidential election?,569364,will-juan-manuel-galn-win-the-2026-colombian-presidential-election,0.05001470514083544,0.08894581003735466,6.1005356678569726e-05,0.21108539090536577
11843131838379676792721059608342146205696413823676149302931627463939711085828,serie-a,Will AC Milan win the 2025–26 Serie A league?,566514,will-ac-milan-win-the-202526-serie-a-league,0.0504830509316897,0.06961198593235829,4.774484631848991e-05,0.1652025346225931
19730444129256957174015889379846911816814301308831812906398054285035177752584,ligue-1,Will Rennes win the 2025–26 French Ligue 1?,566739,will-rennes-win-the-202526-french-ligue-1,0.04998114368634296,0.06637292007605235,4.552326479838981e-05,0.15751561286473378
36553834009124167357981460132800746681781045509640776189348736916365216865880,colombia-election,Will Daniel Quintero win the 2026 Colombian presidential election?,569369,will-daniel-quintero-win-the-2026-colombian-presidential-election,0.04998219173212523,0.06609403938055039,4.533198860120054e-05,0.15685377572365575
57301498276970257025109591078431189727442302532145853906375186182281603517458,airdrops,MegaETH market cap (FDV) >$2B one day after launch?,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,0.050331324768420074,0.04439578779566662,3.04497858680841e-05,0.10535968155739185
81085168149210534701056807267483472863288984314426354863145129521956049193057,uefa-europa-league,Will Nott'm Forest win the 2025-26 UEFA Europa League?,578535,will-nottm-forest-win-the-2025-26-uefa-europa-league,0.05034967162614418,0.04315826679279822,2.96010060307258e-05,0.10242280792012472
31317702573839002987249831884538721320741670016050389364356636973937868446333,new-mexico-primary,Will Duke Rodriguez win the 2026 New Mexico Governor Republican primary election?,824264,will-duke-rodriguez-win-the-2026-new-mexico-governor-republican-primary-election,0.0496625209577249,-0.04209028663820131,-2.886850935404754e-05,-0.09988828708864783
49662274238485451283220527378586398370959042852997899886824914466317758572224,ligue-1,Will Marseille win the 2025–26 French Ligue 1?,566733,will-marseille-win-the-202526-french-ligue-1,0.049691459492605214,-0.041213263447086014,-2.8266984531609064e-05,-0.09780694359363783
82402823484466457361170410951601106261368113664328436062375970009969959380598,nba-champion,Will the Portland Trail Blazers win the 2026 NBA Finals?,553879,will-the-portland-trail-blazers-win-the-2026-nba-finals,0.04996741730831596,0.039105933904647824,2.682162819248822e-05,0.09280584820707408
103950812176015306889097643332505690876545410954871160290129574415932884036868,roland-garros,Will Taylor Fritz win the 2026 Men's French Open?,1087523,will-taylor-fritz-win-the-2026-mens-french-open,0.04995965199041676,-0.03817851542879443,-2.6185538702876836e-05,-0.09060490707869312
7345183309756257693783741573478340128830660331823026035095352170224920670792,primaries,Will Connie Chan receive the most votes in the CA-11 primary?,700769,will-connie-chan-receive-the-most-votes-in-the-ca-11-primary,0.049912771126651406,-0.035069087856320014,-2.4052872329437596e-05,-0.08322564172204469
2317130722330994677503722994963086323403276367952762140016618274858179343506,la-liga,Will Villarreal win the 2025–26 La Liga?,566230,will-villarreal-win-the-202526-la-liga,0.04969725356499866,-0.03332650363445282,-2.2857684248595895e-05,-0.07909015662720008
73768610008619570600930429495180540710817177537162503586781057110775077618432,awards,Will Nikola Jokic win the 2025–2026 NBA MVP?,564161,will-nikola-jokic-win-the-20252026-nba-mvp,0.050220907860229876,0.03307721853204137,2.2686706812099703e-05,0.07849855547963275
50252300898375978140712321807178556639478099096013757990329224333771594910605,new-mexico-primary,Will Greg Hull win the 2026 New Mexico Governor Republican primary election?,824260,will-greg-hull-win-the-2026-new-mexico-governor-republican-primary-election,0.05002055893925522,0.03195912790775865,2.191984081464928e-05,0.07584511293528778
88657857917663921842097927058013051966750383205171131721194307619909198186324,la-liga,Will Real Madrid win the 2025–26 La Liga?,566227,will-real-madrid-win-the-202526-la-liga,0.05003568786062272,0.030921210740287915,2.1207963470705018e-05,0.0733819373126144
115394635451048754011327777276076337527696490170069916864086987480603951060926,hockey,Will the Ottawa Senators win the Eastern Conference?,629097,will-the-ottawa-senators-win-the-eastern-conference,0.05000853281613788,-0.030480544481234727,-2.090572323815825e-05,-0.07233615213721398
56988329823452841666931131821080687228531160724161634353621608700010586706540,middle-east,Will Israel strike 11 countries in 2026?,678754,will-israel-strike-11-countries-in-2026,0.05001807907195097,0.02381048527812507,1.633092268732858e-05,0.05650682803910261
96156230578747105661476819749931380321917772151891667564189808442987244872145,stanley-cup,Will the Boston Bruins win the 2026 NHL Stanley Cup?,553850,will-the-boston-bruins-win-the-2026-nhl-stanley-cup,0.04998690757115754,-0.02040325111787297,-1.3993999394974602e-05,-0.048420810785216456
24315108267836543154857233535536136482524552716493402526894829400485516895736,nba,Will the Phoenix Suns win the NBA Western Conference Finals?,564222,will-the-phoenix-suns-win-the-nba-western-conference-finals,0.0499151917929482,-0.014174867557755188,-9.722131383919882e-06,-0.03363966732332802
