exchange,exchange_event_id,exchange_market_id,exchange_symbol,question,event_title,domain,end_time_utc,liquidity,fee_bps
kalshi,KXPRIMEENGCONSUMPTION-30,KXPRIMEENGCONSUMPTION-30-NUCLEAR,KXPRIMEENGCONSUMPTION-30-NUCLEAR,What will be the largest source of global primary energy consumption in 2030?,What will be the largest source of global primary energy consumption in 2030?,other,2032-12-30T15:00:00Z,9986.0,0.0
kalshi,KXPRIMEENGCONSUMPTION-30,KXPRIMEENGCONSUMPTION-30-WIND,KXPRIMEENGCONSUMPTION-30-WIND,What will be the largest source of global primary energy consumption in 2030?,What will be the largest source of global primary energy consumption in 2030?,other,2032-12-30T15:00:00Z,6079.0,0.0
kalshi,KXPRIMEENGCONSUMPTION-30,KXPRIMEENGCONSUMPTION-30-RENEWABLE,KXPRIMEENGCONSUMPTION-30-RENEWABLE,What will be the largest source of global primary energy consumption in 2030?,What will be the largest source of global primary energy consumption in 2030?,other,2032-12-30T15:00:00Z,3050.0,0.0
kalshi,KXPRIMEENGCONSUMPTION-30,KXPRIMEENGCONSUMPTION-30-SOLAR,KXPRIMEENGCONSUMPTION-30-SOLAR,What will be the largest source of global primary energy consumption in 2030?,What will be the largest source of global primary energy consumption in 2030?,other,2032-12-30T15:00:00Z,15062.0,0.0
kalshi,KXPRIMEENGCONSUMPTION-30,KXPRIMEENGCONSUMPTION-30-BIOMASS,KXPRIMEENGCONSUMPTION-30-BIOMASS,What will be the largest source of global primary energy consumption in 2030?,What will be the largest source of global primary energy consumption in 2030?,other,2032-12-30T15:00:00Z,2156.0,0.0
kalshi,KXPRIMEENGCONSUMPTION-30,KXPRIMEENGCONSUMPTION-30-GAS,KXPRIMEENGCONSUMPTION-30-GAS,What will be the largest source of global primary energy consumption in 2030?,What will be the largest source of global primary energy consumption in 2030?,other,2032-12-30T15:00:00Z,2951.0,0.0
kalshi,KXPRIMEENGCONSUMPTION-30,KXPRIMEENGCONSUMPTION-30-HYDROPOWER,KXPRIMEENGCONSUMPTION-30-HYDROPOWER,What will be the largest source of global primary energy consumption in 2030?,What will be the largest source of global primary energy consumption in 2030?,other,2032-12-30T15:00:00Z,5602.0,0.0
kalshi,KXPRIMEENGCONSUMPTION-30,KXPRIMEENGCONSUMPTION-30-COAL,KXPRIMEENGCONSUMPTION-30-COAL,What will be the largest source of global primary energy consumption in 2030?,What will be the largest source of global primary energy consumption in 2030?,other,2032-12-30T15:00:00Z,2154.0,0.0
kalshi,KXPRIMEENGCONSUMPTION-30,KXPRIMEENGCONSUMPTION-30-BIOFUEL,KXPRIMEENGCONSUMPTION-30-BIOFUEL,What will be the largest source of global primary energy consumption in 2030?,What will be the largest source of global primary energy consumption in 2030?,other,2032-12-30T15:00:00Z,3412.0,0.0
kalshi,KXACTORTOMCRUZ-30,KXACTORTOMCRUZ-30-TOM,KXACTORTOMCRUZ-30-TOM,Will Tom Cruise be cast in a Film With Ana de Armas?,Will Tom Cruise be cast in another Film With Ana de Armas?,other,2030-12-31T15:00:00Z,407.0,0.0
kalshi,KXINDIANAPOWELL-30,KXINDIANAPOWELL-30-GLE,KXINDIANAPOWELL-30-GLE,Will Glen Powell be cast in the next Indiana Jones movie?,Will Glen Powell be cast in the next Indiana Jones movie?,other,2030-10-01T14:00:00Z,1860.0,0.0
kalshi,KXTIMEDECADE20S-30,KXTIMEDECADE20S-30-EMUS,KXTIMEDECADE20S-30-EMUS,Who will Time name as Person of the Decade?,Who will Time name as Person of the Decade?,other,2030-01-31T15:00:00Z,14619.0,0.0
kalshi,KXTIMEDECADE20S-30,KXTIMEDECADE20S-30-XJIN,KXTIMEDECADE20S-30-XJIN,Who will Time name as Person of the Decade?,Who will Time name as Person of the Decade?,other,2030-01-31T15:00:00Z,1380.0,0.0
kalshi,KXTIMEDECADE20S-30,KXTIMEDECADE20S-30-JHUA,KXTIMEDECADE20S-30-JHUA,Who will Time name as Person of the Decade?,Who will Time name as Person of the Decade?,other,2030-01-31T15:00:00Z,1442.0,0.0
kalshi,KXTIMEDECADE20S-30,KXTIMEDECADE20S-30-VZEL,KXTIMEDECADE20S-30-VZEL,Who will Time name as Person of the Decade?,Who will Time name as Person of the Decade?,other,2030-01-31T15:00:00Z,5284.0,0.0
kalshi,KXTIMEDECADE20S-30,KXTIMEDECADE20S-30-SALT,KXTIMEDECADE20S-30-SALT,Who will Time name as Person of the Decade?,Who will Time name as Person of the Decade?,other,2030-01-31T15:00:00Z,2339.0,0.0
kalshi,KXTIMEDECADE20S-30,KXTIMEDECADE20S-30-TAY,KXTIMEDECADE20S-30-TAY,Who will Time name as Person of the Decade?,Who will Time name as Person of the Decade?,other,2030-01-31T15:00:00Z,4239.0,0.0
kalshi,KXU3MAX-30,KXU3MAX-30-15,KXU3MAX-30-15,How high will unemployment get before 2030?,How high will unemployment get before 2030?,other,2030-03-05T15:00:00Z,491.0,0.0
kalshi,KXU3MAX-30,KXU3MAX-30-6,KXU3MAX-30-6,How high will unemployment get before 2030?,How high will unemployment get before 2030?,other,2030-03-05T15:00:00Z,544.0,0.0
kalshi,KXU3MAX-30,KXU3MAX-30-10,KXU3MAX-30-10,How high will unemployment get before 2030?,How high will unemployment get before 2030?,other,2030-03-05T15:00:00Z,2430.0,0.0
kalshi,KXU3MAX-30,KXU3MAX-30-5,KXU3MAX-30-5,How high will unemployment get before 2030?,How high will unemployment get before 2030?,other,2030-03-05T15:00:00Z,830.0,0.0
kalshi,KXU3MAX-30,KXU3MAX-30-17,KXU3MAX-30-17,How high will unemployment get before 2030?,How high will unemployment get before 2030?,other,2030-03-05T15:00:00Z,410.0,0.0
kalshi,KXU3MAX-30,KXU3MAX-30-20,KXU3MAX-30-20,How high will unemployment get before 2030?,How high will unemployment get before 2030?,other,2030-03-05T15:00:00Z,399.0,0.0
kalshi,KXU3MAX-30,KXU3MAX-30-7,KXU3MAX-30-7,How high will unemployment get before 2030?,How high will unemployment get before 2030?,other,2030-03-05T15:00:00Z,428.0,0.0
kalshi,KXU3MAX-30,KXU3MAX-30-9,KXU3MAX-30-9,How high will unemployment get before 2030?,How high will unemployment get before 2030?,other,2030-03-05T15:00:00Z,3060.0,0.0
kalshi,KXU3MAX-30,KXU3MAX-30-12,KXU3MAX-30-12,How high will unemployment get before 2030?,How high will unemployment get before 2030?,other,2030-03-05T15:00:00Z,1129.0,0.0
kalshi,KXU3MAX-30,KXU3MAX-30-8,KXU3MAX-30-8,How high will unemployment get before 2030?,How high will unemployment get before 2030?,other,2030-03-05T15:00:00Z,700.0,0.0
kalshi,KXPERFORMROLEBRITNEY,KXPERFORMROLEBRITNEY-ANY,KXPERFORMROLEBRITNEY-ANY,Will Anya Taylor-Joy perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Who will play Britney Spears in the Jon M. Chu–directed biopic?,other,2031-01-01T15:00:00Z,10.0,0.0
kalshi,KXPERFORMROLEBRITNEY,KXPERFORMROLEBRITNEY-MAR,KXPERFORMROLEBRITNEY-MAR,Will Margot Robbie perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Who will play Britney Spears in the Jon M. Chu–directed biopic?,other,2031-01-01T15:00:00Z,93.0,0.0
kalshi,KXPERFORMROLEBRITNEY,KXPERFORMROLEBRITNEY-FLO,KXPERFORMROLEBRITNEY-FLO,Will Florence Pugh perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Who will play Britney Spears in the Jon M. Chu–directed biopic?,other,2031-01-01T15:00:00Z,620.0,0.0
kalshi,KXPERFORMROLEBRITNEY,KXPERFORMROLEBRITNEY-ADD,KXPERFORMROLEBRITNEY-ADD,Will Addison Rae perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Who will play Britney Spears in the Jon M. Chu–directed biopic?,other,2031-01-01T15:00:00Z,558.0,0.0
kalshi,KXPERFORMROLEBRITNEY,KXPERFORMROLEBRITNEY-MIL,KXPERFORMROLEBRITNEY-MIL,Will Millie Bobby Brown perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Who will play Britney Spears in the Jon M. Chu–directed biopic?,other,2031-01-01T15:00:00Z,93.0,0.0
kalshi,KXPERFORMROLEBRITNEY,KXPERFORMROLEBRITNEY-OLI,KXPERFORMROLEBRITNEY-OLI,Will Olivia Holt perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Who will play Britney Spears in the Jon M. Chu–directed biopic?,other,2031-01-01T15:00:00Z,458.0,0.0
kalshi,KXPERFORMROLEBRITNEY,KXPERFORMROLEBRITNEY-EMM,KXPERFORMROLEBRITNEY-EMM,Will Emma Roberts perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Who will play Britney Spears in the Jon M. Chu–directed biopic?,other,2031-01-01T15:00:00Z,148.0,0.0
kalshi,KXPERFORMROLEBRITNEY,KXPERFORMROLEBRITNEY-SYD,KXPERFORMROLEBRITNEY-SYD,Will Sydney Sweeney perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Who will play Britney Spears in the Jon M. Chu–directed biopic?,other,2031-01-01T15:00:00Z,109.0,0.0
kalshi,KXPERFORMROLEBRITNEY,KXPERFORMROLEBRITNEY-CHL,KXPERFORMROLEBRITNEY-CHL,Will Chloë Grace Moretz perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Who will play Britney Spears in the Jon M. Chu–directed biopic?,other,2031-01-01T15:00:00Z,134.0,0.0
kalshi,KXPERFORMROLEBRITNEY,KXPERFORMROLEBRITNEY-SAB,KXPERFORMROLEBRITNEY-SAB,Will Sabrina Carpenter perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Who will play Britney Spears in the Jon M. Chu–directed biopic?,other,2031-01-01T15:00:00Z,185.0,0.0
kalshi,KXPERFORMROLE007-VILLAIN,KXPERFORMROLE007-VILLAIN-OSC,KXPERFORMROLE007-VILLAIN-OSC,Will Oscar Isaac perform as Villain in the next James Bond film?,Who will be the next James Bond villain?,other,2031-01-01T15:00:00Z,26.0,0.0
kalshi,KXPERFORMROLE007-VILLAIN,KXPERFORMROLE007-VILLAIN-ADA,KXPERFORMROLE007-VILLAIN-ADA,Will Adam Driver perform as Villain in the next James Bond film?,Who will be the next James Bond villain?,other,2031-01-01T15:00:00Z,262.0,0.0
kalshi,KXPERFORMROLE007-VILLAIN,KXPERFORMROLE007-VILLAIN-ROS,KXPERFORMROLE007-VILLAIN-ROS,Will Rosamund Pike perform as Villain in the next James Bond film?,Who will be the next James Bond villain?,other,2031-01-01T15:00:00Z,263.0,0.0
kalshi,KXPERFORMROLE007-VILLAIN,KXPERFORMROLE007-VILLAIN-PET,KXPERFORMROLE007-VILLAIN-PET,Will Peter Dinklage perform as Villain in the next James Bond film?,Who will be the next James Bond villain?,other,2031-01-01T15:00:00Z,646.0,0.0
kalshi,KXPERFORMROLE007-VILLAIN,KXPERFORMROLE007-VILLAIN-BAR,KXPERFORMROLE007-VILLAIN-BAR,Will Barry Keoghan perform as Villain in the next James Bond film?,Who will be the next James Bond villain?,other,2031-01-01T15:00:00Z,225.0,0.0
kalshi,KXPERFORMROLE007-VILLAIN,KXPERFORMROLE007-VILLAIN-IDR,KXPERFORMROLE007-VILLAIN-IDR,Will Idris Elba perform as Villain in the next James Bond film?,Who will be the next James Bond villain?,other,2031-01-01T15:00:00Z,39.0,0.0
kalshi,KXPERFORMROLE007-VILLAIN,KXPERFORMROLE007-VILLAIN-CIL,KXPERFORMROLE007-VILLAIN-CIL,Will Cillian Murphy perform as Villain in the next James Bond film?,Who will be the next James Bond villain?,other,2031-01-01T15:00:00Z,249.0,0.0
kalshi,KXPERFORMROLE007-Q,KXPERFORMROLE007-Q-DEV,KXPERFORMROLE007-Q-DEV,Will Dev Patel perform as Q in the next James Bond film?,Who will play Q in the next James Bond?,other,2031-01-01T15:00:00Z,47.0,0.0
kalshi,KXPERFORMROLE007-Q,KXPERFORMROLE007-Q-TOM,KXPERFORMROLE007-Q-TOM,Will Tom Holland perform as Q in the next James Bond film?,Who will play Q in the next James Bond?,other,2031-01-01T15:00:00Z,100.0,0.0
kalshi,KXPERFORMROLE007-Q,KXPERFORMROLE007-Q-RIC,KXPERFORMROLE007-Q-RIC,Will Richard Ayoade perform as Q in the next James Bond film?,Who will play Q in the next James Bond?,other,2031-01-01T15:00:00Z,131.0,0.0
kalshi,KXPERFORMROLE007-Q,KXPERFORMROLE007-Q-BEN,KXPERFORMROLE007-Q-BEN,Will Ben Whishaw perform as Q in the next James Bond film?,Who will play Q in the next James Bond?,other,2031-01-01T15:00:00Z,24.0,0.0
kalshi,KXPERFORMROLE007-Q,KXPERFORMROLE007-Q-AND,KXPERFORMROLE007-Q-AND,Will Andrew Scott perform as Q in the next James Bond film?,Who will play Q in the next James Bond?,other,2031-01-01T15:00:00Z,26.0,0.0
kalshi,KXPERFORMROLE007-MONEYPENNY,KXPERFORMROLE007-MONEYPENNY-NAO,KXPERFORMROLE007-MONEYPENNY-NAO,Will Naomie Harris perform as Moneypenny in the next James Bond film?,Who will play Moneypenny in the next James Bond?,other,2031-01-01T15:00:00Z,42.0,0.0
kalshi,KXPERFORMROLE007-MONEYPENNY,KXPERFORMROLE007-MONEYPENNY-MEG,KXPERFORMROLE007-MONEYPENNY-MEG,Will Meg Bellamy perform as Moneypenny in the next James Bond film?,Who will play Moneypenny in the next James Bond?,other,2031-01-01T15:00:00Z,18.0,0.0
kalshi,KXPERFORMROLE007-MONEYPENNY,KXPERFORMROLE007-MONEYPENNY-JODI,KXPERFORMROLE007-MONEYPENNY-JODI,Will Jodie Comer perform as Moneypenny in the next James Bond film?,Who will play Moneypenny in the next James Bond?,other,2031-01-01T15:00:00Z,14.0,0.0
kalshi,KXPERFORMROLE007-MONEYPENNY,KXPERFORMROLE007-MONEYPENNY-EMM,KXPERFORMROLE007-MONEYPENNY-EMM,Will Emma Corrin perform as Moneypenny in the next James Bond film?,Who will play Moneypenny in the next James Bond?,other,2031-01-01T15:00:00Z,32.0,0.0
kalshi,KXPERFORMROLE007-MONEYPENNY,KXPERFORMROLE007-MONEYPENNY-JUN,KXPERFORMROLE007-MONEYPENNY-JUN,Will Juno Temple perform as Moneypenny in the next James Bond film?,Who will play Moneypenny in the next James Bond?,other,2031-01-01T15:00:00Z,41.0,0.0
kalshi,KXPERFORMROLE007-MONEYPENNY,KXPERFORMROLE007-MONEYPENNY-PHO,KXPERFORMROLE007-MONEYPENNY-PHO,Will Phoebe Dynevor perform as Moneypenny in the next James Bond film?,Who will play Moneypenny in the next James Bond?,other,2031-01-01T15:00:00Z,48.0,0.0
kalshi,KXPERFORMROLE007-MONEYPENNY,KXPERFORMROLE007-MONEYPENNY-ALI,KXPERFORMROLE007-MONEYPENNY-ALI,Will Alison Oliver perform as Moneypenny in the next James Bond film?,Who will play Moneypenny in the next James Bond?,other,2031-01-01T15:00:00Z,116.0,0.0
kalshi,KXPERFORMROLE007-MONEYPENNY,KXPERFORMROLE007-MONEYPENNY-JOD,KXPERFORMROLE007-MONEYPENNY-JOD,Will Jodie Turner-Smith perform as Moneypenny in the next James Bond film?,Who will play Moneypenny in the next James Bond?,other,2031-01-01T15:00:00Z,349.0,0.0
kalshi,KXPERFORMROLE007-M,KXPERFORMROLE007-M-OLI,KXPERFORMROLE007-M-OLI,Will Olivia Colman perform as M in the next James Bond film?,Who will play M in the next James Bond film?,other,2031-01-01T15:00:00Z,85.0,0.0
kalshi,KXPERFORMROLE007-M,KXPERFORMROLE007-M-RAL,KXPERFORMROLE007-M-RAL,Will Ralph Fiennes perform as M in the next James Bond film?,Who will play M in the next James Bond film?,other,2031-01-01T15:00:00Z,73.0,0.0
kalshi,KXPERFORMROLE007-M,KXPERFORMROLE007-M-IDR,KXPERFORMROLE007-M-IDR,Will Idris Elba perform as M in the next James Bond film?,Who will play M in the next James Bond film?,other,2031-01-01T15:00:00Z,18.0,0.0
kalshi,KXPERFORMROLE007-M,KXPERFORMROLE007-M-CHA,KXPERFORMROLE007-M-CHA,Will Charles Dance perform as M in the next James Bond film?,Who will play M in the next James Bond film?,other,2031-01-01T15:00:00Z,36.0,0.0
kalshi,KXPERFORMROLE007-M,KXPERFORMROLE007-M-MAR,KXPERFORMROLE007-M-MAR,Will Mark Rylance perform as M in the next James Bond film?,Who will play M in the next James Bond film?,other,2031-01-01T15:00:00Z,19.0,0.0
kalshi,KXPERFORMROLE007-FELIX,KXPERFORMROLE007-FELIX-STE,KXPERFORMROLE007-FELIX-STE,Will Steven Yeun perform as Felix Leiter in the next James Bond film?,Who will play Felix Leiter in the next James Bond?,other,2031-01-01T15:00:00Z,2.0,0.0
kalshi,KXPERFORMROLE007-FELIX,KXPERFORMROLE007-FELIX-AAR,KXPERFORMROLE007-FELIX-AAR,Will Aaron Staton perform as Felix Leiter in the next James Bond film?,Who will play Felix Leiter in the next James Bond?,other,2031-01-01T15:00:00Z,24.0,0.0
kalshi,KXPERFORMROLE007-FELIX,KXPERFORMROLE007-FELIX-CHI,KXPERFORMROLE007-FELIX-CHI,Will Chiwetel Ejiofor perform as Felix Leiter in the next James Bond film?,Who will play Felix Leiter in the next James Bond?,other,2031-01-01T15:00:00Z,22.0,0.0
kalshi,KXPERFORMROLE007-FELIX,KXPERFORMROLE007-FELIX-WYA,KXPERFORMROLE007-FELIX-WYA,Will Wyatt Russell perform as Felix Leiter in the next James Bond film?,Who will play Felix Leiter in the next James Bond?,other,2031-01-01T15:00:00Z,69.0,0.0
kalshi,KXPERFORMROLE007-FELIX,KXPERFORMROLE007-FELIX-JOH,KXPERFORMROLE007-FELIX-JOH,Will John Hoogenakker perform as Felix Leiter in the next James Bond film?,Who will play Felix Leiter in the next James Bond?,other,2031-01-01T15:00:00Z,163.0,0.0
kalshi,KXPERFORMROLE007-FELIX,KXPERFORMROLE007-FELIX-ANT,KXPERFORMROLE007-FELIX-ANT,Will Anthony Mackie perform as Felix Leiter in the next James Bond film?,Who will play Felix Leiter in the next James Bond?,other,2031-01-01T15:00:00Z,32.0,0.0
kalshi,KXPERFORMROLE007-FELIX,KXPERFORMROLE007-FELIX-ALB,KXPERFORMROLE007-FELIX-ALB,Will Albert Jones perform as Felix Leiter in the next James Bond film?,Who will play Felix Leiter in the next James Bond?,other,2031-01-01T15:00:00Z,25.0,0.0
kalshi,KXPERFORMROLE007-FELIX,KXPERFORMROLE007-FELIX-SET,KXPERFORMROLE007-FELIX-SET,Will Seth Numrich perform as Felix Leiter in the next James Bond film?,Who will play Felix Leiter in the next James Bond?,other,2031-01-01T15:00:00Z,25.0,0.0
kalshi,KXPERFORMROLE007-FELIX,KXPERFORMROLE007-FELIX-BOY,KXPERFORMROLE007-FELIX-BOY,Will Boyd Holbrook perform as Felix Leiter in the next James Bond film?,Who will play Felix Leiter in the next James Bond?,other,2031-01-01T15:00:00Z,15.0,0.0
kalshi,KXPERFORMROLE007,KXPERFORMROLE007-SYD,KXPERFORMROLE007-SYD,Will Sydney Sweeney perform as a principal female character opposite James Bond referred to by major entertainment media as a “Bond girl” in the next James Bond film?,Who will play the next Bond girl?,other,2031-01-01T15:00:00Z,479.0,0.0
kalshi,KXPERFORMROLE007,KXPERFORMROLE007-CAI,KXPERFORMROLE007-CAI,Will Cailee Spaeny perform as a principal female character opposite James Bond referred to by major entertainment media as a “Bond girl” in the next James Bond film?,Who will play the next Bond girl?,other,2031-01-01T15:00:00Z,58.0,0.0
kalshi,KXPERFORMROLE007,KXPERFORMROLE007-ANY,KXPERFORMROLE007-ANY,Will Anya Taylor-Joy perform as a principal female character opposite James Bond referred to by major entertainment media as a “Bond girl” in the next James Bond film?,Who will play the next Bond girl?,other,2031-01-01T15:00:00Z,293.0,0.0
kalshi,KXPERFORMROLE007,KXPERFORMROLE007-HUN,KXPERFORMROLE007-HUN,Will Hunter Schafer perform as a principal female character opposite James Bond referred to by major entertainment media as a “Bond girl” in the next James Bond film?,Who will play the next Bond girl?,other,2031-01-01T15:00:00Z,24.0,0.0
kalshi,KXPERFORMROLE007,KXPERFORMROLE007-VAN,KXPERFORMROLE007-VAN,Will Vanessa Kirby perform as a principal female character opposite James Bond referred to by major entertainment media as a “Bond girl” in the next James Bond film?,Who will play the next Bond girl?,other,2031-01-01T15:00:00Z,70.0,0.0
kalshi,KXPERFORMROLE007,KXPERFORMROLE007-ADR,KXPERFORMROLE007-ADR,Will Adria Arjona perform as a principal female character opposite James Bond referred to by major entertainment media as a “Bond girl” in the next James Bond film?,Who will play the next Bond girl?,other,2031-01-01T15:00:00Z,28.0,0.0
