timestamp,portfolio_return,cumulative_return,drawdown
1773950429,0.0,1.0,0.0
1773950430,0.0,1.0,0.0
1773950431,0.0,1.0,0.0
1773950432,0.0,1.0,0.0
1773950433,0.0,1.0,0.0
1773950434,0.0,1.0,0.0
1773950435,0.0,1.0,0.0
1773950438,0.0,1.0,0.0
1773950439,0.0,1.0,0.0
1773950440,0.0,1.0,0.0
1773950441,0.0,1.0,0.0
1773950442,0.0,1.0,0.0
1773950443,0.0,1.0,0.0
1773950445,0.0,1.0,0.0
1773950446,0.0,1.0,0.0
1773950448,0.0,1.0,0.0
1773950449,0.0,1.0,0.0
1773954029,0.0005813953488372099,1.0005813953488372,0.0
1773954030,-0.00033112582781456986,1.0002500770060063,-0.00033112582781469335
1773954031,0.0,1.0002500770060063,-0.00033112582781469335
1773954032,0.001582259546091833,1.0018327322388283,0.0
1773954033,0.0,1.0018327322388283,0.0
1773954034,0.0,1.0018327322388283,0.0
1773954035,0.0008823529411764715,1.002716702296686,0.0
1773954036,-0.004999999999999999,0.9977031187852027,-0.0050000000000000044
1773954037,-0.0005776736924277913,0.9971267719406273,-0.005574785323965714
1773954038,-0.0006756756756756764,0.9964530376352619,-0.006246694252800888
1773954041,0.0,0.9964530376352619,-0.006246694252800888
1773954042,-0.0010416666666666647,0.9954150657210585,-0.007281853946287553
1773954043,0.0,0.9954150657210585,-0.007281853946287553
1773954044,0.0,0.9954150657210585,-0.007281853946287553
1773954045,-0.0005555555555555561,0.9948620573512136,-0.007833364027428402
1773954046,0.0,0.9948620573512136,-0.007833364027428402
1773954048,-0.0014997391757955152,0.9933700237492915,-0.00932135520031363
1773954050,0.0,0.9933700237492915,-0.00932135520031363
1773954051,0.0,0.9933700237492915,-0.00932135520031363
1773954052,0.0,0.9933700237492915,-0.00932135520031363
1773957626,-0.0017045454545454525,0.9916767793906279,-0.0110100119812222
1773957627,-0.000671140939597316,0.9910112245051309,-0.011673763651033453
1773957629,-0.0011363636363636335,0.9898850753863752,-0.012796861646884428
1773957630,0.0,0.9898850753863752,-0.012796861646884428
1773957631,0.0,0.9898850753863752,-0.012796861646884428
1773957632,0.0,0.9898850753863752,-0.012796861646884428
1773957633,-0.0005681818181818187,0.9893226406844511,-0.013357772520948719
1773957634,-0.0006250000000000006,0.9887043140340234,-0.01397442391312309
1773957635,-9.501989201477704e-05,0.9886103674568694,-0.014068115956886618
1773957638,7.26442507264425e-05,0.9886821843162736,-0.013996493673902988
1773957639,0.0,0.9886821843162736,-0.013996493673902988
1773957640,-0.00018796992481203025,0.9884963418004247,-0.014181832678851536
1773957641,-0.0005681818181818187,0.9879346961516744,-0.014741956637556841
1773957642,0.0,0.9879346961516744,-0.014741956637556841
1773957643,0.004694444444444443,0.9925725006974975,-0.010116717489549787
1773957645,0.0,0.9925725006974975,-0.010116717489549787
1773957646,0.0,0.9925725006974975,-0.010116717489549787
1773957647,0.0,0.9925725006974975,-0.010116717489549787
1773961227,0.001219512195121948,0.9937829549666407,-0.008909542754781064
1773961228,-0.0003448275862068969,0.993440271189066,-0.009251298084865578
1773961229,4.0085515766971056e-05,0.9934800937547202,-0.00921158341215389
1773961230,0.0001689189189189191,0.9936479113381247,-0.009044220503946598
1773961231,0.0,0.9936479113381247,-0.009044220503946598
