run,strategy,fee_rate,fee_bps,n_steps,mean_return,volatility,sortino,max_drawdown,total_log_wealth,annualized_log_growth,cagr,avg_turnover_per_step,total_turnover_l1
week14_M_seed7,kelly,0.0,0.0,1491,0.00033539398319173855,0.01175842667211162,0.06346196048470538,-0.2706091203048948,0.4024245319286535,2.3643453384943025,9.63707285545343,0.011483798432585518,17.122343462985008
week14_M_seed7,baseline_pipeline,0.0,0.0,1491,0.00015458117088284562,0.007988951325252706,0.03698453010868127,-0.21478470187582743,0.18384772835163818,1.0801516434341718,1.945126126244424,0.0,0.0
week14_M_seed7,baseline_dynamic_feeaware,0.0,0.0,1491,0.00015458117088284562,0.007988951325252706,0.03698453010868127,-0.21478470187582743,0.18384772835163818,1.0801516434341718,1.945126126244424,0.0,0.0
week14_M_seed7,neh_buyhold,0.0,0.0,1491,-0.00032066537200491535,0.0071121913480419645,-0.05954289896720373,-0.492238143627311,-0.5161555841529853,-3.032543874701644,-0.9518071146034759,0.0,0.0
week14_M_seed7,kelly,0.001,10.0,1491,0.0003239101847591529,0.011758376564778504,0.061262339624361464,-0.275000058981112,0.3853065520492647,2.2637729013759613,8.619313509533495,0.011483798432585518,17.122343462985008
week14_M_seed7,baseline_pipeline,0.001,10.0,1491,0.00015458117088284562,0.007988951325252706,0.03698453010868127,-0.21478470187582743,0.18384772835163818,1.0801516434341718,1.945126126244424,0.0,0.0
week14_M_seed7,baseline_dynamic_feeaware,0.001,10.0,1491,0.00015458117088284562,0.007988951325252706,0.03698453010868127,-0.21478470187582743,0.18384772835163818,1.0801516434341718,1.945126126244424,0.0,0.0
week14_M_seed7,neh_buyhold,0.001,10.0,1491,-0.00032066537200491535,0.0071121913480419645,-0.05954289896720373,-0.492238143627311,-0.5161555841529853,-3.032543874701644,-0.9518071146034759,0.0,0.0
week14_M_seed7,kelly,0.005,50.0,1491,0.0002779749910288109,0.011758359330710318,0.05247697403065252,-0.29354357079575577,0.31682944808916264,1.861452692998702,5.433075270206124,0.011483798432585518,17.122343462985008
week14_M_seed7,baseline_pipeline,0.005,50.0,1491,0.00015458117088284562,0.007988951325252706,0.03698453010868127,-0.21478470187582743,0.18384772835163818,1.0801516434341718,1.945126126244424,0.0,0.0
week14_M_seed7,baseline_dynamic_feeaware,0.005,50.0,1491,0.00015458117088284562,0.007988951325252706,0.03698453010868127,-0.21478470187582743,0.18384772835163818,1.0801516434341718,1.945126126244424,0.0,0.0
week14_M_seed7,neh_buyhold,0.005,50.0,1491,-0.00032066537200491535,0.0071121913480419645,-0.05954289896720373,-0.492238143627311,-0.5161555841529853,-3.032543874701644,-0.9518071146034759,0.0,0.0
week14_M_seed7,kelly,0.01,100.0,1491,0.00022055599886588325,0.011758749972558335,0.041530294017503334,-0.3171533304109816,0.23122137483682514,1.3584837314356728,2.8902901029195913,0.011483798432585518,17.122343462985008
week14_M_seed7,baseline_pipeline,0.01,100.0,1491,0.00015458117088284562,0.007988951325252706,0.03698453010868127,-0.21478470187582743,0.18384772835163818,1.0801516434341718,1.945126126244424,0.0,0.0
week14_M_seed7,baseline_dynamic_feeaware,0.01,100.0,1491,0.00015458117088284562,0.007988951325252706,0.03698453010868127,-0.21478470187582743,0.18384772835163818,1.0801516434341718,1.945126126244424,0.0,0.0
week14_M_seed7,neh_buyhold,0.01,100.0,1491,-0.00032066537200491535,0.0071121913480419645,-0.05954289896720373,-0.492238143627311,-0.5161555841529853,-3.032543874701644,-0.9518071146034759,0.0,0.0
week14_MF_seed7,kelly,0.0,0.0,1535,0.0002239162613959443,0.010541940834706368,0.04270890057881329,-0.3031747077965662,0.2617166687347515,1.4935752561019044,3.4529876641487824,0.0117437991007847,18.026731619704513
week14_MF_seed7,baseline_pipeline,0.0,0.0,1535,0.00024124922935938066,0.00813495648644701,0.05908463949462838,-0.24364873926239872,0.32094696357185104,1.831593095041964,5.243825747307032,0.0,0.0
week14_MF_seed7,baseline_dynamic_feeaware,0.0,0.0,1535,0.00024124922935938066,0.00813495648644701,0.05908463949462838,-0.24364873926239872,0.32094696357185104,1.831593095041964,5.243825747307032,0.0,0.0
week14_MF_seed7,neh_buyhold,0.0,0.0,1535,-4.3250328691948883e-05,0.011793588259758212,-0.006338540442677458,-0.3919837158692847,-0.16696081761033824,-0.95281873763294,-0.6143475630818329,0.0,0.0
week14_MF_seed7,kelly,0.001,10.0,1535,0.00021217246229515948,0.010542038929722945,0.040448996873359684,-0.30734016612421156,0.24369064396377915,1.3907036098519252,3.017675935088149,0.0117437991007847,18.026731619704513
week14_MF_seed7,baseline_pipeline,0.001,10.0,1535,0.00024124922935938066,0.00813495648644701,0.05908463949462838,-0.24364873926239872,0.32094696357185104,1.831593095041964,5.243825747307032,0.0,0.0
week14_MF_seed7,baseline_dynamic_feeaware,0.001,10.0,1535,0.00024124922935938066,0.00813495648644701,0.05908463949462838,-0.24364873926239872,0.32094696357185104,1.831593095041964,5.243825747307032,0.0,0.0
week14_MF_seed7,neh_buyhold,0.001,10.0,1535,-4.3250328691948883e-05,0.011793588259758212,-0.006338540442677458,-0.3919837158692847,-0.16696081761033824,-0.95281873763294,-0.6143475630818329,0.0,0.0
week14_MF_seed7,kelly,0.005,50.0,1535,0.00016519726589202073,0.010542638527271383,0.03142785773044962,-0.32375495307694024,0.17158106619465174,0.9791857588698041,1.662287615080034,0.0117437991007847,18.026731619704513
week14_MF_seed7,baseline_pipeline,0.005,50.0,1535,0.00024124922935938066,0.00813495648644701,0.05908463949462838,-0.24364873926239872,0.32094696357185104,1.831593095041964,5.243825747307032,0.0,0.0
week14_MF_seed7,baseline_dynamic_feeaware,0.005,50.0,1535,0.00024124922935938066,0.00813495648644701,0.05908463949462838,-0.24364873926239872,0.32094696357185104,1.831593095041964,5.243825747307032,0.0,0.0
week14_MF_seed7,neh_buyhold,0.005,50.0,1535,-4.3250328691948883e-05,0.011793588259758212,-0.006338540442677458,-0.3919837158692847,-0.16696081761033824,-0.95281873763294,-0.6143475630818329,0.0,0.0
week14_MF_seed7,kelly,0.01,100.0,1535,0.00010647827038809715,0.010543854188094653,0.020198828001219648,-0.346441423677448,0.08143173668703396,0.4647179240250277,0.591565183262428,0.0117437991007847,18.026731619704513
week14_MF_seed7,baseline_pipeline,0.01,100.0,1535,0.00024124922935938066,0.00813495648644701,0.05908463949462838,-0.24364873926239872,0.32094696357185104,1.831593095041964,5.243825747307032,0.0,0.0
week14_MF_seed7,baseline_dynamic_feeaware,0.01,100.0,1535,0.00024124922935938066,0.00813495648644701,0.05908463949462838,-0.24364873926239872,0.32094696357185104,1.831593095041964,5.243825747307032,0.0,0.0
week14_MF_seed7,neh_buyhold,0.01,100.0,1535,-4.3250328691948883e-05,0.011793588259758212,-0.006338540442677458,-0.3919837158692847,-0.16696081761033824,-0.95281873763294,-0.6143475630818329,0.0,0.0
week14_M_smoke,kelly,0.0,0.0,1359,5.351655413311891e-05,0.007631282175075403,0.012577277482376841,-0.26185484160988093,0.03399707529581715,0.21914229550504655,0.24500842318602145,0.03922920470743429,53.312489197403195
week14_M_smoke,baseline_pipeline,0.0,0.0,1359,9.880904459182486e-05,0.007639364157380998,0.023834406932003952,-0.2205799218894564,0.09543418551415647,0.615160754307587,0.8499539637249078,0.0,0.0
week14_M_smoke,baseline_dynamic_feeaware,0.0,0.0,1359,9.880904459182486e-05,0.007639364157380998,0.023834406932003952,-0.2205799218894564,0.09543418551415647,0.615160754307587,0.8499539637249078,0.0,0.0
week14_M_smoke,neh_buyhold,0.0,0.0,1359,-0.00022009170755207764,0.006941295817731444,-0.0436752420162601,-0.45789396573069985,-0.3319401837748333,-2.1396585797406473,-0.882304980373039,0.0,0.0
week14_M_smoke,kelly,0.001,10.0,1359,1.4287349425684619e-05,0.007631279000033969,0.0033495951180807213,-0.28194294239913587,-0.019316676560245508,-0.12451367672387832,-0.11707381425383645,0.03922920470743429,53.312489197403195
week14_M_smoke,baseline_pipeline,0.001,10.0,1359,9.880904459182486e-05,0.007639364157380998,0.023834406932003952,-0.2205799218894564,0.09543418551415647,0.615160754307587,0.8499539637249078,0.0,0.0
week14_M_smoke,baseline_dynamic_feeaware,0.001,10.0,1359,9.880904459182486e-05,0.007639364157380998,0.023834406932003952,-0.2205799218894564,0.09543418551415647,0.615160754307587,0.8499539637249078,0.0,0.0
week14_M_smoke,neh_buyhold,0.001,10.0,1359,-0.00022009170755207764,0.006941295817731444,-0.0436752420162601,-0.45789396573069985,-0.3319401837748333,-2.1396585797406473,-0.882304980373039,0.0,0.0
week14_M_smoke,kelly,0.005,50.0,1359,-0.00014262946940405249,0.007631390292748505,-0.033093626768875846,-0.3904668848407069,-0.23259389232565233,-1.4992807187437192,-0.7767092887758967,0.03922920470743429,53.312489197403195
week14_M_smoke,baseline_pipeline,0.005,50.0,1359,9.880904459182486e-05,0.007639364157380998,0.023834406932003952,-0.2205799218894564,0.09543418551415647,0.615160754307587,0.8499539637249078,0.0,0.0
week14_M_smoke,baseline_dynamic_feeaware,0.005,50.0,1359,9.880904459182486e-05,0.007639364157380998,0.023834406932003952,-0.2205799218894564,0.09543418551415647,0.615160754307587,0.8499539637249078,0.0,0.0
week14_M_smoke,neh_buyhold,0.005,50.0,1359,-0.00022009170755207764,0.006941295817731444,-0.0436752420162601,-0.45789396573069985,-0.3319401837748333,-2.1396585797406473,-0.882304980373039,0.0,0.0
week14_M_smoke,kelly,0.01,100.0,1359,-0.0003387754929412239,0.007631808377918791,-0.07748561446010441,-0.5220804286402967,-0.499240396919757,-3.218061719659361,-0.9599674225327027,0.03922920470743429,53.312489197403195
week14_M_smoke,baseline_pipeline,0.01,100.0,1359,9.880904459182486e-05,0.007639364157380998,0.023834406932003952,-0.2205799218894564,0.09543418551415647,0.615160754307587,0.8499539637249078,0.0,0.0
week14_M_smoke,baseline_dynamic_feeaware,0.01,100.0,1359,9.880904459182486e-05,0.007639364157380998,0.023834406932003952,-0.2205799218894564,0.09543418551415647,0.615160754307587,0.8499539637249078,0.0,0.0
week14_M_smoke,neh_buyhold,0.01,100.0,1359,-0.00022009170755207764,0.006941295817731444,-0.0436752420162601,-0.45789396573069985,-0.3319401837748333,-2.1396585797406473,-0.882304980373039,0.0,0.0
