step,portfolio_return,cumulative_return,drawdown
0,-0.0030411562956869586,0.9969588437043131,0.0
1,0.0,0.9969588437043131,0.0
2,-0.0010584132204502095,0.9959036492838917,-0.001058413220450194
3,0.0,0.9959036492838917,-0.001058413220450194
4,0.0,0.9959036492838917,-0.001058413220450194
5,0.0,0.9959036492838917,-0.001058413220450194
6,0.00031637469365824273,0.9962187279958471,-0.0007423733819502676
7,-0.0072279475629329695,0.9890181112686813,-0.00796495510900641
8,0.0,0.9890181112686813,-0.00796495510900641
9,0.0,0.9890181112686813,-0.00796495510900641
10,0.0,0.9890181112686813,-0.00796495510900641
11,0.009182234261128491,0.9980995072548492,0.0
12,0.0,0.9980995072548492,0.0
13,0.0014667852077311643,0.9995635048479344,0.0
14,0.0,0.9995635048479344,0.0
15,0.0,0.9995635048479344,0.0
16,0.0,0.9995635048479344,0.0
17,0.002479938955770601,1.0020423613223735,0.0
18,0.0009978695135367554,1.0030422688460094,0.0
19,0.0,1.0030422688460094,0.0
20,0.0020545021275450545,1.0051030213213712,0.0
21,0.0,1.0051030213213712,0.0
22,0.0,1.0051030213213712,0.0
23,0.0,1.0051030213213712,0.0
24,0.00046883831713713894,1.005574252130437,0.0
25,-0.005674261513122589,0.9998683608529862,-0.005674261513122558
26,0.0,0.9998683608529862,-0.005674261513122558
27,-0.002147887415104566,0.997720756183949,-0.007809961253332998
28,0.0,0.997720756183949,-0.007809961253332998
29,0.0010561330416412273,0.998774482040886,-0.006762076569825415
30,0.011986513684193293,1.010746306037292,0.0
31,0.0,1.010746306037292,0.0
32,0.0,1.010746306037292,0.0
33,-0.0004573038263807023,1.0102840878840411,-0.0004573038263806506
34,-0.0028589782770723124,1.0073957076231088,-0.0033149746817473513
35,0.0,1.0073957076231088,-0.0033149746817473513
36,0.0003422214285187102,1.0077404600212552,-0.002973887708599743
37,-0.00015854370614437223,1.0075806891138919,-0.0031319599235650752
38,-0.0015265929867469142,1.006042523500309,-0.00465377168225789
39,0.0,1.006042523500309,-0.00465377168225789
40,0.0,1.006042523500309,-0.00465377168225789
41,0.0,1.006042523500309,-0.00465377168225789
42,-0.0004545712371127283,1.0055852055058134,-0.005106227448619771
43,0.0,1.0055852055058134,-0.005106227448619771
44,0.0,1.0055852055058134,-0.005106227448619771
45,-0.0009221473982284128,1.0046579077248592,-0.0060236661524917245
46,0.0,1.0046579077248592,-0.0060236661524917245
47,-0.00016553758089894708,1.0044915990851835,-0.006188206590267642
48,0.0,1.0044915990851835,-0.006188206590267642
49,-0.00027928669354878395,1.0042110579477774,-0.0064657650000587985
50,-0.010685053654015064,0.9934810089136502,-0.017081731608133977
51,0.0,0.9934810089136502,-0.017081731608133977
52,0.0012769418543782738,0.994749626395462,-0.015826602131791323
53,0.0,0.994749626395462,-0.015826602131791323
54,0.003178177338942318,0.9979111171159935,-0.012698724541096773
55,0.0,0.9979111171159935,-0.012698724541096773
56,0.0,0.9979111171159935,-0.012698724541096773
57,0.0,0.9979111171159935,-0.012698724541096773
58,-0.003921433789942532,0.9939978747419754,-0.016570361123534716
59,0.0,0.9939978747419754,-0.016570361123534716
60,0.0,0.9939978747419754,-0.016570361123534716
61,0.0,0.9939978747419754,-0.016570361123534716
62,-0.00030788950772093473,0.9936918332256455,-0.016873148790926606
63,0.0,0.9936918332256455,-0.016873148790926606
64,-0.0033713354635983685,0.9903417647084037,-0.02018759920962354
65,0.0,0.9903417647084037,-0.02018759920962354
66,0.0,0.9903417647084037,-0.02018759920962354
67,0.0,0.9903417647084037,-0.02018759920962354
68,-0.009573365307989579,0.9808608612150911,-0.029567701255688195
69,0.0012543228966351914,0.9820911774517266,-0.02835046580373879
70,0.0,0.9820911774517266,-0.02835046580373879
71,0.00045022007984084095,0.9825333346200499,-0.027913009672875577
72,-0.0008030704326099827,0.9817442911499629,-0.0286936639927321
73,0.0,0.9817442911499629,-0.0286936639927321
74,-0.002621418588301717,0.9791707284161834,-0.031239864476876655
75,-0.0030157033198823556,0.9762178399997671,-0.034161357633743394
76,0.0,0.9762178399997671,-0.034161357633743394
77,-0.0102011907745052,0.9662592555764541,-0.044014061881910704
78,0.004984303989580699,0.9710753854389931,-0.039249137356565655
79,0.0007979365672383997,0.97185024199858,-0.03848251911125666
80,-0.00047171620471421727,0.9713918044908738,-0.03893608248810787
81,-0.00040599475555782113,0.9709974245126587,-0.03932626939837347
82,0.0,0.9709974245126587,-0.03932626939837347
83,0.0,0.9709974245126587,-0.03932626939837347
84,0.0,0.9709974245126587,-0.03932626939837347
85,0.0034546677113665284,0.9743518979629426,-0.03600746088010598
86,0.0,0.9743518979629426,-0.03600746088010598
87,0.0001504172470319917,0.9744984572930745,-0.035862459776212385
88,0.0,0.9744984572930745,-0.035862459776212385
89,-0.00041117070195002467,0.97409777207834,-0.03625888488540263
90,0.0,0.97409777207834,-0.03625888488540263
91,0.0,0.97409777207834,-0.03625888488540263
92,0.0,0.97409777207834,-0.03625888488540263
93,-0.0009309827550953517,0.9731909038507582,-0.037156111243950685
94,0.0,0.9731909038507582,-0.037156111243950685
95,-0.0001595784217018874,0.9730356035823071,-0.03730976035206368
96,0.0,0.9730356035823071,-0.03730976035206368
97,0.0,0.9730356035823071,-0.03730976035206368
98,0.0,0.9730356035823071,-0.03730976035206368
99,0.0,0.9730356035823071,-0.03730976035206368
100,0.0,0.9730356035823071,-0.03730976035206368
101,0.0,0.9730356035823071,-0.03730976035206368
102,0.0,0.9730356035823071,-0.03730976035206368
103,-0.012143318352566377,0.9612197224796256,-0.049000014407016956
104,0.0,0.9612197224796256,-0.049000014407016956
105,0.0010217380691803515,0.9622018372629301,-0.04802834151794655
106,0.0,0.9622018372629301,-0.04802834151794655
107,0.0,0.9622018372629301,-0.04802834151794655
108,0.0,0.9622018372629301,-0.04802834151794655
109,0.0,0.9622018372629301,-0.04802834151794655
110,0.0,0.9622018372629301,-0.04802834151794655
