category,baseline_exposure,constrained_exposure,delta_exposure
colombia-election,0.05263157894736842,0.09972143173217773,0.047089852784809316
airdrops,0.05263157894736842,0.050077568739652634,-0.0025540102077157845
rhode-island-primary,0.05263157894736842,0.05006670951843262,-0.002564869428935801
uefa-europa-league,0.05263157894736842,0.05006507784128189,-0.0025665011060865273
serie-a,0.05263157894736842,0.05006003379821777,-0.0025715451491506447
north-carolina-midterm,0.05263157894736842,0.0500577911734581,-0.0025737877739103188
prediction-markets,0.05263157894736842,0.05005256459116936,-0.002579014356199061
grooming-gangs,0.05263157894736842,0.05004414916038513,-0.0025874297869832863
taylor-swift,0.05263157894736842,0.0500386580824852,-0.002592920864883219
ligue-1,0.05263157894736842,0.05003167316317558,-0.0025999057841928352
roland-garros,0.05263157894736842,0.050024520605802536,-0.002607058341565882
ufc,0.05263157894736842,0.05001058429479599,-0.002620994652572428
nba,0.05263157894736842,0.05000682920217514,-0.0026247497451932778
new-mexico-primary,0.05263157894736842,0.05000486224889755,-0.0026267166984708656
la-liga,0.05263157894736842,0.050004780292510986,-0.002626798654857432
primaries,0.05263157894736842,0.049989234656095505,-0.0026423442912729134
nba-champion,0.05263157894736842,0.049981117248535156,-0.002650461698833262
league-of-legends,0.05263157894736842,0.04997170343995094,-0.002659875507417475
best-of-2025,0.05263157894736842,0.04979059100151062,-0.002840987945857798
