category,baseline_exposure,constrained_exposure,delta_exposure
la-liga,0.0625,0.09989937394857407,0.037399373948574066
roland-garros,0.0625,0.09987305104732513,0.037373051047325134
ligue-1,0.0625,0.09985388442873955,0.03735388442873955
colombia-election,0.0625,0.09983205422759056,0.03733205422759056
serie-a,0.0625,0.05008901283144951,-0.012410987168550491
uefa-europa-league,0.0625,0.05008043721318245,-0.01241956278681755
hockey,0.0625,0.05007777363061905,-0.012422226369380951
usdptai,0.0625,0.050069499760866165,-0.012430500239133835
new-mexico-primary,0.0625,0.050057947635650635,-0.012442052364349365
primaries,0.0625,0.05005244165658951,-0.012447558343410492
natural-disasters,0.0625,0.05005147308111191,-0.012448526918888092
awards,0.0625,0.050040822476148605,-0.012459177523851395
best-of-2025,0.0625,0.05003301054239273,-0.01246698945760727
nba,0.0625,0.050024934113025665,-0.012475065886974335
nba-champion,0.0625,0.04999222606420517,-0.01250777393579483
basketball,0.0625,0.04997215420007706,-0.012527845799922943
