step,portfolio_return,cumulative_return,drawdown
0,0.0,1.0,0.0
1,0.0003518504251860901,1.000351850425186,0.0
2,0.0,1.000351850425186,0.0
3,0.0,1.000351850425186,0.0
4,0.0,1.000351850425186,0.0
5,0.0,1.000351850425186,0.0
6,0.0007804335094988353,1.0011325585305468,0.0
7,0.0,1.0011325585305468,0.0
8,0.0,1.0011325585305468,0.0
9,0.0025340109912271986,1.0036694394375387,0.0
10,0.0,1.0036694394375387,0.0
11,-0.011130076150099432,0.9924985221470713,-0.011130076150099422
12,0.0027616949545012605,0.9952395003080349,-0.008399119070745087
13,0.0010551226766485928,0.9962896000735063,-0.00735285849509193
14,0.0,0.9962896000735063,-0.00735285849509193
15,0.0,0.9962896000735063,-0.00735285849509193
16,0.0,0.9962896000735063,-0.00735285849509193
17,0.000489105956227172,0.9967768912510294,-0.006867348865750023
18,-0.001536298990249635,0.9952455439194963,-0.008393097554871498
19,0.0,0.9952455439194963,-0.008393097554871498
20,-0.0024610970649705894,0.992796148032431,-0.010833538392083786
21,0.0,0.992796148032431,-0.010833538392083786
22,0.0,0.992796148032431,-0.010833538392083786
23,-0.00048596356244920565,0.9923136852795473,-0.011314237249621995
24,0.0,0.9923136852795473,-0.011314237249621995
25,0.0,0.9923136852795473,-0.011314237249621995
26,0.0,0.9923136852795473,-0.011314237249621995
27,0.00048088325538497075,0.9927908723148875,-0.01083879482147787
28,-0.00017140956263836133,0.9926206984656726,-0.011008346511036438
29,0.0,0.9926206984656726,-0.011008346511036438
30,0.0,0.9926206984656726,-0.011008346511036438
31,0.0,0.9926206984656726,-0.011008346511036438
32,0.0,0.9926206984656726,-0.011008346511036438
33,0.0,0.9926206984656726,-0.011008346511036438
34,0.0,0.9926206984656726,-0.011008346511036438
35,0.0,0.9926206984656726,-0.011008346511036438
36,0.0,0.9926206984656726,-0.011008346511036438
37,0.0,0.9926206984656726,-0.011008346511036438
38,0.0,0.9926206984656726,-0.011008346511036438
39,-0.00017227677698807226,0.9924496929709693,-0.01117872680556764
40,0.0,0.9924496929709693,-0.01117872680556764
41,0.0,0.9924496929709693,-0.01117872680556764
42,0.0,0.9924496929709693,-0.01117872680556764
43,0.0013815220882152702,0.993820784143251,-0.00981264837535245
44,0.0,0.993820784143251,-0.00981264837535245
45,0.0,0.993820784143251,-0.00981264837535245
46,0.0,0.993820784143251,-0.00981264837535245
47,0.0,0.993820784143251,-0.00981264837535245
48,-0.0015963729411836668,0.9922342755350588,-0.01139335667018837
49,0.0,0.9922342755350588,-0.01139335667018837
50,0.0,0.9922342755350588,-0.01139335667018837
51,0.0,0.9922342755350588,-0.01139335667018837
52,0.0,0.9922342755350588,-0.01139335667018837
53,-0.0003317733589034755,0.9919050786366455,-0.011721350016880128
54,0.0,0.9919050786366455,-0.011721350016880128
55,0.0,0.9919050786366455,-0.011721350016880128
56,0.0,0.9919050786366455,-0.011721350016880128
57,0.0,0.9919050786366455,-0.011721350016880128
58,0.002489432973451304,0.9943743598459373,-0.009261096558654258
59,0.0,0.9943743598459373,-0.009261096558654258
60,0.0005122611752232994,0.9948837392241239,-0.008753579483637974
61,0.0,0.9948837392241239,-0.008753579483637974
62,0.0,0.9948837392241239,-0.008753579483637974
63,-0.0028606315746026907,0.9920377433866405,-0.011589170292378936
64,0.0,0.9920377433866405,-0.011589170292378936
65,0.00716126092842647,0.9991419845178796,-0.004510902436360209
66,-0.0005064108848173088,0.9986360081414418,-0.005015028951083411
67,0.0,0.9986360081414418,-0.005015028951083411
68,0.0,0.9986360081414418,-0.005015028951083411
69,0.0,0.9986360081414418,-0.005015028951083411
70,0.0,0.9986360081414418,-0.005015028951083411
71,0.0,0.9986360081414418,-0.005015028951083411
72,0.0,0.9986360081414418,-0.005015028951083411
73,0.00017035852211552715,0.9988061342959201,-0.004845524781888377
74,0.0,0.9988061342959201,-0.004845524781888377
75,0.0,0.9988061342959201,-0.004845524781888377
