step,portfolio_return,cumulative_return,drawdown
0,0.0,1.0,0.0
1,0.0,1.0,0.0
2,0.002274139868942176,1.002274139868942,0.0
3,0.0,1.002274139868942,0.0
4,0.0035735177142279485,1.0058557842622764,0.0
5,0.0005562142779429759,1.0064152556110346,0.0
6,-0.00021939603775216843,1.0061944520916202,-0.0002193960377522286
7,0.0,1.0061944520916202,-0.0002193960377522286
8,2.5161451810098945e-05,1.006219769404838,-0.00019424010626500898
9,0.0,1.006219769404838,-0.00019424010626500898
10,0.0,1.006219769404838,-0.00019424010626500898
11,0.0,1.006219769404838,-0.00019424010626500898
12,0.0,1.006219769404838,-0.00019424010626500898
13,-0.00010278842589621653,1.0061163416586354,-0.00029700856652625784
14,0.0,1.0061163416586354,-0.00029700856652625784
15,0.0,1.0061163416586354,-0.00029700856652625784
16,0.0,1.0061163416586354,-0.00029700856652625784
17,0.0,1.0061163416586354,-0.00029700856652625784
18,-0.0007353651830378706,1.0053764787308943,-0.001032155339805163
19,0.0,1.0053764787308943,-0.001032155339805163
20,0.0,1.0053764787308943,-0.001032155339805163
21,0.0,1.0053764787308943,-0.001032155339805163
22,0.0,1.0053764787308943,-0.001032155339805163
23,0.0,1.0053764787308943,-0.001032155339805163
24,0.0,1.0053764787308943,-0.001032155339805163
25,0.0,1.0053764787308943,-0.001032155339805163
26,0.004169285297393799,1.0095681801020127,0.0
27,0.0,1.0095681801020127,0.0
28,0.0009228845650872545,1.010499894992832,0.0
29,0.0,1.010499894992832,0.0
30,0.0,1.010499894992832,0.0
31,0.0,1.010499894992832,0.0
32,0.0,1.010499894992832,0.0
33,0.008343607808152834,1.018931109806832,0.0
34,0.00024385608170845497,1.0191795823548004,0.0
35,0.0,1.0191795823548004,0.0
36,0.0,1.0191795823548004,0.0
37,0.0,1.0191795823548004,0.0
38,-0.006246480625122786,1.0128132968401005,-0.006246480625122786
39,0.0,1.0128132968401005,-0.006246480625122786
40,0.0,1.0128132968401005,-0.006246480625122786
41,0.0,1.0128132968401005,-0.006246480625122786
42,0.0,1.0128132968401005,-0.006246480625122786
43,0.0017868958945785236,1.0146230887621988,-0.004470746541128667
44,-0.0005325648854387573,1.0140827361331686,-0.005000930463947895
45,-0.004541407132580882,1.0094773735622662,-0.009519626335250386
46,0.0,1.0094773735622662,-0.009519626335250386
47,0.0,1.0094773735622662,-0.009519626335250386
48,0.0,1.0094773735622662,-0.009519626335250386
49,0.0,1.0094773735622662,-0.009519626335250386
50,-0.0007612572116739004,1.0087089016316204,-0.010273636662723962
51,-0.00018669147767237779,1.0085205842762335,-0.010458410139986829
52,0.000806468689153272,1.009333924549819,-0.009660375831149648
53,0.0,1.009333924549819,-0.009660375831149648
54,0.0,1.009333924549819,-0.009660375831149648
55,0.0,1.009333924549819,-0.009660375831149648
56,0.0011449907515340189,1.010489602558638,-0.008526446120598608
57,0.0,1.010489602558638,-0.008526446120598608
58,0.0,1.010489602558638,-0.008526446120598608
59,0.0,1.010489602558638,-0.008526446120598608
60,-0.004794786016767222,1.0056445211422014,-0.013280349652733947
61,0.0,1.0056445211422014,-0.013280349652733947
62,-0.005985660640441851,0.9996250743137245,-0.019186518626968074
63,0.0,0.9996250743137245,-0.019186518626968074
64,-0.00043375369668861,0.9991914832424382,-0.01961195010027572
65,0.0,0.9991914832424382,-0.01961195010027572
66,0.0,0.9991914832424382,-0.01961195010027572
67,0.0,0.9991914832424382,-0.01961195010027572
68,0.0,0.9991914832424382,-0.01961195010027572
69,0.0,0.9991914832424382,-0.01961195010027572
70,-4.244122040696787e-05,0.9991490763364692,-0.01965355896558585
71,0.0,0.9991490763364692,-0.01965355896558585
72,0.00018809487889135708,0.9993370111609771,-0.019469160820487996
73,0.0,0.9993370111609771,-0.019469160820487996
74,0.0,0.9993370111609771,-0.019469160820487996
75,0.0,0.9993370111609771,-0.019469160820487996
76,0.0,0.9993370111609771,-0.019469160820487996
77,0.0,0.9993370111609771,-0.019469160820487996
78,0.0,0.9993370111609771,-0.019469160820487996
79,0.0,0.9993370111609771,-0.019469160820487996
80,-0.00036495203410622006,0.9989723010859962,-0.01982700754475042
81,0.0,0.9989723010859962,-0.01982700754475042
82,0.0,0.9989723010859962,-0.01982700754475042
83,0.0035740791686943597,1.0025427071774105,-0.016323791670699195
84,-0.0002631559967994692,1.002278882051969,-0.01658265196383013
85,-0.0014302813581057968,1.000845341251347,-0.017989215463964148
86,-0.0007877627784880397,1.000056912544486,-0.018762807008095406
87,0.0,1.000056912544486,-0.018762807008095406
88,0.0,1.000056912544486,-0.018762807008095406
89,0.0,1.000056912544486,-0.018762807008095406
90,0.0,1.000056912544486,-0.018762807008095406
91,-2.1256568214416597e-05,1.0000356547665064,-0.018783664743422634
92,0.0007812767289578921,1.0008169593517036,-0.018017063254613386
93,0.0,1.0008169593517036,-0.018017063254613386
94,0.0,1.0008169593517036,-0.018017063254613386
95,0.0,1.0008169593517036,-0.018017063254613386
96,0.0,1.0008169593517036,-0.018017063254613386
97,0.0,1.0008169593517036,-0.018017063254613386
98,0.0,1.0008169593517036,-0.018017063254613386
99,0.00013661845663531894,1.0009536894200648,-0.017882906261352804
100,0.0,1.0009536894200648,-0.017882906261352804
101,0.001516894070488035,1.0024720301363792,-0.01639313866533576
102,0.002397531131943919,1.0048754880375341,-0.014034910593692329
103,0.0,1.0048754880375341,-0.014034910593692329
104,0.0,1.0048754880375341,-0.014034910593692329
105,0.0,1.0048754880375341,-0.014034910593692329
106,0.0,1.0048754880375341,-0.014034910593692329
107,0.0,1.0048754880375341,-0.014034910593692329
108,0.007280971424014707,1.0121919577506282,-0.006856126952648922
