token_id,domain,question,market_id,market_slug,mean_weight,total_contribution,mean_step_contribution,contribution_share_of_total_return
43730668550917761725713780192382120243054780302570603837017194778854370301083,best-of-2025,Will James rank #1 among boy names on the SSA’s official list for 2025?,651486,will-james-rank-1-among-boy-names-on-the-ssas-official-list-for-2025,0.049993080139578816,0.2001547639177882,0.00012781274835107803,0.4269990137955185
11843131838379676792721059608342146205696413823676149302931627463939711085828,serie-a,Will AC Milan win the 2025–26 Serie A league?,566514,will-ac-milan-win-the-202526-serie-a-league,0.05059214612572559,0.09042235049108663,5.774096455369517e-05,0.19290200107665453
75712298340810272859765060308006832993211601931382911468417184675550881103879,colombia-election,Will Juan Manuel Galán win the 2026 Colombian presidential election?,569364,will-juan-manuel-galn-win-the-2026-colombian-presidential-election,0.04851943792104448,0.08521983393778403,5.441879561799746e-05,0.18180324232601333
106572879185916710503631021854572801471104977091252507745096331167318654083650,nba-champion,Will the Phoenix Suns win the 2026 NBA Finals?,553877,will-the-phoenix-suns-win-the-2026-nba-finals,0.05025317438587899,0.0759959121397298,4.852867952728595e-05,0.16212544183801753
19730444129256957174015889379846911816814301308831812906398054285035177752584,ligue-1,Will Rennes win the 2025–26 French Ligue 1?,566739,will-rennes-win-the-202526-french-ligue-1,0.048597248547620035,0.06550476451714835,4.182935154351746e-05,0.13974421242963092
332462812953361158016354695716232633373752944798478737086328444144960550554,taylor-swift,Taylor Swift pregnant before marriage?,582717,taylor-swift-pregnant-before-marriage,0.050328390190905965,0.06198498506886905,3.958172737475674e-05,0.13223531119853
36553834009124167357981460132800746681781045509640776189348736916365216865880,colombia-election,Will Daniel Quintero win the 2026 Colombian presidential election?,569369,will-daniel-quintero-win-the-2026-colombian-presidential-election,0.04856887214780234,0.0567108154296875,3.621380295637771e-05,0.12098369174946305
31317702573839002987249831884538721320741670016050389364356636973937868446333,new-mexico-primary,Will Duke Rodriguez win the 2026 New Mexico Governor Republican primary election?,824264,will-duke-rodriguez-win-the-2026-new-mexico-governor-republican-primary-election,0.05025681617802381,-0.05152036612278224,-3.289933979743438e-05,-0.1099106765894816
51613719567621754724891717390585755097347351696566637940067208667324364080624,ufc,Will Petr Yan fight Pedro Munhoz next?,897249,will-petr-yan-fight-pedro-munhoz-next,0.050180404210441704,-0.044805097849677,-2.8611173594940612e-05,-0.09558469766266456
57301498276970257025109591078431189727442302532145853906375186182281603517458,airdrops,MegaETH market cap (FDV) >$2B one day after launch?,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,0.05062023284479303,0.04336156791126997,2.768937925368453e-05,0.09250515137548611
7345183309756257693783741573478340128830660331823026035095352170224920670792,primaries,Will Connie Chan receive the most votes in the CA-11 primary?,700769,will-connie-chan-receive-the-most-votes-in-the-ca-11-primary,0.050461961326842227,-0.04203580077986531,-2.68427846614721e-05,-0.08967683369494953
81085168149210534701056807267483472863288984314426354863145129521956049193057,uefa-europa-league,Will Nott'm Forest win the 2025-26 UEFA Europa League?,578535,will-nottm-forest-win-the-2025-26-uefa-europa-league,0.05053210436930881,0.04070845369078334,2.59951811563112e-05,0.08684514542079408
49662274238485451283220527378586398370959042852997899886824914466317758572224,ligue-1,Will Marseille win the 2025–26 French Ligue 1?,566733,will-marseille-win-the-202526-french-ligue-1,0.04834323191817854,-0.0394727320720752,-2.520608689149119e-05,-0.08420892581659367
103950812176015306889097643332505690876545410954871160290129574415932884036868,roland-garros,Will Taylor Fritz win the 2026 Men's French Open?,1087523,will-taylor-fritz-win-the-2026-mens-french-open,0.05046141969315387,-0.039019877846553405,-2.491690794799068e-05,-0.0832428318605669
2317130722330994677503722994963086323403276367952762140016618274858179343506,la-liga,Will Villarreal win the 2025–26 La Liga?,566230,will-villarreal-win-the-202526-la-liga,0.05032990342505644,-0.03317114412784576,-2.1182084372826157e-05,-0.07076546943882336
24315108267836543154857233535536136482524552716493402526894829400485516895736,nba,Will the Phoenix Suns win the NBA Western Conference Finals?,564222,will-the-phoenix-suns-win-the-nba-western-conference-finals,0.05041431749758752,-0.03301574117043723,-2.1082848767839865e-05,-0.07043394143391608
70856964451000367399890160498024750244429237612837060181812389247926102048759,trump,Will Kash Patel leave the Trump administration before 2027?,666667,will-kash-patel-leave-the-trump-administration-before-2027,0.0504284591200829,0.020445906184814178,1.3056134217633574e-05,0.04361815630157708
44488146241641686838477630423381146915926290111161217223359635890474557300976,prediction-markets,"SCOTUS accepts sports event contract case by December 31, 2026?",1231857,scotus-accepts-sports-event-contract-case-by-december-31-2026,0.05046916484992145,0.005434825171293983,3.470514157914421e-06,0.011594353003992369
6676305416092353520750099363203230548628101142538374719045668193435729818451,south-dakota-primary,Will Larry Rhoden win the 2026 South Dakota Governor Republican primary election?,906980,will-larry-rhoden-win-the-2026-south-dakota-governor-republican-primary-election,0.05027695909219205,0.004021913065100361,2.5682714336528486e-06,0.00858012509297332
59293102456409671843831538939564589910493616612575646727452668236549896586814,fifa-world-cup,Will Oceania win the 2026 FIFA World Cup?,840932,will-oceania-win-the-2026-fifa-world-cup,0.050372679846178145,0.001822270782930513,1.1636467323949635e-06,0.003887530888344568
