category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,elon-musk,epstein,extended,fdv,felix,fifa-world-cup,foreign-policy
bernie-sanders,-2.80371884799857e-10,3.081716064635281e-10,0.0,1.366741697177164e-09,1.815098473311307e-10,-2.9821560562357566e-11,3.112017465698185e-11,0.0,-6.0449343667453445e-09,-3.852145080794223e-10,1.028137514029777e-05,3.500147567234058e-08,2.174626377445747e-09,8.90168328918186e-11,2.317407306274191e-10,1.9947434919476296e-11,5.842449737974557e-10,4.356134062197875e-09,2.284299586719505e-10,5.916329554868635e-11,2.1956554801769753e-09,3.766767327946834e-09,2.0416368928208852e-09,1.001638737780842e-09,-1.4760195121686244e-10,8.699847500083515e-07,-3.4059373228333066e-07,3.087032437190805e-09,3.6901448082755096e-11,-3.446683371315862e-10,-2.5264068387025514e-10,2.5269228308561494e-10,-3.4576326443423697e-10,2.1438883795664934e-10,-6.675028132587414e-10,-1.1938600113712168e-10,2.6144366772795167e-10,2.488258352464711e-08,8.935424441074708e-11,-9.724752440215291e-11
best-of-2025,6.591262201819093e-08,-7.244805814987656e-08,0.0,-1.4558389254046983e-07,-4.267114717389259e-08,7.0107502067934545e-09,-7.316041374013654e-09,0.0,-1.7067475498775535e-08,9.056007268734718e-08,3.500147567234058e-08,0.08599853098233938,-5.112328811061088e-07,-2.092696585409435e-08,-3.5656537553127053e-07,-4.689442163640933e-09,-1.3735014176415485e-07,-3.894232219746624e-06,-5.370159541611583e-08,2.9638725747098957e-07,-5.161766125387077e-07,0.0010401938480976214,-4.799683852429084e-07,-8.505071061708728e-07,3.469974040603135e-08,1.543627110837974e-07,-4.5877419733641956e-08,-7.25730407439767e-07,-8.675160853375068e-09,8.102807399255066e-08,5.939329442481489e-08,-5.9405424883546504e-08,8.128548043503027e-08,-5.040066856647709e-08,1.5692322594261527e-07,3.434051624154845e-07,-4.900370326788824e-07,-5.849646172143704e-06,-2.1006287922807474e-08,2.5068724577455923e-06
big-tech,1.0713384948317962e-06,-4.5011661714577526e-09,0.0,-1.9962681062842694e-08,1.131035325309984e-06,4.3557484456057395e-10,-4.5454245127691966e-10,0.0,-1.0603947891653263e-09,5.626457714322668e-09,2.174626377445747e-09,-5.112328811061088e-07,0.000805321729280589,-1.3001832371937982e-09,-3.384813900344222e-09,-2.913529909431527e-10,-8.53350424485893e-09,-6.362585931946175e-08,-3.3364566396009894e-09,-8.641413385605452e-10,-5.788310501874505e-08,-5.5017546447173466e-08,-2.982022588590757e-08,-1.4629973391317531e-08,2.155879697298529e-09,9.590487737125509e-09,-2.8503440259455724e-09,-4.508931285374939e-08,-5.389839501894959e-10,7.758408425546542e-07,3.690079410042517e-09,-3.6908330701389043e-09,5.050231353447474e-09,-3.131371497921897e-09,9.7495714055956e-09,1.7437564603396463e-09,-3.818656126122235e-09,-3.634359586364859e-07,-1.3051114826352459e-09,1.420401029543916e-09
bitcoin,1.6763101403439016e-10,-1.8425213685376959e-10,0.0,-8.171585991386959e-10,-1.0852257810039835e-10,1.7829956240891045e-11,-1.8606382157046197e-11,0.0,-4.340653030124419e-11,2.303151710672264e-10,8.90168328918186e-11,-2.092696585409435e-08,-1.3001832371937982e-09,1.1846305306111013e-05,-1.3855502557212829e-10,-1.192633400215461e-11,-3.4931311843937524e-10,-2.6044807261516185e-09,-1.3657555441177936e-10,-3.537303047887664e-11,-1.3127562875107562e-09,-2.252105368075983e-09,-1.2206704066562593e-09,-5.988678837402075e-10,8.824945045257358e-11,1.254838882965972e-07,-1.1667686940309253e-10,-1.8456999644339327e-09,-2.2062936752256578e-11,2.0607309787913246e-10,1.5105085894668254e-10,-1.510817095036067e-10,2.0672774188587342e-10,-1.2818053539848965e-10,3.9909199004477016e-10,7.137946961556024e-11,-1.5631405825657072e-10,-1.4877000634388833e-08,-5.3423839589130764e-11,5.81431377811098e-11
brazil,4.3639986288165593e-10,-4.7967023120279e-10,0.0,5.288070814842206e-07,-2.825207404213548e-10,4.641736795264497e-11,-4.843866553472649e-11,0.0,-1.1300178538408932e-10,9.477486690543831e-07,2.317407306274191e-10,-3.5656537553127053e-07,-3.384813900344222e-09,-1.3855502557212829e-10,5.846961727401065e-05,-5.7563966502343405e-09,-9.093794359465384e-10,-1.8845121326719525e-07,-3.555520651211424e-10,1.5339907841169396e-07,3.466431508127375e-06,1.0449986753001e-05,-3.1778152817184836e-09,-1.1053120334068108e-05,-1.6167608288107563e-07,1.0220176938557217e-09,-3.037491009779785e-10,-4.804977265331256e-09,-5.743723874078008e-11,5.364775258092047e-10,3.932361473334912e-10,-1.9540124761304223e-07,5.381817841555012e-10,-3.336970094360144e-10,1.0389705672064308e-09,1.4369326130224818e-07,-2.7420949636181782e-06,-3.27872580710426e-05,-1.3908020783389295e-10,8.523838272740166e-09
bundesliga,3.756378017852884e-11,-4.1288342769190534e-11,0.0,-1.831138835844556e-10,-2.4318401291384537e-11,3.995445357669965e-12,-4.16943161318356e-12,0.0,-9.726800090906058e-12,2.4005761585203317e-08,1.9947434919476296e-11,-4.689442163640933e-09,-2.913529909431527e-10,-1.192633400215461e-11,-5.7563966502343405e-09,2.0094478028520818e-08,-7.82762143993303e-11,-5.836279285186561e-10,-3.060468334715181e-11,-7.926604446145314e-12,-2.9417043675412686e-10,1.5611502597456935e-07,-2.7353527084588414e-10,-2.0566212629748716e-08,-1.261021118821938e-09,8.797172331140242e-11,-2.6145664627892688e-11,-6.753817612658739e-11,-4.943997451954922e-12,4.617811682420476e-11,3.384839788707834e-11,8.533775869963954e-09,4.632481344658423e-11,-2.872347627681274e-11,8.943096760112379e-11,1.5995146968143403e-11,-2.3952202289825627e-08,-3.7901861536808105e-07,-1.197153986199249e-11,1.3029068988697653e-11
business,-3.62690791656645e-08,-1.2093036942696611e-09,0.0,-5.363264326898749e-09,-7.12267205414488e-10,1.1702351092886416e-10,-1.2211943407402518e-10,0.0,-2.848904677310602e-10,1.5116296178369401e-09,5.842449737974557e-10,-1.3735014176415485e-07,-8.53350424485893e-09,-3.4931311843937524e-10,-9.093794359465384e-10,-7.82762143993303e-11,0.000450500911490793,-1.7094011595041943e-08,-1.096782530105362e-05,-2.3216412664763193e-10,2.6585605050230575e-06,-1.4781263262420877e-08,-8.011636974536965e-09,-3.930554926270714e-09,5.792084057851869e-10,2.5766238811390534e-09,-7.657863382988017e-10,-1.2113899049512376e-08,-1.4480586969867842e-10,1.352521402520427e-09,9.913934506593913e-10,-9.915959323950874e-10,1.3568180333727142e-09,-8.412884519970909e-10,2.619364020172151e-09,4.684855099922619e-10,-1.0259374536642878e-09,-9.764235104149109e-08,-3.5063716318510776e-10,3.8161137512848463e-10
california-midterm,8.20320321891826e-09,-9.016575666727311e-09,0.0,-3.998853129556055e-08,-5.310668596300373e-09,8.725280060552198e-10,-9.105232398808584e-10,0.0,-2.124145052395573e-09,1.1270719583408835e-08,4.356134062197875e-09,-3.894232219746624e-06,-6.362585931946175e-08,-2.6044807261516185e-09,-1.8845121326719525e-07,-5.836279285186561e-10,-1.7094011595041943e-08,0.0009675784054675975,-6.683471039233283e-09,-1.7310171340228057e-09,-7.0777234955822236e-06,-1.1020918838416421e-07,-5.973481379206768e-08,-4.0581825630283985e-08,4.318581380601746e-09,1.9211323259057006e-08,-5.709707575140674e-09,-9.032130466200672e-08,-1.079673441262977e-09,1.008440776661828e-08,7.39183557093717e-09,-7.393345275984041e-09,1.0116443472266504e-08,-6.27265179203532e-09,1.9529993994477234e-08,3.1314236386817414e-06,-4.551131633987834e-06,-7.280219605831726e-07,-2.6143528117926014e-09,2.2604799442020835e-07
celebrities,4.3016522116161106e-10,-4.728174058705796e-10,0.0,-2.0969461501347038e-09,-2.7848449810132363e-10,4.575422462152342e-11,-4.774664486585812e-11,0.0,-1.1138738147263024e-10,5.910217573382444e-10,2.284299586719505e-10,-5.370159541611583e-08,-3.3364566396009894e-09,-1.3657555441177936e-10,-3.555520651211424e-10,-3.060468334715181e-11,-1.096782530105362e-05,-6.683471039233283e-09,1.9399120691054347e-05,-9.077226888324923e-11,-3.3687208897545155e-09,-5.779225337973192e-09,-3.1324153138928325e-09,-1.5367808704112559e-09,2.26460745286286e-10,1.0074166027584854e-09,-2.994095789513547e-10,-4.736330791602956e-09,-5.6616659644886166e-11,5.288131210997164e-10,3.8761816552703507e-10,-3.876973324802458e-10,5.304930315002818e-10,1.3105532355701073e-07,1.0241272782984216e-09,1.8316995521650797e-10,-4.0112428972609495e-10,-3.8176517066229334e-08,-1.3709323363899352e-10,1.4920362957125585e-10
champions-league,1.1141267223579582e-10,-1.2245957617258774e-10,0.0,-5.431084676956507e-10,-7.212740729232043e-11,1.185033140846159e-11,-1.2366367695727937e-11,0.0,-2.8849300716831067e-11,1.530744702157523e-10,5.916329554868635e-11,2.9638725747098957e-07,-8.641413385605452e-10,-3.537303047887664e-11,1.5339907841169396e-07,-7.926604446145314e-12,-2.3216412664763193e-10,-1.7310171340228057e-09,-9.077226888324923e-11,1.0053377167921385e-05,-8.724977703464567e-10,-1.496817749741966e-09,-8.112946921434184e-10,2.2921387267200845e-07,5.86532698313411e-11,2.609206189773645e-10,-7.754699739296198e-11,-1.226708353270071e-09,-1.4663699048161978e-11,1.369624507903598e-10,1.0039299669992973e-10,2.3569437336652022e-08,1.3739754711531358e-10,-8.5192683821811e-11,2.652486792788109e-10,4.744096728431534e-11,-1.0389107909835949e-10,-9.887707266334824e-09,-3.5507109254249116e-11,-8.767205950991225e-07
claude-5,3.2540981537677497e-06,-4.544693412188526e-09,0.0,-2.015572446340734e-08,-6.301419467241665e-06,4.397869465787943e-10,-4.5893797411373475e-10,0.0,-1.0706490338430828e-09,5.680866765235636e-09,2.1956554801769753e-09,-5.161766125387077e-07,-5.788310501874505e-08,-1.3127562875107562e-09,3.466431508127375e-06,-2.9417043675412686e-10,2.6585605050230575e-06,-7.0777234955822236e-06,-3.3687208897545155e-09,-8.724977703464567e-10,0.0012939911067985734,-5.5549577902442394e-08,-3.010859385574741e-08,-1.4771448366785207e-08,2.176727515618469e-09,9.683229807192609e-09,-2.8779074630317765e-09,-4.5525336164197205e-08,-5.441960404024302e-10,-1.5584531774064867e-06,3.725763268108889e-09,6.868410020363258e-07,5.099068172060774e-09,-3.1616525308397145e-09,9.8438518488021e-09,1.7606189587088802e-09,-1.2723588171861438e-06,-1.5842665421378826e-06,-1.3177321901411385e-09,1.4341366116556818e-09
climate-science,7.093344104735192e-09,-7.796670659454264e-09,0.0,-3.457825012407695e-08,-4.592157328602549e-09,-2.860354099848824e-06,-7.87333250618316e-10,0.0,-1.8367571036476358e-09,-3.069356028426641e-06,3.766767327946834e-09,0.0010401938480976214,-5.5017546447173466e-08,-2.252105368075983e-09,1.0449986753001e-05,1.5611502597456935e-07,-1.4781263262420877e-08,-1.1020918838416421e-07,-5.779225337973192e-09,-1.496817749741966e-09,-5.5549577902442394e-08,0.0014457282476290142,-5.165294311888387e-08,1.4804487900276422e-05,1.0034839413355164e-06,1.6612111506579574e-08,-4.937208001197288e-09,-2.2080534933613046e-07,-9.335981366353241e-10,8.720029538720181e-09,6.391751108805865e-09,-1.0080844759187805e-06,2.568610112745661e-06,-5.4239882181001195e-09,1.6887667423227892e-08,1.0852076648125315e-06,2.5356708347039094e-06,2.7468807271188667e-06,-2.2606418017855445e-09,-5.618402766216629e-07
colombia-election,3.844684780568719e-09,-4.225896922651664e-09,0.0,-1.8741861388339462e-08,-2.4890090104989655e-09,4.089372231769528e-10,-4.267448640856576e-10,0.0,-9.95546244158829e-10,5.282371153315278e-09,2.0416368928208852e-09,-4.799683852429084e-07,-2.982022588590757e-08,-1.2206704066562593e-09,-3.1778152817184836e-09,-2.7353527084588414e-10,-8.011636974536965e-09,-5.973481379206768e-08,-3.1324153138928325e-09,-8.112946921434184e-10,-3.010859385574741e-08,-5.165294311888387e-08,0.0005110641715623723,-1.373527596578878e-08,2.0240366676953472e-09,9.003980539985287e-09,-2.676030963735889e-09,-4.233187160282787e-08,-5.060223350355862e-10,4.726369446992735e-09,3.4644122499012705e-09,-3.4651198198421923e-09,4.741383970789836e-09,-2.9398721737175164e-09,9.153335431457165e-09,1.637116866809164e-09,-3.5851258445805115e-09,-3.41209997738322e-07,-1.2252972647751361e-09,1.333536268388239e-09
colorado-midterm,1.8862243449438364e-09,-4.21162472149299e-06,0.0,-9.194864400565555e-09,-1.2211220576822564e-09,2.0062694081144487e-10,-2.0936347130102388e-10,0.0,-4.884206819088392e-10,-2.027013612637061e-06,1.001638737780842e-09,-8.505071061708728e-07,-1.4629973391317531e-08,-5.988678837402075e-10,-1.1053120334068108e-05,-2.0566212629748716e-08,-3.930554926270714e-09,-4.0581825630283985e-08,-1.5367808704112559e-09,2.2921387267200845e-07,-1.4771448366785207e-08,1.4804487900276422e-05,-1.373527596578878e-08,0.00012817188185723427,-8.319802547915288e-08,4.417404355685274e-09,-1.31287609770581e-09,1.4570137082458741e-06,-2.4825745201617457e-10,2.3187838855276738e-09,1.6996604662394952e-09,2.7060411576406136e-07,2.326150096785809e-09,-1.4423181044944838e-09,4.490678719751059e-09,8.031788991649692e-10,1.7634864069536815e-05,0.00029051891617451703,-6.011378467990297e-10,-7.141749253615118e-08
comex-gold-futures,-2.7795489855285116e-10,3.055149687087565e-10,0.0,1.3549595033683761e-09,1.7994511552853327e-10,-2.9564479500909644e-11,1.5247313552279105e-08,0.0,7.197389931637134e-11,-3.8189371088591147e-10,-1.4760195121686244e-10,3.469974040603135e-08,2.155879697298529e-09,8.824945045257358e-11,-1.6167608288107563e-07,-1.261021118821938e-09,5.792084057851869e-10,4.318581380601746e-09,2.26460745286286e-10,5.86532698313411e-11,2.176727515618469e-09,1.0034839413355164e-06,2.0240366676953472e-09,-8.319802547915288e-08,6.590665133736183e-05,-6.509507646016527e-10,1.9346603362874278e-10,-5.629994469422852e-07,3.658333383042404e-11,-3.4169707404925987e-10,-2.504627584381853e-10,6.129644244812294e-09,-3.427825623732486e-10,2.1254066807606845e-10,9.012093781375648e-07,-1.1835681690548664e-10,2.591898549045965e-10,3.858855407208923e-08,8.858395326686561e-11,-9.640918810033359e-11
comex-silver-futures,-1.236489702735029e-09,1.3590914022619352e-09,0.0,6.0275731144178746e-09,8.004905960173453e-10,-1.3151836740392322e-10,1.3724548571675308e-10,0.0,3.2017779083487443e-10,-1.6988642528275223e-09,8.699847500083515e-07,1.543627110837974e-07,9.590487737125509e-09,1.254838882965972e-07,1.0220176938557217e-09,8.797172331140242e-11,2.5766238811390534e-09,1.9211323259057006e-08,1.0074166027584854e-09,2.609206189773645e-10,9.683229807192609e-09,1.6612111506579574e-08,9.003980539985287e-09,4.417404355685274e-09,-6.509507646016527e-10,5.447137780733381e-05,-1.9205608091957153e-06,1.3614360167818678e-08,1.6274192614896126e-10,-1.5200484528833676e-09,-1.1141901917894351e-09,1.1144177534741576e-09,-1.5248772763438593e-09,9.454927718732321e-10,-2.9438057090864143e-09,-5.265134239910264e-10,1.1530129107690346e-09,1.0973660332466686e-07,3.940680542501144e-10,-4.288788179512907e-10
commodities,3.6749132410549883e-10,-4.039292020733291e-10,0.0,-1.7914268271386133e-09,-2.379100678426434e-10,3.9087959143173806e-11,-4.079008920332201e-11,0.0,-9.51585444204068e-11,5.049115025917195e-10,-3.4059373228333066e-07,-4.5877419733641956e-08,-2.8503440259455724e-09,-1.1667686940309253e-10,-3.037491009779785e-10,-2.6145664627892688e-11,-7.657863382988017e-10,-5.709707575140674e-09,-2.994095789513547e-10,-7.754699739296198e-11,-2.8779074630317765e-09,-4.937208001197288e-09,-2.676030963735889e-09,-1.31287609770581e-09,1.9346603362874278e-10,-1.9205608091957153e-06,1.2426917364823592e-05,-4.046260339939974e-09,-4.8367767071313096e-11,4.5176649463320737e-10,3.31143258193249e-10,-3.3121089073774737e-10,4.532016466796289e-10,-2.810054866605952e-10,8.74914732851103e-10,1.5648259335582513e-10,-3.426815770095223e-10,-3.2614302868370455e-08,-1.1711912418174085e-10,1.2746506852510257e-10
congress,5.813309247165568e-09,-6.3897164683513115e-09,0.0,-2.8338405444464663e-08,-3.7634760514412595e-09,6.183285956287523e-10,-1.8637207187440745e-09,0.0,-1.5053036900188623e-09,-4.925080986005101e-06,3.087032437190805e-09,-7.25730407439767e-07,-4.508931285374939e-08,-1.8456999644339327e-09,-4.804977265331256e-09,-6.753817612658739e-11,-1.2113899049512376e-08,-9.032130466200672e-08,-4.736330791602956e-09,-1.226708353270071e-09,-4.5525336164197205e-08,-2.2080534933613046e-07,-4.233187160282787e-08,1.4570137082458741e-06,-5.629994469422852e-07,1.3614360167818678e-08,-4.046260339939974e-09,0.00043247563533938417,-7.651249679563516e-10,7.1464499119895605e-09,5.2383227540867104e-09,-5.2393926266809506e-09,7.169152441587778e-09,-4.44519825899159e-09,-1.139114340238055e-06,2.475382811254532e-09,-5.420846288851971e-09,-5.159224613425967e-07,-1.8526959494430115e-09,2.0163574292570055e-09
connecticut-primary,6.949053297558993e-11,-7.638072981669356e-11,0.0,-3.387486910272666e-10,-4.498744958097951e-11,7.391312217775945e-12,-7.713175394711984e-12,0.0,-1.799394308164946e-11,9.547591227087218e-11,3.6901448082755096e-11,-8.675160853375068e-09,-5.389839501894959e-10,-2.2062936752256578e-11,-5.743723874078008e-11,-4.943997451954922e-12,-1.4480586969867842e-10,-1.079673441262977e-09,-5.6616659644886166e-11,-1.4663699048161978e-11,-5.441960404024302e-10,-9.335981366353241e-10,-5.060223350355862e-10,-2.4825745201617457e-10,3.658333383042404e-11,1.6274192614896126e-10,-4.8367767071313096e-11,-7.651249679563516e-10,4.244089758607467e-06,8.54264915477605e-11,6.261731908672275e-11,-6.263010801875921e-11,8.569787069080774e-11,-5.3136549780155455e-11,1.6544143250727502e-10,2.9589974239979554e-11,-6.479914998066214e-11,-6.16718039389637e-09,-2.2146564632058005e-11,2.4102924250363067e-11
crypto-prices,-5.730983093535438e-08,7.134142561498684e-10,0.0,3.1639936671326177e-09,1.4777587823837478e-07,-6.903662115393493e-11,7.204290008720453e-11,0.0,-5.256730713677291e-10,-8.917678201873204e-10,-3.446683371315862e-10,8.102807399255066e-08,7.758408425546542e-07,2.0607309787913246e-10,5.364775258092047e-10,4.617811682420476e-11,1.352521402520427e-09,1.008440776661828e-08,5.288131210997164e-10,1.369624507903598e-10,-1.5584531774064867e-06,8.720029538720181e-09,4.726369446992735e-09,2.3187838855276738e-09,-3.4169707404925987e-10,-1.5200484528833676e-09,4.5176649463320737e-10,7.1464499119895605e-09,8.54264915477605e-11,5.6850168171611515e-06,-5.848607132397374e-10,5.849801649188161e-10,-8.00438576840592e-10,4.963080639156312e-10,-1.5452624869102054e-09,-2.763774254655192e-10,6.052395348086476e-10,5.760293759711975e-08,2.068542022467672e-10,-2.251270682589311e-10
