step,103367863677987537227281870345670478293273189433945337168589532296599991222509,103950812176015306889097643332505690876545410954871160290129574415932884036868,104812555872482040859204311862207595317318459151981099582262357665296846969541,108548893345759572446077602443398325305734327289834850738242401844282632332811,115394635451048754011327777276076337527696490170069916864086987480603951060926,11843131838379676792721059608342146205696413823676149302931627463939711085828,19063193541024384703688685779087142926481547676681055667364352656903314720497,22667617953671803775562636820557023939003625390106866761389646733205014974047,2317130722330994677503722994963086323403276367952762140016618274858179343506,24315108267836543154857233535536136482524552716493402526894829400485516895736,37486578038105453175288714027461169500971706842986129918617327827942330885334,38980554868563368105197970502286544690071489173012608306074305645705239965852,49662274238485451283220527378586398370959042852997899886824914466317758572224,59261866601270864198456845856841875150453626184437295894384368539724334278520,64138644673486392896601522208663411538791971638384450188578511638214297352642,65396033350506725313266693161572493847482432654933099338943748693899562511370,7345183309756257693783741573478340128830660331823026035095352170224920670792,82402823484466457361170410951601106261368113664328436062375970009969959380598,88657857917663921842097927058013051966750383205171131721194307619909198186324,92206458231325096769152348269441704588222763710040504959674288895806154976594
10,0.06320366263389587,0.049100346863269806,0.05956743657588959,0.042871709913015366,0.046147797256708145,0.06063666567206383,0.03317718952894211,0.059651367366313934,0.05887509509921074,0.060771554708480835,0.0,0.0627848207950592,0.05875911936163902,0.06240372732281685,0.034015100449323654,0.0270217452198267,0.03707639500498772,0.06231706216931343,0.06171939894556999,0.05989980325102806
11,0.06269615888595581,0.04971546307206154,0.06193242967128754,0.042648572474718094,0.04985576122999191,0.06085611879825592,0.03648408502340317,0.05645548552274704,0.05372783914208412,0.06487028300762177,0.0,0.060279615223407745,0.06320908665657043,0.062207192182540894,0.03557340055704117,0.025734547525644302,0.03725700452923775,0.06003747507929802,0.058085791766643524,0.058373741805553436
12,0.06381138414144516,0.04820859059691429,0.06235792487859726,0.040953848510980606,0.04981523007154465,0.05998507887125015,0.04393208026885986,0.05703667551279068,0.05270333215594292,0.061503514647483826,0.0,0.059225503355264664,0.06297909468412399,0.06147872284054756,0.034368596971035004,0.02319485694169998,0.038048531860113144,0.06322173029184341,0.05756928771734238,0.05960613861680031
13,0.060971666127443314,0.04381280764937401,0.061780426651239395,0.042227257043123245,0.048988696187734604,0.06107154116034508,0.04222699627280235,0.059840861707925797,0.05369684472680092,0.05901402607560158,0.0,0.05997733026742935,0.0667080506682396,0.06414882093667984,0.03628096729516983,0.024134429171681404,0.03911752253770828,0.05846593901515007,0.05619143694639206,0.06134441867470741
14,0.06349054723978043,0.04375838115811348,0.0645533949136734,0.04405125230550766,0.04744332656264305,0.05856332182884216,0.0374014712870121,0.06106114014983177,0.055422499775886536,0.05965987592935562,0.0033537226263433695,0.06399683654308319,0.060650452971458435,0.06191422417759895,0.03651420399546623,0.03132142871618271,0.035387687385082245,0.0527094341814518,0.05898697301745415,0.05975978448987007
15,0.06259443610906601,0.045112401247024536,0.06184159219264984,0.04296599328517914,0.051268015056848526,0.06021423637866974,0.038667626678943634,0.06413566321134567,0.05895159766077995,0.06159522384405136,9.464938921155408e-05,0.057373665273189545,0.06036917492747307,0.05970648676156998,0.038805633783340454,0.031140388920903206,0.03535536676645279,0.050816766917705536,0.06114531308412552,0.057845842093229294
16,0.06498171389102936,0.04772510007023811,0.061077721416950226,0.042965348809957504,0.05611643195152283,0.06168574467301369,0.03404928743839264,0.06271978467702866,0.06064383313059807,0.058610428124666214,0.0007552157039754093,0.04849836975336075,0.06119036301970482,0.05992214381694794,0.03993503376841545,0.03311126306653023,0.036440156400203705,0.05161811038851738,0.06103922426700592,0.056914716958999634
17,0.06103246659040451,0.050645843148231506,0.06489921361207962,0.047428280115127563,0.05945621058344841,0.06435093283653259,0.029767312109470367,0.06302512437105179,0.06301526725292206,0.05789760500192642,0.0020341784693300724,0.046335816383361816,0.057888682931661606,0.061210449784994125,0.04098398983478546,0.03030254691839218,0.037916891276836395,0.051575928926467896,0.057732630521059036,0.0525006540119648
18,0.06145375221967697,0.054835181683301926,0.06227231025695801,0.050888992846012115,0.06088987737894058,0.06317739188671112,0.029233256354928017,0.06288812309503555,0.05902847275137901,0.05714070051908493,0.0010722236474975944,0.049438245594501495,0.05686403438448906,0.06399863213300705,0.044977106153964996,0.026137758046388626,0.03633106127381325,0.054141804575920105,0.05413899943232536,0.051092009991407394
19,0.06253279745578766,0.05643171817064285,0.06198548525571823,0.05216336250305176,0.0631832405924797,0.06255539506673813,0.031088875606656075,0.06203252822160721,0.05372731387615204,0.05809691175818443,0.0,0.05141562595963478,0.05617189779877663,0.06643784791231155,0.04975982382893562,0.02282521314918995,0.029900988563895226,0.05456947535276413,0.054331712424755096,0.05078981816768646
20,0.06223391741514206,0.05827360972762108,0.06313801556825638,0.05276599898934364,0.059412602335214615,0.06545382738113403,0.030319444835186005,0.06565620005130768,0.04953235387802124,0.05733514577150345,0.0,0.0480719618499279,0.05604860931634903,0.0650748610496521,0.054226357489824295,0.023555630818009377,0.027028417214751244,0.05560033768415451,0.05469522625207901,0.05157752335071564
21,0.06402471661567688,0.05901215597987175,0.06331925094127655,0.0504940003156662,0.06344722211360931,0.06075861304998398,0.03195886313915253,0.06179342418909073,0.04754908010363579,0.057718344032764435,0.0,0.04819853976368904,0.05622350424528122,0.06111346185207367,0.05333349108695984,0.03449057415127754,0.02503041736781597,0.05528755113482475,0.05419553816318512,0.052051279693841934
22,0.06289488077163696,0.0598222017288208,0.06059705838561058,0.050766050815582275,0.05720311403274536,0.06066129356622696,0.028892163187265396,0.062175530940294266,0.0467204712331295,0.058425310999155045,0.0,0.046091072261333466,0.0570824109017849,0.05708630010485649,0.05723322555422783,0.0415264330804348,0.02754252217710018,0.05744576454162598,0.05503159761428833,0.05280259624123573
23,0.06353122740983963,0.05893290042877197,0.06393001228570938,0.050651051104068756,0.0537310466170311,0.06078620254993439,0.030774826183915138,0.06193210557103157,0.047888416796922684,0.060401007533073425,0.0,0.0480826199054718,0.05771048367023468,0.05555228143930435,0.05500180646777153,0.036093343049287796,0.024385198950767517,0.05881359800696373,0.05676062032580376,0.055041294544935226
24,0.06727635860443115,0.06084220111370087,0.062203530222177505,0.04827713593840599,0.05224008858203888,0.06200302764773369,0.02982119470834732,0.06197282299399376,0.048027969896793365,0.06045228987932205,0.0,0.051320336759090424,0.05853010714054108,0.055197909474372864,0.0551844984292984,0.026134250685572624,0.023519089445471764,0.061279162764549255,0.05767209455370903,0.058045994490385056
25,0.060854606330394745,0.06060691550374031,0.06450333446264267,0.04391838610172272,0.054066888988018036,0.06162790209054947,0.03218865394592285,0.0626809373497963,0.05241360515356064,0.06319723278284073,0.0,0.050949156284332275,0.05598410218954086,0.05626440793275833,0.053098853677511215,0.02973747067153454,0.02269088104367256,0.06057172641158104,0.05365433171391487,0.0609905868768692
26,0.06116391345858574,0.05919260531663895,0.06212712451815605,0.042555827647447586,0.05479615181684494,0.05839904770255089,0.03011292591691017,0.06292352080345154,0.057627469301223755,0.058866776525974274,0.0,0.05281443893909454,0.057590607553720474,0.05460219830274582,0.05295586958527565,0.0364290252327919,0.023481953889131546,0.06024739518761635,0.05421585962176323,0.0598972924053669
27,0.06304790079593658,0.05686016008257866,0.06257326900959015,0.04070384055376053,0.05779515951871872,0.05784624069929123,0.02972557581961155,0.06197077035903931,0.05822467431426048,0.051393505185842514,0.0,0.04918956011533737,0.05825556069612503,0.05518677458167076,0.05035630986094475,0.04106427729129791,0.026732636615633965,0.05985329672694206,0.05537210404872894,0.06384842097759247
28,0.061569277197122574,0.05856984481215477,0.060111306607723236,0.0492514930665493,0.05999395623803139,0.0588865801692009,0.026377661153674126,0.05930653214454651,0.06069599464535713,0.051329050213098526,0.0,0.04998312145471573,0.06174109876155853,0.055665820837020874,0.04968788102269173,0.03908473998308182,0.02185552380979061,0.06193695217370987,0.055366151034832,0.05858703330159187
29,0.060127995908260345,0.06105401739478111,0.062078241258859634,0.054803911596536636,0.061344217509031296,0.06069113314151764,0.02476835437119007,0.06140817329287529,0.06251173466444016,0.051764268428087234,0.0,0.04866278916597366,0.059336140751838684,0.05911073461174965,0.04823779687285423,0.03230229392647743,0.021225476637482643,0.059499215334653854,0.05546357482671738,0.05560995638370514
30,0.05988403037190437,0.061162132769823074,0.05977747589349747,0.054930172860622406,0.05841081216931343,0.06052425503730774,0.02457677759230137,0.06255938112735748,0.06319892406463623,0.04850484058260918,0.0,0.0504593662917614,0.058048494160175323,0.0626901164650917,0.04860631003975868,0.030104875564575195,0.02430235967040062,0.059698913246393204,0.05689350143074989,0.05566729977726936
31,0.06009511649608612,0.06301499158143997,0.05813923478126526,0.055484842509031296,0.05955815687775612,0.06197390332818031,0.02391929179430008,0.06214762106537819,0.06714420020580292,0.04880303889513016,0.0,0.05097353830933571,0.05645475164055824,0.06107277795672417,0.0474923811852932,0.027571193873882294,0.026722054928541183,0.05968070030212402,0.052141956984996796,0.05761020630598068
32,0.05829284340143204,0.06145976856350899,0.05878482758998871,0.055364903062582016,0.061826322227716446,0.060387562960386276,0.025579996407032013,0.06324377655982971,0.06089738756418228,0.05207338556647301,0.0,0.051118481904268265,0.059649508446455,0.05946965888142586,0.0467454232275486,0.02754266932606697,0.023310206830501556,0.06426750123500824,0.05206630751490593,0.05791950225830078
33,0.05902687832713127,0.060662075877189636,0.0566231794655323,0.0538230836391449,0.06212044134736061,0.05746486037969589,0.02637174353003502,0.06287383288145065,0.0645270124077797,0.05159786716103554,0.0,0.052010104060173035,0.06064143404364586,0.0570768304169178,0.04704316332936287,0.031700003892183304,0.025620779022574425,0.06234258785843849,0.04988213628530502,0.058591991662979126
34,0.05794380605220795,0.05878734216094017,0.05698295682668686,0.05678628757596016,0.06490733474493027,0.053525201976299286,0.020140254870057106,0.06552822142839432,0.06170029193162918,0.05068710073828697,0.0,0.0535033717751503,0.06058720126748085,0.058370087295770645,0.04630642384290695,0.03301852196455002,0.031685154885053635,0.06595508754253387,0.04862632229924202,0.05495908856391907
35,0.06000185012817383,0.06074801832437515,0.058318544179201126,0.059085357934236526,0.058270491659641266,0.054286736994981766,0.013861814513802528,0.06258527934551239,0.06400779634714127,0.05111880972981453,0.0,0.05766119062900543,0.061415430158376694,0.05905764922499657,0.048867203295230865,0.03475511074066162,0.02957741543650627,0.06231885775923729,0.049197129905223846,0.0548652820289135
36,0.06122888624668121,0.058298081159591675,0.05998336896300316,0.05856860429048538,0.04645847901701927,0.056752681732177734,0.014130054973065853,0.06374716013669968,0.06316977739334106,0.05346471443772316,0.0,0.05510173738002777,0.06549287587404251,0.06024939566850662,0.045287374407052994,0.03390173986554146,0.029766174033284187,0.06432154774665833,0.05110360309481621,0.0589737743139267
37,0.06428967416286469,0.06144341081380844,0.06001070514321327,0.06055329740047455,0.046220917254686356,0.05548509210348129,0.01407099049538374,0.06683409959077835,0.06618531048297882,0.05176751688122749,0.0,0.05720120295882225,0.06096412613987923,0.05640547350049019,0.04361672326922417,0.03410687297582626,0.02856520004570484,0.061544910073280334,0.05320180952548981,0.05753263086080551
38,0.06258794665336609,0.059692081063985825,0.06045675277709961,0.058645978569984436,0.04680262878537178,0.054160282015800476,0.01642589457333088,0.061271876096725464,0.05973288044333458,0.05129525437951088,0.0,0.05664839968085289,0.06473971903324127,0.0547025091946125,0.045407939702272415,0.03625432029366493,0.029399758204817772,0.06376301497220993,0.056606266647577286,0.061406493186950684
39,0.06382985413074493,0.06148163229227066,0.05868648737668991,0.05705723166465759,0.05108699947595596,0.055702295154333115,0.01994929276406765,0.05698646232485771,0.059635456651449203,0.05187181010842323,0.0013648170279338956,0.06024656817317009,0.06299837678670883,0.05364234745502472,0.04598195105791092,0.03605828806757927,0.024053307250142097,0.05890202522277832,0.05929772928357124,0.061167046427726746
40,0.06671884655952454,0.05906710773706436,0.05912424996495247,0.0576254241168499,0.057438407093286514,0.053859151899814606,0.017314163967967033,0.05805020406842232,0.06126340851187706,0.04905769228935242,0.005353190004825592,0.05999809876084328,0.0625249370932579,0.053036246448755264,0.047858670353889465,0.0361219085752964,0.020068373531103134,0.05376578867435455,0.05864272266626358,0.06311146169900894
41,0.060883719474077225,0.05898861959576607,0.05961393937468529,0.05964288488030434,0.05654210224747658,0.05488132685422897,0.014703908003866673,0.05975900590419769,0.06405279785394669,0.049413613975048065,0.0051588271744549274,0.059256069362163544,0.06703833490610123,0.05695703625679016,0.04866236820816994,0.035566166043281555,0.016354065388441086,0.051310036331415176,0.06167931854724884,0.05953574180603027
42,0.06269153207540512,0.06071878597140312,0.05732234939932823,0.059413209557533264,0.05724744126200676,0.054519396275281906,0.015829505398869514,0.05952933058142662,0.06358254700899124,0.05168014392256737,0.0034463568590581417,0.06035050377249718,0.06117032468318939,0.056491173803806305,0.04832398518919945,0.0319870226085186,0.021392816677689552,0.054591480642557144,0.06440529972314835,0.0553068146109581
43,0.06028549745678902,0.0628412589430809,0.06010580062866211,0.05667918920516968,0.06111454591155052,0.05653180554509163,0.016364686191082,0.062410254031419754,0.06498941779136658,0.053850531578063965,0.004002311732620001,0.06171989068388939,0.059297919273376465,0.0558820478618145,0.046738702803850174,0.025962984189391136,0.020414156839251518,0.05718216672539711,0.05929093435406685,0.054335955530405045
44,0.06127118691802025,0.05982494354248047,0.06367994099855423,0.057731665670871735,0.06297567486763,0.059867728501558304,0.020962083712220192,0.060713622719049454,0.06403984129428864,0.057429954409599304,0.00401965482160449,0.061105404049158096,0.0622018538415432,0.05265292897820473,0.046033427119255066,0.00973599124699831,0.02201933041214943,0.05775202810764313,0.0627693459391594,0.05321332812309265
45,0.0589493103325367,0.05947273597121239,0.06163555011153221,0.05844419077038765,0.06090544909238815,0.06104670464992523,0.025552192702889442,0.05819972977042198,0.06052115187048912,0.060498520731925964,0.005708310753107071,0.061509598046541214,0.06264081597328186,0.0503094308078289,0.04375296086072922,0.009885472245514393,0.028019128367304802,0.0566842183470726,0.062399040907621384,0.05386548116803169
46,0.057439472526311874,0.058892592787742615,0.06504908949136734,0.05475176125764847,0.060970041900873184,0.062394920736551285,0.02999032288789749,0.05558472126722336,0.06180637702345848,0.06274332851171494,0.001193194417282939,0.05846389755606651,0.06200947239995003,0.05048398673534393,0.04172945022583008,0.014091432094573975,0.031031884253025055,0.05578765273094177,0.06255641579627991,0.05303003266453743
47,0.05626494437456131,0.060771383345127106,0.06327136605978012,0.050249770283699036,0.058093730360269547,0.06309060752391815,0.03245741128921509,0.055632464587688446,0.0633075088262558,0.06311919540166855,0.004986859858036041,0.05582623556256294,0.0630134791135788,0.052548762410879135,0.043676238507032394,0.01286736037582159,0.0257782731205225,0.05705597624182701,0.06153117120265961,0.056457385420799255
48,0.05587899312376976,0.05925731733441353,0.062098272144794464,0.04339813068509102,0.055968184024095535,0.06713472306728363,0.031848710030317307,0.054921675473451614,0.06219363212585449,0.06605550646781921,0.015554530546069145,0.056509509682655334,0.06207767128944397,0.04944468289613724,0.04678082466125488,0.023096896708011627,0.015653830021619797,0.0569506399333477,0.05940355360507965,0.055772703140974045
49,0.057425446808338165,0.06020700931549072,0.06566866487264633,0.043361928313970566,0.06040877476334572,0.06043197214603424,0.03074561059474945,0.05707850679755211,0.06315469741821289,0.061980340629816055,0.01391731109470129,0.05347045883536339,0.06351017951965332,0.04896369203925133,0.04928576946258545,0.02525043673813343,0.016003170982003212,0.05396878719329834,0.06234731152653694,0.05281988903880119
50,0.05719279870390892,0.060446832329034805,0.06203833222389221,0.04473550245165825,0.05993885546922684,0.059990622103214264,0.03623046725988388,0.059620119631290436,0.06358341872692108,0.06340146064758301,0.006563601549714804,0.05495183914899826,0.06367227435112,0.045160215348005295,0.05245088413357735,0.021595625206828117,0.014466123655438423,0.05512934550642967,0.06345536559820175,0.05537627637386322
51,0.05692685768008232,0.05894465744495392,0.0614318810403347,0.04846107214689255,0.060403645038604736,0.060228608548641205,0.03388897702097893,0.05833698809146881,0.06424732506275177,0.06205110624432564,0.009670759551227093,0.056825682520866394,0.060145460069179535,0.0465528704226017,0.0521102212369442,0.017737722024321556,0.016710303723812103,0.057348012924194336,0.06428726017475128,0.05369060859084129
52,0.0573120042681694,0.05604380741715431,0.06459839642047882,0.04307901859283447,0.060480747371912,0.06103666499257088,0.034475117921829224,0.05844896286725998,0.06246078386902809,0.06435389816761017,0.007873788475990295,0.05642634630203247,0.0627889558672905,0.046603504568338394,0.05202494561672211,0.01578303799033165,0.019677765667438507,0.0604233480989933,0.06252584606409073,0.05358308553695679
53,0.06014974042773247,0.05568677559494972,0.0635850727558136,0.03824731335043907,0.06251417100429535,0.06347692757844925,0.036462023854255676,0.06122097373008728,0.06183374300599098,0.06337234377861023,0.00041784773929975927,0.05798736959695816,0.06209474429488182,0.04656343534588814,0.05113985389471054,0.014968580566346645,0.022543901577591896,0.0617680661380291,0.06419879198074341,0.05176844447851181
54,0.060547225177288055,0.05881898105144501,0.0630611702799797,0.03856263682246208,0.060862816870212555,0.06359758973121643,0.041244179010391235,0.06139460951089859,0.0583985261619091,0.06382406502962112,0.0009016677504405379,0.05718526244163513,0.06394559890031815,0.04440070316195488,0.05081651732325554,0.01243685930967331,0.02480465918779373,0.06296815723180771,0.06129130348563194,0.05093749985098839
55,0.06163126602768898,0.05966171249747276,0.06513184309005737,0.03576944023370743,0.06229464337229729,0.06596651673316956,0.0416562482714653,0.0626470297574997,0.05816042423248291,0.06555140763521194,0.0,0.0570126511156559,0.06117568910121918,0.042085323482751846,0.05139864236116409,0.011781490407884121,0.028798982501029968,0.05840950831770897,0.06095896661281586,0.04990825802087784
56,0.05984661355614662,0.06316643208265305,0.06242009624838829,0.03507072851061821,0.061032168567180634,0.061946336179971695,0.038923878222703934,0.06000166013836861,0.0597429983317852,0.06250865012407303,0.0,0.0585230216383934,0.06402570754289627,0.0446983277797699,0.05026690289378166,0.012245655991137028,0.03390911594033241,0.05400453507900238,0.06343717873096466,0.05423002690076828
57,0.06030593812465668,0.06000085547566414,0.06090789660811424,0.03606906533241272,0.05866522714495659,0.06056467816233635,0.039007678627967834,0.05883833393454552,0.061433471739292145,0.06029662489891052,0.001000322517938912,0.058319900184869766,0.06661327183246613,0.04767417162656784,0.04946256801486015,0.01486608013510704,0.03810819610953331,0.04981476068496704,0.06195402890443802,0.05609697103500366
58,0.05892929434776306,0.06244508549571037,0.06049935147166252,0.03551412373781204,0.06127193570137024,0.06477915495634079,0.0407630018889904,0.05711247771978378,0.05997185409069061,0.058965347707271576,0.005871172063052654,0.05822110176086426,0.05872669443488121,0.04655114933848381,0.04511116445064545,0.01731272041797638,0.042276810854673386,0.047621820122003555,0.06083707511425018,0.05721861869096756
59,0.061038270592689514,0.062117598950862885,0.06153968721628189,0.035351719707250595,0.05624064430594444,0.06365964561700821,0.037906017154455185,0.05946476757526398,0.06191636621952057,0.06059804931282997,0.002995635848492384,0.05609613284468651,0.05843329802155495,0.049433812499046326,0.043622396886348724,0.018059369176626205,0.0469462089240551,0.04748236760497093,0.06024336442351341,0.05685455724596977
60,0.06045367196202278,0.061654843389987946,0.058996766805648804,0.03253309801220894,0.054122768342494965,0.06269227713346481,0.03749435022473335,0.0604366809129715,0.05988029018044472,0.06377531588077545,0.0019604649860411882,0.056090667843818665,0.05928906425833702,0.05098048970103264,0.04217207804322243,0.020125936716794968,0.04699598625302315,0.049384936690330505,0.0628603845834732,0.058099884539842606
61,0.06109660863876343,0.062158871442079544,0.0587763749063015,0.03151829540729523,0.056475017219781876,0.06338687986135483,0.03614227473735809,0.06279318034648895,0.05702657625079155,0.06289982050657272,0.0,0.05579990893602371,0.06062561646103859,0.04862171784043312,0.04141847789287567,0.023690156638622284,0.048507798463106155,0.0504743866622448,0.06265708804130554,0.055931057780981064
62,0.060517843812704086,0.06158917024731636,0.05734255537390709,0.0310991071164608,0.06048322468996048,0.06245656684041023,0.036591220647096634,0.05905821919441223,0.05467255041003227,0.06449004262685776,0.0,0.057093389332294464,0.06336192041635513,0.050351038575172424,0.03943696990609169,0.02297838218510151,0.044497933238744736,0.053712453693151474,0.06300802528858185,0.05725932493805885
63,0.062123097479343414,0.06201919913291931,0.05798119306564331,0.029205400496721268,0.06134018301963806,0.06226444989442825,0.04308168962597847,0.0569881908595562,0.055578988045454025,0.061993345618247986,0.0,0.05904163047671318,0.060246050357818604,0.048192787915468216,0.03728527948260307,0.023847833275794983,0.040853459388017654,0.05776569992303848,0.06205353885889053,0.05813803896307945
64,0.05970028415322304,0.06343425810337067,0.05502903833985329,0.032977912575006485,0.05659070238471031,0.06542856991291046,0.041093748062849045,0.05553755909204483,0.05548979714512825,0.06233856827020645,0.0,0.06158692389726639,0.0629035085439682,0.04486255347728729,0.03815452754497528,0.022980254143476486,0.041178345680236816,0.05732179805636406,0.064713254570961,0.058678410947322845
65,0.05896816775202751,0.06252025067806244,0.05735383927822113,0.03783155977725983,0.04957219958305359,0.06245207414031029,0.044360388070344925,0.058402158319950104,0.05523267760872841,0.0631275549530983,0.0,0.05946151912212372,0.062434930354356766,0.043616022914648056,0.0362379215657711,0.028974255546927452,0.03806135803461075,0.06032593920826912,0.06230663135647774,0.05876060947775841
66,0.05682894587516785,0.060073476284742355,0.0579960010945797,0.04056951403617859,0.04998983442783356,0.0615176223218441,0.042023152112960815,0.0573597252368927,0.05518056079745293,0.06114063039422035,0.0,0.055372416973114014,0.06097250059247017,0.04359540715813637,0.034494586288928986,0.04811991751194,0.03469701111316681,0.058880921453237534,0.06401841342449188,0.05716944485902786
67,0.05401795357465744,0.061427194625139236,0.056979745626449585,0.042646124958992004,0.05411585047841072,0.06302658468484879,0.04248429089784622,0.05542588606476784,0.05879403278231621,0.06245972588658333,0.0001511407463112846,0.05645793303847313,0.06262005120515823,0.04763899743556976,0.03210010379552841,0.04579789564013481,0.030429605394601822,0.06038965284824371,0.059313416481018066,0.05372389033436775
68,0.05105967074632645,0.06315203011035919,0.05541616678237915,0.04741987958550453,0.056464821100234985,0.058337174355983734,0.04213094711303711,0.05252330005168915,0.061287928372621536,0.05945737659931183,0.007189255207777023,0.055675480514764786,0.06306204944849014,0.04814142361283302,0.034777190536260605,0.04187369346618652,0.02439311146736145,0.062227796763181686,0.06315276771783829,0.052258048206567764
69,0.051755141466856,0.06324955821037292,0.05330720916390419,0.05220070108771324,0.060860879719257355,0.05470181256532669,0.038238875567913055,0.05267146974802017,0.06484505534172058,0.057088207453489304,0.009198631159961224,0.055184461176395416,0.06235436350107193,0.046370040625333786,0.039913028478622437,0.042923059314489365,0.021285036578774452,0.0610986165702343,0.05755724757909775,0.055196672677993774
70,0.05378338694572449,0.0627872422337532,0.05140037089586258,0.05639028549194336,0.06454024463891983,0.05335842818021774,0.035670045763254166,0.055147286504507065,0.06351100653409958,0.05704295262694359,0.009794198907911777,0.05658538639545441,0.06273916363716125,0.046659424901008606,0.03907618299126625,0.04021032154560089,0.019407393410801888,0.06306397169828415,0.05106304958462715,0.057769689708948135
71,0.057890813797712326,0.06168307736515999,0.051939457654953,0.053634580224752426,0.06244851276278496,0.05432192608714104,0.037674035876989365,0.05916035547852516,0.06261765956878662,0.06092002987861633,0.010101260617375374,0.05253944545984268,0.06257689744234085,0.0467146560549736,0.03819260001182556,0.03805004805326462,0.012621542438864708,0.0633140504360199,0.05252283066511154,0.06107623502612114
