label,felix::94195159380649683762164114216519545499991614727769221572315275622082093227806,claude-5::11966409881281293602137861492007400834690026843003461391578987664208256196909,colombia-election::36553834009124167357981460132800746681781045509640776189348736916365216865880,economic-policy::9556122149160720922715284597610520228366807023831966638741974320131898296289,bernie-sanders::82924591030419390649945107956366329459342453014204495918712243498287775914589,best-of-2025::63415064977569429650854303533694905713854849186055984415925532647266316927744,colorado-midterm::94387913280398317052582281843978069916338462525042652614881277797162415545237,comex-gold-futures::13516120433742364095801101793558742894298506681439248699088928599069619128824,celebrities::19492530427143824685987034788783271266048069021010222880965233900093546828095,california-midterm::46795587673242136909437201632973334679982713622973285707845177101454063819719,2026-fifa-world-cup::113379015922744700109400673843380371641970914885846970213129353605968934558386,airdrops::92206458231325096769152348269441704588222763710040504959674288895806154976594,acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,abraham-accords::70026524713009669538763377800911903794570186848119999786864842995489783143838,extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,congress::35772478648141184011258957985537045975935629101627518451751092071575033100741,business::391670908629060088409431896998377161667071768186645889213963384874929102170,epstein::57692461228141098196519006129212454078633070644580607609751365664388305515775,big-tech::101572915378052466010537773686792142702472736962773444087157973880663103257016,base::22056280440419108399189383402666130126211471357531451866320292446775191982898
felix::94195159380649683762164114216519545499991614727769221572315275622082093227806,1.0,-0.0011102214917323684,-0.00029095178620166455,0.0005952582017947913,0.0006662007731608506,-0.00018619384905935705,0.8588223198437999,-0.00036005281145804776,-0.009283284368905059,0.000460105324460043,0.0004601053244600434,-0.0004608690455356611,0.00068041651276299,-0.0007915791772130524,-0.0005937855502116663,0.00024691174812903154,0.00039427300539239557,0.00035147972637288055,-7.174388323120826e-05,-0.0011303633232289207
claude-5::11966409881281293602137861492007400834690026843003461391578987664208256196909,-0.0011102214917323684,1.0,0.09973405619650136,3.779776187516288e-05,4.230248001465771e-05,-1.1822954724765646e-05,-2.5444786315601423e-05,-2.2862667643955463e-05,3.411129023828614e-05,2.9215811624267513e-05,2.9215811624267615e-05,-2.9264306457715443e-05,-0.021408639803987762,-5.0263769832019485e-05,-3.7704251304967535e-05,1.5678425650954612e-05,2.503558477093507e-05,2.2318293072372443e-05,-4.555599916466898e-06,-7.177591773620849e-05
colombia-election::36553834009124167357981460132800746681781045509640776189348736916365216865880,-0.00029095178620166455,0.09973405619650134,1.0,0.00041591782924283593,0.0004654867057312591,-0.00013009705920160157,-0.00027998854336633793,-0.00025157550673453425,0.00037535274801289156,0.0003214840336437228,0.00032148403364372325,-0.0003220176595744023,0.00047541950386588406,-0.0005530908974754526,-0.00041488886055692886,0.00017252176952243736,0.0002754857842150236,0.00024558533485991355,-5.0128767793553825e-05,-0.0007898055973619176
economic-policy::9556122149160720922715284597610520228366807023831966638741974320131898296289,0.0005952582017947913,3.779776187516287e-05,0.00041591782924283593,0.9999999999999998,-0.0009523391591104243,0.00026616554766726273,0.0005728285054482065,0.0005146982794276919,-0.0007679341128568487,-0.0006577241207925028,-0.0006577241207925028,0.0045788250125640894,-0.0009726606688477829,0.0011315685576581947,0.0008488210376843516,-0.000352962254114508,-0.0005636163113918621,-0.0005024429879751833,0.0001025584361056101,0.001615863115297203
bernie-sanders::82924591030419390649945107956366329459342453014204495918712243498287775914589,0.0006662007731608506,4.230248001465771e-05,0.0004654867057312591,-0.0009523391591104245,1.0,0.00029788702299283137,0.0006410979169502144,0.0005760397599989651,-0.0008594561119515641,-0.0007361113487850139,-0.0007361113487850164,0.02740502684175647,-0.0010885818753203027,0.001266428325932237,0.0009499830995616689,-0.0003950281170065314,-0.0006307878182664301,-0.0005623238891107522,0.00011478129863935451,0.0018084408639601115
best-of-2025::63415064977569429650854303533694905713854849186055984415925532647266316927744,-0.00018619384905935708,-1.1822954724765646e-05,-0.00013009705920160157,0.0002661655476672628,0.00029788702299283137,1.0,-0.00017917794993622943,-0.0001609951000455178,0.0002402060280155348,0.0002057328824706483,0.0002057328824706479,-0.00020607437501580334,0.00030424349167363344,-0.000353949100725796,-0.0002655070617968363,0.00011040486375171406,0.00017629642077046886,0.0001571617049238612,-3.207977632972514e-05,-0.0005054340655585637
colorado-midterm::94387913280398317052582281843978069916338462525042652614881277797162415545237,0.8588223198437999,-2.5444786315601423e-05,-0.00027998854336633793,0.0005728285054482065,0.0006410979169502143,-0.00017917794993622943,1.0,-0.00034648579935238734,0.0005169596938210603,0.00044276827192725476,0.00044276827192725655,-0.00044350321552150704,0.0006547779987123619,-0.0007617519853732366,-0.0005714113442854419,0.0002376079611030991,0.0003794165552637979,0.00033823575340324066,-6.904052944163577e-05,-0.0010877705357210795
comex-gold-futures::13516120433742364095801101793558742894298506681439248699088928599069619128824,-0.00036005281145804776,-2.286266764395546e-05,-0.00025157550673453425,0.0005146982794276919,0.0005760397599989651,-0.0001609951000455178,-0.00034648579935238734,1.0,0.0004644989947470936,0.00039783646515255416,0.0003978364651525544,-0.0003984968271977971,0.0005883315968723711,-0.0006844499400661891,-0.000513424930763638,0.0002134956755729115,0.0003409136352735415,0.00030391183165957424,-6.203434601526906e-05,-0.0009773843616768256
celebrities::19492530427143824685987034788783271266048069021010222880965233900093546828095,-0.009283284368905059,3.411129023828615e-05,0.00037535274801289156,-0.0007679341128568487,-0.0008594561119515641,0.0002402060280155348,0.0005169596938210602,0.0004644989947470936,1.0,-0.000593575314199112,-0.000593575314199114,0.0005945605798618214,-0.0008777956347788975,0.0010212050020919146,0.0007660342660616066,-0.00031853732326860804,-0.000508645978680352,-0.00045343898000145164,9.255576009863144e-05,0.0014582655950181786
california-midterm::46795587673242136909437201632973334679982713622973285707845177101454063819719,0.00046010532446004297,2.9215811624267513e-05,0.0003214840336437228,-0.0006577241207925028,-0.0007361113487850139,0.0002057328824706483,0.0004427682719272548,0.00039783646515255416,-0.000593575314199112,0.9999999999999998,-0.0005083884087442849,0.0005092322740979748,-0.0007518188767166815,0.0008746468621521205,0.0006560969303316186,-0.00027282246924417415,-0.00043564769883394237,-0.0003883637273841196,7.927262888307708e-05,0.001248982745143491
