domain,total_contribution,contribution_share_of_total_return
tennis,0.6460753203662861,0.7284949571051899
nba-champion,0.1236966708603968,0.1394766184249403
colombia-election,0.08769366900126138,0.09888072431129545
serie-a,0.0799775761165918,0.09018029174895864
hockey,-0.06765366328062065,-0.07628422101262566
airdrops,0.047804278046446075,0.05390265559926745
roland-garros,-0.03813299881762667,-0.042997614151535406
primaries,-0.0372696011134527,-0.04202407305866354
league-of-legends,-0.03446523519987209,-0.038861955018366125
new-mexico-primary,0.03290705144806355,0.03710499422810995
middle-east,0.032584512129273824,0.03674130866421432
ligue-1,0.027681357661883045,0.03121266023762391
stanley-cup,-0.016289832128906983,-0.01836792117561606
nba,-0.016188963643680554,-0.018254184927686587
epstein,0.012732946706447817,0.014357284936185918
la-liga,0.0062459552356615225,0.007042749890066247
comex-gold-futures,-0.0005359099306657901,-0.0006042758013590152
