domain,total_contribution,contribution_share_of_total_return
grooming-gangs,0.3893084299265187,1.2163534261515785
league-of-legends,0.10879019300903893,0.33990356700781577
roland-garros,-0.08357533016216011,-0.2611223682047687
west-virginia-primary,0.08304994882908179,0.25948086924044744
economic-policy,-0.06360514489857988,-0.19872761535849093
basketball,-0.04980776800850887,-0.1556191559415958
natural-disasters,-0.04737200141432836,-0.14800885825886587
nba-champion,0.04138481878985961,0.12930253304612305
new-mexico-primary,-0.03920762470226505,-0.12250011808597831
primaries,-0.03755701311105072,-0.11734295499912191
airdrops,0.03689778244116524,0.11528325779685289
taylor-swift,0.03489223582064306,0.10901713737495676
uefa-europa-league,0.03259553363825413,0.1018413318859108
serie-a,-0.03228774617115657,-0.10087968217233716
la-liga,-0.03189123670260111,-0.0996408298549856
usdptai,0.028492856335246352,0.08902294622996766
ufc,-0.02109974287424106,-0.06592393732867445
ligue-1,-0.019142025848850608,-0.059807255468694136
2026-nfl-draft,0.017626315075904127,0.055071575863512474
south-dakota-primary,-0.012584945899615658,-0.039320345736718505
congress,-0.010616868134421637,-0.03317129283005956
best-of-2025,-0.007114641356421175,-0.022228951968381528
south-carolina-primary,0.002885909356762147,0.009016721611507605
