step,100740357893930039073645347304025265904103736920370928783519503167478569691044,108547978327958467449318042977006580876058560639743186491243488736783119648127,108548893345759572446077602443398325305734327289834850738242401844282632332811,111646250931838932302421100465311863857465734768037379595335905351441550302588,113032982619525852115420277512821190062380704297670231304441009678288132478177,115563279943088574368475763566308524191598627607680105838058505260056381768939,11876606915924142133615854761923277060697657209957870741155164849437788272266,13433573766910980267981622064090484781359464703732825845886677588040916221533,14018274637090307878372326472471535510234764986484318979992031495866993899114,15394416147421266264002744586901575755411758481406494583013250092373628427765,18791277393217683755628516529477058015186638022373024614300661393042993809537,27576533317283401577758999384642760405921738493660383550832555714312627457443,30168634295384984099987626703440157654602987915064535215384295190163901851184,32431890167345181985795456212069136470689842825539004695200064630822423107335,39133371819296059003541521092128254346605102576351704426326802558136998572706,42645635688384173938505005153732536262139883933750646945028210271328873690888,43478780997313571844864646081201368302664941062507392308569466005072068318763,46016408901619903295207375832539898750164493226855442884509133805980187874445,46551195771960533081545368009925141952498658652959429196677286705276507790996,4655209727295513535859117642120184432334179761721646415109648555849060899062,51273396751548994017117054764897754414228591289652072971120018616721173971444,5254288171817620305899304387173316577587455481755582876905938498730493405588,56940108685601594440972125972550948538859641414755179784371446688257727053902,57301498276970257025109591078431189727442302532145853906375186182281603517458,5906729942132388187374842778427213872782907171873674796265663843960406830445,63907313656443890447578607530571289622813903996374626191028175281541399992719,63931284508031754808359645663279593286333277328858705756576520335090573316938,67784084156063245454459357229936847964117127235086701895468125487885758601780,68194463917260305435439145066031544476540679280823247532132832363696000101185,68207341820749052475650610432894562714266620914604033880285153252182288802957,68370995073141964079913803663665941780115677360430806954011390499916208708512,703229116919803457142440034780425874346022451261358752931225117413237404457,75712298340810272859765060308006832993211601931382911468417184675550881103879,76641034721053425080952855862174690067662519247667787282293691334146019135577,79895259217313803731994821165811563835560123915015381398339503448680100356036,81149948856723777101519215824830787060576196646125816787577716414910058024325,82712470265251700739331694672360544122893066934757473974734613171971970115364,86511993606190995539996371064900122466738869186406355817612580895605974257272,89694314427486889897766629507723742460669068230376416068996390119126818537632,96308556109755835434254900303426519652053230974356832970824534225192181988516
0,0.005284635815769434,0.029955683276057243,0.014947187155485153,0.07555386424064636,0.07635270059108734,0.006489151157438755,0.0,0.0,0.07686899602413177,0.0017993929795920849,0.005889494903385639,0.009435140527784824,0.0,0.0006675539189018309,0.0760284885764122,0.0037604880053550005,0.07629264891147614,0.008858195506036282,0.07664324343204498,0.004128951113671064,0.0027493333909660578,0.0764441043138504,0.04517722874879837,0.0005386596894823015,0.002158123767003417,0.00422144727781415,0.07651139050722122,0.0029773935675621033,0.0,0.0,0.020895877853035927,0.0006478262948803604,0.07644512504339218,0.0,0.008856702595949173,0.05639616772532463,0.04623285308480263,0.029373932629823685,0.0011249193921685219,0.0002930791524704546
1,0.0034102608915418386,0.029837127774953842,0.014685310423374176,0.07548386603593826,0.07672329246997833,0.005777529440820217,0.0,0.0,0.07693293690681458,0.0010163021506741643,0.005758899264037609,0.009095207788050175,0.0,0.0013470009434968233,0.07783305644989014,0.002175030065700412,0.07646331936120987,0.008859110064804554,0.07648268342018127,0.006141421385109425,0.0019869375973939896,0.07679658383131027,0.04488205164670944,0.000615858705714345,0.0015006798785179853,0.003680613124743104,0.07724432647228241,0.003174132900312543,0.0,0.0,0.021705472841858864,0.0015581827610731125,0.07650548219680786,0.0,0.00989450328052044,0.05644259601831436,0.04600759223103523,0.02978796511888504,0.0,0.00019464294018689543
2,0.0007676185923628509,0.029932323843240738,0.016239183023571968,0.07562599331140518,0.07631053030490875,0.007361861411482096,0.0,2.413481706753373e-05,0.07611167430877686,0.0009037880809046328,0.005638189148157835,0.009910681284964085,0.0,0.001615448622033,0.07771144807338715,0.000928989436943084,0.07586202025413513,0.008038717322051525,0.075809046626091,0.006228961516171694,0.003502206178382039,0.0762685164809227,0.045037202537059784,0.002291919896379113,0.0019066529348492622,0.003555848030373454,0.07674266397953033,0.00422780541703105,0.0,0.0,0.021362802013754845,0.0006790446932427585,0.0769292414188385,0.0,0.010554814711213112,0.05650674179196358,0.0461086705327034,0.02899630181491375,0.0,0.00030893372604623437
3,0.001345394179224968,0.02944084070622921,0.01856905408203602,0.07505837082862854,0.07618321478366852,0.007110323756933212,0.0,0.0008163382299244404,0.07535818964242935,0.0,0.00503219710662961,0.008966580033302307,0.0,0.002775000873953104,0.07751426100730896,0.0013759474968537688,0.07578279823064804,0.007103968411684036,0.07581852376461029,0.006780290510505438,0.004072495270520449,0.07640213519334793,0.04442742094397545,0.001524254446849227,0.0021617510356009007,0.003783926134929061,0.076670803129673,0.004565045703202486,0.0,0.0,0.02173301763832569,0.0010963637614622712,0.0766175389289856,0.0,0.010973495431244373,0.05587418004870415,0.045311830937862396,0.029371444135904312,0.0,0.000382871221518144
4,0.00025720655685290694,0.02974604070186615,0.02056477777659893,0.07522928714752197,0.07581106573343277,0.0071884384378790855,0.0,0.0020682318136096,0.07459434121847153,0.0,0.00500501599162817,0.008218090049922466,0.0,0.0026456003542989492,0.07678022235631943,0.0021717697381973267,0.07549186050891876,0.005930150859057903,0.07542836666107178,0.006886421237140894,0.004097085911780596,0.07625080645084381,0.0448361299932003,0.0,0.0024057896807789803,0.004835405386984348,0.07613182812929153,0.0038986015133559704,0.0,0.0,0.021853409707546234,0.001477434765547514,0.07689197361469269,0.0,0.010781528428196907,0.05603645369410515,0.04536624625325203,0.029713204130530357,0.0,0.0014071809127926826
5,0.0,0.029776405543088913,0.022486548870801926,0.07521102577447891,0.07629736512899399,0.007011954206973314,0.0,0.0013870629481971264,0.07493101060390472,0.0,0.004314317833632231,0.008025350980460644,0.0,0.0020303213968873024,0.07678334414958954,0.0015385234728455544,0.07623615115880966,0.005174029618501663,0.07602342963218689,0.006759104784578085,0.00544505612924695,0.07700743526220322,0.044669441878795624,0.0,0.001615420333109796,0.00544323306530714,0.07628475874662399,0.0033581422176212072,0.0,0.0,0.02203911542892456,0.000493404280859977,0.07668392360210419,0.0,0.011397751048207283,0.05579701066017151,0.045208632946014404,0.02914530597627163,0.0,0.001425470458343625
6,0.0,0.030261937528848648,0.02306782267987728,0.07557463645935059,0.07621963322162628,0.0049578119069337845,0.0,0.0005255336873233318,0.07467611879110336,0.0,0.004864365793764591,0.006609648931771517,0.0,0.0021800105459988117,0.07645104825496674,3.202911466360092e-05,0.07653118669986725,0.005688624922186136,0.07602996379137039,0.008221893571317196,0.0056137870997190475,0.07682910561561584,0.045105550438165665,0.0,0.0010284553281962872,0.005787643603980541,0.07575900852680206,0.004938778933137655,0.0,0.0,0.021905874833464622,0.0009531301911920309,0.07681088149547577,0.0005182500462979078,0.011601192876696587,0.05600570887327194,0.04547981172800064,0.028598107397556305,0.0,0.0011724673677235842
7,0.0,0.029959317296743393,0.02200685627758503,0.07520778477191925,0.07666562497615814,0.005137579515576363,0.0,0.00046533808927051723,0.07503298670053482,0.0,0.00417616032063961,0.0075293839909136295,0.0,0.0017373432638123631,0.07616298645734787,0.0012930026277899742,0.07702349126338959,0.0047989883460104465,0.0764324888586998,0.008923745714128017,0.005823690909892321,0.07667943090200424,0.044620905071496964,0.0,0.0016608007717877626,0.0045542167499661446,0.07569707930088043,0.004760231822729111,0.0,0.0,0.02147858776152134,0.0016047338722273707,0.07623745501041412,0.0,0.011881454847753048,0.05564259737730026,0.045267462730407715,0.030334483832120895,0.0,0.0012037104461342096
8,0.0,0.02977553755044937,0.020709794014692307,0.0750928744673729,0.0763915479183197,0.0072529613971710205,0.0,0.0005805508699268103,0.07432310283184052,0.0,0.004945538006722927,0.008110987953841686,0.0,0.0023366280365735292,0.07546737045049667,0.0007861028425395489,0.07646036148071289,0.004964443854987621,0.07591512799263,0.010027277283370495,0.006582784466445446,0.07565050572156906,0.044235192239284515,0.0,0.0021653862204402685,0.0040952786803245544,0.07488600164651871,0.005747130140662193,0.0,0.0,0.021428870037198067,0.001746914116665721,0.07599383592605591,0.0,0.012119838036596775,0.05549735203385353,0.04516694322228432,0.031246289610862732,0.0,0.00029747909866273403
9,0.0,0.029364578425884247,0.019971366971731186,0.07488622516393661,0.07715770602226257,0.006667578127235174,0.0,0.001766081666573882,0.07464704662561417,0.0,0.005807947367429733,0.009715872816741467,0.0,0.0036914434749633074,0.07570922374725342,0.0006770977051928639,0.07666284590959549,0.0059810238890349865,0.07651333510875702,0.008917806670069695,0.0060103400610387325,0.07574804872274399,0.044134918600320816,0.0,0.0,0.003673022845759988,0.07526333630084991,0.005776057951152325,0.0,0.0,0.01961352676153183,0.001142933964729309,0.0756397470831871,0.0,0.012540163472294807,0.05509444698691368,0.045004382729530334,0.031916294246912,0.0,0.00030564822372980416
