trial_number,lr_w,lr_theta,rolling_window,mc_samples,turnover_lambda,copula_shrinkage,copula_temperature,mlp_hidden_dim,concentration_penalty_lambda,max_weight,walkforward_mean_log_wealth_per_step,walkforward_mean_turnover_per_step,selection_score
19,0.023818064584244986,0.0005941150898588056,48,1024,0.012677838420495392,0.09466614075936378,0.1,16,25.582095672596445,0.06643902711570263,3.4189264828253254e-05,0.11624482412454756,-0.005778051941399125
22,0.013338640861946792,0.000739276040079201,96,1024,0.040248959325253963,0.05175143093802035,0.1,16,42.01420840111359,0.06591266307979822,4.6042841998991896e-05,0.04913276429161856,-0.0024105953725819364
21,0.020075036268461317,0.0005784175465202262,24,1024,0.00512119447812438,0.0811015147715807,0.1,16,14.99338095878496,0.07832117840647698,4.100958935762869e-05,0.1323272345713573,-0.0065753521392102375
24,0.043471916653054096,0.0007984738904798607,96,1024,0.012226532306522132,0.0975156914908439,0.1,8,4.6229822071066415,0.08710574254393577,4.991426282895363e-05,0.1500362943759632,-0.007451900455969206
23,0.03410579868656065,0.0006118501671593162,24,1024,0.02057883837260306,0.09213254568167031,0.1,16,7.102390284258562,0.0933428031206131,4.2798856275954146e-05,0.10332245576780728,-0.005123323932114411
25,0.01046891949640861,0.0006882223770469575,96,1024,0.030047257570549848,0.058599563548341393,0.1,8,28.849825481115765,0.07465430159121753,4.9737342912083394e-05,0.04511622381666015,-0.0022060738479209242
26,0.015359122370334502,0.0008867911066491651,96,1024,0.015232004458084702,0.08668011613190174,0.1,8,10.83277444630083,0.06208968639373779,4.594974974850402e-05,0.07274091260942506,-0.003591095880722749
27,0.02924770096165247,0.0005126884904101742,96,1024,0.04583960007876158,0.06963884364813566,0.1,16,2.4684097405174334,0.0996753928437829,4.037338169134901e-05,0.07665353896045067,-0.003792303566331185
28,0.031193833418236422,0.0007293504409530024,24,1024,0.015826146630570293,0.05979696563445032,0.1,8,18.885912435480346,0.09112993642687797,4.2111935663727606e-05,0.11899825406670794,-0.00590780076767167
29,0.017609178759844957,0.0006235706065096321,48,1024,0.048103047814220194,0.09636940653435887,0.1,8,3.162571088986339,0.06867728788405657,4.0267490686714194e-05,0.05423300894514516,-0.0026713829565705445
30,0.011705248954615185,0.0009685388899807471,48,1024,0.006716008298099041,0.07395290406420828,0.1,16,8.866455635491166,0.07611266076564789,5.05224849399384e-05,0.07769860938423127,-0.0038344079842716253
31,0.047546954577754166,0.0005675700021335952,48,1024,0.026010738546028735,0.08240038817748427,0.1,8,33.671612076639526,0.08369959864765406,3.5853376922093286e-05,0.15050240473163815,-0.007489266859659814
32,0.04022597422040597,0.0008610416734638806,96,1024,0.04119290327653289,0.07521050637587906,0.1,16,24.385607501357327,0.09745344419032335,4.63645207960005e-05,0.0981854385223397,-0.004862907405320985
34,0.02029653426443101,0.0008228739749777903,96,1024,0.03155305185355246,0.08937488491646946,0.1,8,2.053659480295195,0.07243532989174127,5.159954605499204e-05,0.06502317936677071,-0.003199559422283544
33,0.013830133140957563,0.0005255021909659537,48,1024,0.022978476760908962,0.06842322619631887,0.1,16,5.469837467907647,0.06484386190772057,4.626843286419761e-05,0.05890139409645587,-0.002898801271958596
35,0.027074253874065007,0.0006718674184407202,48,1024,0.0013207992538809778,0.054462552582845096,0.1,16,13.019244501066623,0.0898667061328888,3.787116811907455e-05,0.19715870368196595,-0.009820064015979223
37,0.02110518322251567,0.0005400074216476926,48,1024,0.03851903923787177,0.08676890870556236,0.1,8,33.28350058917552,0.07540365733206272,4.271425552110494e-05,0.06524708573707975,-0.003219640031332883
36,0.026039474157139458,0.0008559429507748899,24,1024,0.019233444891870025,0.06933738188818098,0.1,16,5.024370606678701,0.08283618401736022,4.473109368505973e-05,0.0886701323002728,-0.00438877552132858
38,0.014022039977319442,0.0008269010623357514,48,1024,0.0033422555308789017,0.05850485689006746,0.1,8,11.885807417323258,0.0678146355971694,5.3057056681741634e-05,0.11740873633591219,-0.005817379760113869
39,0.039671506633550666,0.000654013617251842,48,1024,0.03561002975329757,0.09781124214641751,0.1,16,2.821422786662281,0.09042047582566738,4.5440407231001835e-05,0.09943878388809534,-0.004926498787173766
40,0.04568990496306737,0.0007172517327223468,24,1024,0.044059992069378495,0.09067009310238064,0.1,8,4.318255550780596,0.08916884757578374,4.14123655525736e-05,0.10721349913894375,-0.005319262591394614
41,0.012179799864559394,0.0006477879601787423,24,1024,0.01383692603558302,0.053023721044883135,0.1,8,17.35451779544733,0.07158060681074857,4.627724303515236e-05,0.06458014345015883,-0.0031827299294727896
42,0.017869573621058902,0.000983918625533321,24,1024,0.028701198007911446,0.07982292911037803,0.1,8,46.2414047212298,0.06414768002927303,4.1320624763723114e-05,0.06841883754956227,-0.0033796212527143904
43,0.03074232414507809,0.0005465595599812136,24,1024,0.01049594315700233,0.06405170159414411,0.1,16,8.091436246321905,0.09659673925489187,5.070841526256766e-05,0.12271849912147176,-0.006085216540811021
45,0.015151251639073545,0.0006923222281710196,24,1024,0.008061596984043717,0.09025082630105317,0.1,16,6.35122211835647,0.06505672287195921,5.139707749598225e-05,0.0896245579697177,-0.004429830820989903
44,0.02965185787454258,0.0007770257074956781,24,1024,0.027740844897925856,0.05338576720096171,0.1,16,26.337917972001637,0.09264616169035436,4.666343147171663e-05,0.08949866137718956,-0.004428269637387762
46,0.010070203170590314,0.0009109991767558928,48,1024,0.04949727389030159,0.06755319293588401,0.1,8,2.2674053786168895,0.07762377463281155,4.102116414386531e-05,0.03997136182901887,-0.0019575469273070785
47,0.045188720619586675,0.0005101918064551021,96,1024,0.017604890372604133,0.076293208822608,0.1,16,14.78562866018608,0.0800740748271346,2.4414907544029748e-05,0.1634912064554861,-0.008150145415230275
48,0.03460041646752386,0.0009197739168970226,96,1024,0.002715694392099977,0.0817254688590765,0.1,16,20.590206218064694,0.09881319057196379,4.1868216823151745e-05,0.19984268765008237,-0.009950266165680966
50,0.019296914498937664,0.0007676945100817201,96,1024,0.024709249194711447,0.09587835115380586,0.1,16,9.697919767253046,0.07379042264074087,5.120140017051584e-05,0.06874193784541754,-0.0033858954921003616
49,0.013146682989067971,0.0005881745614319228,24,1024,0.03333246167749167,0.07445024903863669,0.1,8,3.637153719302681,0.061379470601677893,4.749372174345333e-05,0.050295850735078355,-0.0024672988150104646
51,0.02329074680479981,0.0006022864594494667,96,1024,0.04253916102461517,0.06047818348743022,0.1,16,38.607952866154854,0.08639750860631466,4.320124487219033e-05,0.06602046389927947,-0.0032578219500917836
53,0.01859425287448324,0.0006188378135956822,96,1024,0.025608464423567057,0.06526516526937486,0.1,16,10.245438890901292,0.09820645585656167,4.693118893130866e-05,0.06463757329877941,-0.003184947476007662
52,0.02416851085291639,0.000746706616130288,24,1024,0.0070949648972600705,0.07839966211467982,0.1,16,2.672471952704851,0.06065850008279085,4.7029493476265784e-05,0.12800593527508225,-0.006353267270277847
54,0.012354911417178345,0.0009457057649510613,24,1024,0.017034079879522324,0.09255569451488554,0.1,16,28.73500628575306,0.08563678864389658,4.8332935572689725e-05,0.05986020117660532,-0.0029446771232575766
55,0.03682142084208089,0.0005717175538791149,24,1024,0.04696725946851075,0.051296053128317004,0.1,16,4.7666149843735335,0.07322313159704208,4.739933965265351e-05,0.08984812180752819,-0.004445006750723756
56,0.04240862842453954,0.000897184066518001,48,1024,0.03276098379865289,0.056703946786001325,0.1,8,6.9858632736774,0.0669910104572773,4.1309312539981715e-05,0.11280770108043803,-0.00559907574148192
57,0.010731408166432747,0.0005179951590103515,24,1024,0.00018501258455216885,0.09942828887142241,0.1,16,43.867942040454075,0.09438325334340333,3.8780498870281745e-05,0.12621153221200274,-0.006271796111729856
58,0.01574401832252664,0.000789458402917877,48,1024,0.041571861179545526,0.07086822837591172,0.1,8,16.437977133694226,0.08196998625993729,4.8856633212644734e-05,0.05239045674369915,-0.002570666203972313
59,0.02853265418500371,0.0006813733270445738,24,1024,0.022576200962066653,0.08546771202236414,0.1,16,3.7223686650511087,0.07939954701811075,4.5811601989829444e-05,0.0910662430572261,-0.004507500550871476
60,0.031900281076983214,0.0009589001928854616,48,1024,0.03908868110738695,0.09438185407780111,0.1,16,12.745327665200527,0.07109334841370582,5.106870565326773e-05,0.08538864222396693,-0.004218363405545079
61,0.017219229566920506,0.0005611616232895212,96,1024,0.021762338373810055,0.06181370574049652,0.1,16,2.147656529786244,0.08848434556275607,5.031472566616073e-05,0.06514837788515353,-0.0032071041685915154
62,0.011445890819405032,0.0007368997084307111,24,1024,0.03657778203487396,0.08353784019127489,0.1,8,6.025231118386732,0.09607110470533371,4.6360489897662486e-05,0.04590325273539992,-0.0022488021468723336
63,0.04862431202776107,0.0006308786885069839,48,1024,0.005475803883746267,0.07284463969990612,0.1,8,22.73922918784328,0.06350185874849558,3.706490552974694e-05,0.1566827196012936,-0.007797071074534933
65,0.014943064827683119,0.0006649839356371464,96,1024,0.04619420818053186,0.07798350984230638,0.1,16,8.372613681522946,0.08480724528431893,4.806494279300156e-05,0.050018812485141825,-0.0024528756814640898
64,0.037229986303980896,0.0008133423717733035,24,1024,0.014805346075445414,0.06563020078465343,0.1,16,36.6273092569062,0.07726053047925234,3.0530905439709395e-05,0.1482187661535389,-0.007380407402237236
66,0.021930113051957884,0.0008708752195964668,48,1024,0.01106625241227448,0.05479453164152801,0.1,16,3.13518640850533,0.09223759952932598,4.504942561688518e-05,0.09442576727048722,-0.004676238937907477
