category,baseline_exposure,constrained_exposure,delta_exposure
la-liga,0.058823529411764705,0.09937962144613266,0.040556092034367955
ligue-1,0.058823529411764705,0.09929237142205238,0.04046884201028768
hockey,0.058823529411764705,0.09925482049584389,0.04043129108407918
serie-a,0.058823529411764705,0.050275396555662155,-0.00854813285610255
airdrops,0.058823529411764705,0.0502743236720562,-0.008549205739708507
comex-silver-futures,0.058823529411764705,0.0502668134868145,-0.008556715924950206
south-dakota-primary,0.058823529411764705,0.050263166427612305,-0.0085603629841524
awards,0.058823529411764705,0.050257205963134766,-0.00856632344862994
league-of-legends,0.058823529411764705,0.050239719450473785,-0.00858380996129092
epstein,0.058823529411764705,0.05023766681551933,-0.008585862596245372
primaries,0.058823529411764705,0.05023237317800522,-0.008591156233759487
roland-garros,0.058823529411764705,0.050221700221300125,-0.00860182919046458
nba,0.058823529411764705,0.05021734908223152,-0.008606180329533183
new-mexico-primary,0.058823529411764705,0.05020923167467117,-0.008614297737093532
nba-champion,0.058823529411764705,0.05019484832882881,-0.008628681082935893
basketball,0.058823529411764705,0.04998954385519028,-0.008833985556574428
tennis,0.058823529411764705,0.04919376224279404,-0.009629767168970668
