category,baseline_exposure,constrained_exposure,delta_exposure
roland-garros,0.043478260869565216,0.0775117501616478,0.03403348929208258
economic-policy,0.043478260869565216,0.07574483379721642,0.0322665729276512
uefa-europa-league,0.043478260869565216,0.04312889277935028,-0.0003493680902149354
airdrops,0.043478260869565216,0.04292399808764458,-0.0005542627819206392
la-liga,0.043478260869565216,0.04282720759510994,-0.0006510532744552766
south-carolina-primary,0.043478260869565216,0.042297232896089554,-0.0011810279734756624
league-of-legends,0.043478260869565216,0.041751060634851456,-0.0017272002347137605
west-virginia-primary,0.043478260869565216,0.04167388007044792,-0.0018043807991172944
new-mexico-primary,0.043478260869565216,0.041488438844680786,-0.00198982202488443
serie-a,0.043478260869565216,0.04135747626423836,-0.0021207846053268586
ligue-1,0.043478260869565216,0.041333235800266266,-0.0021450250692989503
ufc,0.043478260869565216,0.04131179302930832,-0.002166467840256897
usdptai,0.043478260869565216,0.04099433124065399,-0.0024839296289112245
primaries,0.043478260869565216,0.04039257764816284,-0.0030856832214023744
nba-champion,0.043478260869565216,0.04030987620353699,-0.003168384666028229
2026-nfl-draft,0.043478260869565216,0.04010489955544472,-0.0033733613141204988
taylor-swift,0.043478260869565216,0.040061838924884796,-0.00341642194468042
congress,0.043478260869565216,0.03936012089252472,-0.004118139977040497
south-dakota-primary,0.043478260869565216,0.03921758756041527,-0.004260673309149948
natural-disasters,0.043478260869565216,0.0391349196434021,-0.004343341226163117
best-of-2025,0.043478260869565216,0.03792409598827362,-0.005554164881291596
grooming-gangs,0.043478260869565216,0.0353507325053215,-0.008127528364243713
basketball,0.043478260869565216,0.0337989404797554,-0.009679320389809815
