domain,total_contribution,contribution_share_of_total_return
nba-champion,0.17796306278148455,0.42234032899547974
colombia-election,0.15503984941790505,0.3679391666290215
serie-a,0.06961198593235829,0.1652025346225931
airdrops,0.04439578779566662,0.10535968155739185
uefa-europa-league,0.04315826679279822,0.10242280792012472
roland-garros,-0.03817851542879443,-0.09060490707869312
primaries,-0.035069087856320014,-0.08322564172204469
awards,0.03307721853204137,0.07849855547963275
hockey,-0.030480544481234727,-0.07233615213721398
ligue-1,0.025159656628966333,0.05970866927109594
middle-east,0.02381048527812507,0.05650682803910261
stanley-cup,-0.02040325111787297,-0.048420810785216456
nba,-0.014174867557755188,-0.03363966732332802
new-mexico-primary,-0.010131158730442659,-0.02404317415336004
la-liga,-0.0024052928941649017,-0.005708219314585681
