category,baseline_exposure,constrained_exposure,delta_exposure
la-liga,0.06666666666666667,0.0999201238155365,0.03325345714886983
new-mexico-primary,0.06666666666666667,0.09961076453328133,0.03294409786661466
colombia-election,0.06666666666666667,0.09941265732049942,0.032745990653832754
ligue-1,0.06666666666666667,0.0990859605371952,0.03241929387052854
nba-champion,0.06666666666666667,0.09715503081679344,0.030488364150126776
uefa-europa-league,0.06666666666666667,0.051050733774900436,-0.01561593289176623
airdrops,0.06666666666666667,0.05093597620725632,-0.01573069045941035
serie-a,0.06666666666666667,0.050883762538433075,-0.01578290412823359
rhode-island-primary,0.06666666666666667,0.05064508318901062,-0.016021583477656046
stanley-cup,0.06666666666666667,0.05062143877148628,-0.016045227895180383
awards,0.06666666666666667,0.05060397833585739,-0.016062688330809274
roland-garros,0.06666666666666667,0.05031057074666023,-0.016356095920006433
nba,0.06666666666666667,0.0500248484313488,-0.016641818235317865
hockey,0.06666666666666667,0.04988904297351837,-0.016777623693148294
middle-east,0.06666666666666667,0.04984992370009422,-0.016816742966572443
