learning_rate,lambda_penalty,rolling_window,domain_limit,max_weight,uniform_mix,evaluation_mode,sortino_ratio,max_drawdown,mean_return,volatility,concentration_penalty_lambda,covariance_penalty_lambda,covariance_shrinkage,entropy_lambda,variance_penalty,downside_penalty,regime_k,macro_integration,lambda_macro_explicit,lambda_etf_tracking,max_domain_exposure,max_domain_exposure_threshold,domain_exposure_json
0.014691704990573007,0.7887609799459545,96,0.09443766847952086,0.04750422309349949,0.06997886969177983,online,0.14791085911140517,-0.15088606251723702,0.000440057901442181,0.021810231953497707,8.618737324135502,2.859388047990598,0.05911404993269183,0.0,1.5318843539353058,2.584385113138369,0.26806452965350563,rescale,0.0,0.0,0.09940318763256073,0.12,"{""nba-champion"": 0.09940318763256073, ""republican-primary"": 0.050159867852926254, ""serie-a"": 0.050146616995334625, ""claude-5"": 0.05015750229358673, ""basketball"": 0.04981381073594093, ""economic-policy"": 0.0501561164855957, ""nba"": 0.050153665244579315, ""grooming-gangs"": 0.09939252212643623, ""ligue-1"": 0.050149042159318924, ""tennis"": 0.0501626692712307, ""airdrops"": 0.05016069486737251, ""hockey"": 0.05014900118112564, ""best-of-2025"": 0.04920031502842903, ""south-dakota-midterm"": 0.05015835165977478, ""primaries"": 0.05015163496136665, ""colombia-election"": 0.050159867852926254, ""uefa-europa-league"": 0.05016370117664337, ""west-virginia-primary"": 0.05016142502427101}"
0.023611287337015806,0.36172273130507515,96,0.11062536721410796,0.05060756112115483,0.006960757623379177,online,0.10758242079550497,-0.14676437722151003,0.0003122218494862082,0.014430074639108285,21.265159001945865,5.186494260168066,0.05581029001691505,0.0,1.2200585260585055,2.155541145268409,0.38559656471512094,rescale,0.0,0.0,0.10023000463843346,0.12,"{""nba-champion"": 0.10023000463843346, ""republican-primary"": 0.05081995576620102, ""serie-a"": 0.049330439418554306, ""claude-5"": 0.04989491030573845, ""basketball"": 0.04790870100259781, ""economic-policy"": 0.05064276233315468, ""nba"": 0.05021611228585243, ""grooming-gangs"": 0.10003656893968582, ""ligue-1"": 0.05056785047054291, ""tennis"": 0.05059536173939705, ""airdrops"": 0.05013884976506233, ""hockey"": 0.04998692870140076, ""best-of-2025"": 0.04909100756049156, ""south-dakota-midterm"": 0.049707211554050446, ""primaries"": 0.04961754381656647, ""colombia-election"": 0.05081995576620102, ""uefa-europa-league"": 0.05023251473903656, ""west-virginia-primary"": 0.05016327649354935}"
0.029895440898555257,0.7883098217354507,24,0.11968462495633962,0.06935628969048724,0.020536485180029332,online,-0.0008745307360755999,-0.38137561521248586,-2.767713210954991e-06,0.007832307407361799,3.223508769551565,1.5501403283555335,0.09847956518075127,0.0,1.0964397921535616,2.444747284543916,0.2502916068086088,rescale,0.0,0.0,0.0913904644548893,0.12,"{""nba-champion"": 0.08807192370295525, ""republican-primary"": 0.06501158326864243, ""serie-a"": 0.03925576061010361, ""claude-5"": 0.04682844132184982, ""basketball"": 0.03952329605817795, ""economic-policy"": 0.062261275947093964, ""nba"": 0.047550756484270096, ""grooming-gangs"": 0.0913904644548893, ""ligue-1"": 0.06418228149414062, ""tennis"": 0.060930103063583374, ""airdrops"": 0.05008487403392792, ""hockey"": 0.04543311893939972, ""best-of-2025"": 0.05235530808568001, ""south-dakota-midterm"": 0.0418805330991745, ""primaries"": 0.03922383114695549, ""colombia-election"": 0.06501158326864243, ""uefa-europa-league"": 0.04909537732601166, ""west-virginia-primary"": 0.05190955847501755}"
0.005000000000000002,0.25,24,0.08,0.04,0.0,online,0.12067876465058483,-0.15548866726004784,0.00036439280881032525,0.017934799128522604,2.0,0.5,0.02,0.0,1.0,2.0,0.0,rescale,0.0,0.0,0.09671127423644066,0.12,"{""nba-champion"": 0.09671127423644066, ""republican-primary"": 0.05044770985841751, ""serie-a"": 0.05040336400270462, ""claude-5"": 0.05045143887400627, ""basketball"": 0.05037536472082138, ""economic-policy"": 0.05043097585439682, ""nba"": 0.050413988530635834, ""grooming-gangs"": 0.09663024544715881, ""ligue-1"": 0.05047120898962021, ""tennis"": 0.050453558564186096, ""airdrops"": 0.05043012648820877, ""hockey"": 0.05050523579120636, ""best-of-2025"": 0.05002892017364502, ""south-dakota-midterm"": 0.05052321404218674, ""primaries"": 0.050389356911182404, ""colombia-election"": 0.05044770985841751, ""uefa-europa-league"": 0.05045562982559204, ""west-virginia-primary"": 0.05043066293001175}"
0.03246908157881057,0.765625,48,0.11249999999999999,0.043750000000000004,0.05625,online,0.14025046662626917,-0.15832792741721802,0.0004196175377224766,0.021014327060668962,8.177654339579425,8.292502770175192,0.065,0.0,1.5625,2.4375,0.65,rescale,0.0,0.0,0.10011446475982666,0.12,"{""nba-champion"": 0.10011446475982666, ""republican-primary"": 0.050086431205272675, ""serie-a"": 0.049999844282865524, ""claude-5"": 0.050044603645801544, ""basketball"": 0.049593184143304825, ""economic-policy"": 0.05008521303534508, ""nba"": 0.05004753917455673, ""grooming-gangs"": 0.10008111968636513, ""ligue-1"": 0.050051797181367874, ""tennis"": 0.050083983689546585, ""airdrops"": 0.050065748393535614, ""hockey"": 0.05001930147409439, ""best-of-2025"": 0.049454111605882645, ""south-dakota-midterm"": 0.05001483112573624, ""primaries"": 0.05003989487886429, ""colombia-election"": 0.050086431205272675, ""uefa-europa-league"": 0.05006182938814163, ""west-virginia-primary"": 0.050069697201251984}"
0.01962094879242268,0.9765625,48,0.11875,0.049375,0.034375,online,0.1381330996043529,-0.16375789924174144,0.00041381643917064745,0.02072358015523268,24.726954371635134,2.036234609539774,0.0225,0.0,1.96875,2.65625,0.47500000000000003,rescale,0.0,0.0,0.10007118061184883,0.12,"{""nba-champion"": 0.10006846114993095, ""republican-primary"": 0.05015067756175995, ""serie-a"": 0.050051309168338776, ""claude-5"": 0.050030529499053955, ""basketball"": 0.049808040261268616, ""economic-policy"": 0.05010668933391571, ""nba"": 0.04995504021644592, ""grooming-gangs"": 0.10007118061184883, ""ligue-1"": 0.05011865869164467, ""tennis"": 0.05005328357219696, ""airdrops"": 0.04995047301054001, ""hockey"": 0.04995688423514366, ""best-of-2025"": 0.04951082542538643, ""south-dakota-midterm"": 0.0500149130821228, ""primaries"": 0.05008494108915329, ""colombia-election"": 0.05015067756175995, ""uefa-europa-league"": 0.04998995363712311, ""west-virginia-primary"": 0.049927469342947006}"
0.02616495573407474,0.5078125,24,0.10375,0.041875,0.096875,online,0.14434291219835352,-0.15633416579473092,0.0004337672550152602,0.02195343150220348,36.97542108293732,0.6621274096117952,0.0725,0.0,1.34375,2.28125,0.17500000000000002,rescale,0.0,0.0,0.10002650320529938,0.12,"{""nba-champion"": 0.10002480819821358, ""republican-primary"": 0.05001241713762283, ""serie-a"": 0.05000360310077667, ""claude-5"": 0.05000577121973038, ""basketball"": 0.049993064254522324, ""economic-policy"": 0.050015032291412354, ""nba"": 0.05001034215092659, ""grooming-gangs"": 0.10002650320529938, ""ligue-1"": 0.05000791698694229, ""tennis"": 0.050012458115816116, ""airdrops"": 0.050029367208480835, ""hockey"": 0.05000075325369835, ""best-of-2025"": 0.04980989545583725, ""south-dakota-midterm"": 0.050008177757263184, ""primaries"": 0.05000399053096771, ""colombia-election"": 0.05001241713762283, ""uefa-europa-league"": 0.050013914704322815, ""west-virginia-primary"": 0.050009503960609436}"
0.012741483739896734,0.9296875,48,0.09125,0.045625,0.040625,online,0.14421123558097554,-0.15505937843956108,0.0004305757337338815,0.02153196212217447,13.522496441040662,7.551416732516023,0.037500000000000006,0.0,1.78125,2.21875,0.7250000000000001,rescale,0.0,0.0,0.09922076389193535,0.12,"{""nba-champion"": 0.09922003746032715, ""republican-primary"": 0.05017191171646118, ""serie-a"": 0.050119634717702866, ""claude-5"": 0.05014454200863838, ""basketball"": 0.04978423938155174, ""economic-policy"": 0.0501687154173851, ""nba"": 0.050158318132162094, ""grooming-gangs"": 0.09922076389193535, ""ligue-1"": 0.05014549940824509, ""tennis"": 0.050172556191682816, ""airdrops"": 0.050167351961135864, ""hockey"": 0.05014148727059364, ""best-of-2025"": 0.049565598368644714, ""south-dakota-midterm"": 0.05013765022158623, ""primaries"": 0.050156887620687485, ""colombia-election"": 0.05017191171646118, ""uefa-europa-league"": 0.05018239840865135, ""west-virginia-primary"": 0.0501704066991806}"
0.017613473257365515,0.82421875,48,0.088125,0.0428125,0.0171875,online,0.1448532337687462,-0.1554934649105988,0.0004344619966551016,0.02181969036734396,15.724806635261096,1.7694652323956017,0.04375,0.0,1.484375,2.546875,0.7125,rescale,0.0,0.0,0.09912559390068054,0.12,"{""nba-champion"": 0.09912559390068054, ""republican-primary"": 0.050152674317359924, ""serie-a"": 0.050125379115343094, ""claude-5"": 0.050134554505348206, ""basketball"": 0.0500815249979496, ""economic-policy"": 0.05014611780643463, ""nba"": 0.05013897269964218, ""grooming-gangs"": 0.09911701828241348, ""ligue-1"": 0.050145454704761505, ""tennis"": 0.050160039216279984, ""airdrops"": 0.05013898387551308, ""hockey"": 0.050128281116485596, ""best-of-2025"": 0.04969200864434242, ""south-dakota-midterm"": 0.05015404894948006, ""primaries"": 0.05013109743595123, ""colombia-election"": 0.050152674317359924, ""uefa-europa-league"": 0.05013754591345787, ""west-virginia-primary"": 0.050138041377067566}"
0.011437866001591983,0.58984375,24,0.115625,0.0465625,0.0734375,online,0.1468011700222924,-0.15558155903676563,0.0004398099492611134,0.02213959057573338,28.754052764458567,3.103024166788022,0.08875000000000001,0.0,1.921875,2.984375,0.1625,rescale,0.0,0.0,0.10004372149705887,0.12,"{""nba-champion"": 0.10004372149705887, ""republican-primary"": 0.050022296607494354, ""serie-a"": 0.050004225224256516, ""claude-5"": 0.05001983046531677, ""basketball"": 0.049911148846149445, ""economic-policy"": 0.05002094805240631, ""nba"": 0.05002600699663162, ""grooming-gangs"": 0.10003886744379997, ""ligue-1"": 0.050014615058898926, ""tennis"": 0.050022371113300323, ""airdrops"": 0.05001953989267349, ""hockey"": 0.05001628398895264, ""best-of-2025"": 0.04973377659916878, ""south-dakota-midterm"": 0.05001457408070564, ""primaries"": 0.05002082511782646, ""colombia-election"": 0.050022296607494354, ""uefa-europa-league"": 0.05002392828464508, ""west-virginia-primary"": 0.05002472922205925}"
