learning_rate,lambda_penalty,rolling_window,domain_limit,max_weight,uniform_mix,evaluation_mode,sortino_ratio,max_drawdown,mean_return,volatility,concentration_penalty_lambda,covariance_penalty_lambda,covariance_shrinkage,entropy_lambda,variance_penalty,downside_penalty,regime_k,macro_integration,lambda_macro_explicit,lambda_etf_tracking,max_domain_exposure,max_domain_exposure_threshold,domain_exposure_json
0.018823034854328454,0.37995969075151176,24,0.14713562109971307,0.046046234464480675,0.08364773223180726,online,0.09894460150983991,-0.1719649470259904,0.00025800483310899763,0.01309622645714433,0.5566574880881967,8.10242289916418,0.04417266778119079,0.0,1.191292367474184,2.264807445289699,0.5522021278033543,both,1.0060322175184648,0.0,0.10285218805074692,0.12,"{""roland-garros"": 0.05155149847269058, ""nba-champion"": 0.10020702704787254, ""hockey"": 0.04978783056139946, ""serie-a"": 0.048088233917951584, ""ligue-1"": 0.10112955048680305, ""la-liga"": 0.09918902441859245, ""nba"": 0.049091823399066925, ""new-mexico-primary"": 0.10172533988952637, ""colombia-election"": 0.10285218805074692, ""middle-east"": 0.047937799245119095, ""airdrops"": 0.05105523392558098, ""awards"": 0.04786793142557144, ""rhode-island-primary"": 0.04971930384635925, ""uefa-europa-league"": 0.05080348625779152, ""stanley-cup"": 0.048993706703186035}"
0.013719161753988568,0.9240402909314505,24,0.14585341004535413,0.05492864146388377,0.05526615644643356,online,0.07387851990525961,-0.2610468613559104,0.00022314574742267728,0.012740816468820429,0.5008971132256668,1.753815572895151,0.09768222494245393,0.0,1.118296135323277,2.5172148794514113,0.4353171209669941,both,1.6994389448640708,0.0,0.10561352223157883,0.12,"{""roland-garros"": 0.0527346134185791, ""nba-champion"": 0.10029879212379456, ""hockey"": 0.053313229233026505, ""serie-a"": 0.04595382139086723, ""ligue-1"": 0.10258001834154129, ""la-liga"": 0.09673537686467171, ""nba"": 0.050498463213443756, ""new-mexico-primary"": 0.10048576071858406, ""colombia-election"": 0.10561352223157883, ""middle-east"": 0.047827158123254776, ""airdrops"": 0.050854552537202835, ""awards"": 0.04206988215446472, ""rhode-island-primary"": 0.053437501192092896, ""uefa-europa-league"": 0.05434233322739601, ""stanley-cup"": 0.0432550385594368}"
0.009861906465285028,0.9998243152031252,24,0.1395909481102682,0.04885460603854564,0.06453201798047208,online,0.10427319606355752,-0.20221522865805752,0.0002696268383896976,0.013394481094604838,1.1449500910882386,3.421644132685092,0.05988105608252939,0.0,1.5280493061230658,2.409690790037385,0.28127265361483184,both,2.4443888881571088,0.0,0.10055621340870857,0.12,"{""roland-garros"": 0.049708422273397446, ""nba-champion"": 0.09876866638660431, ""hockey"": 0.052369363605976105, ""serie-a"": 0.04982176795601845, ""ligue-1"": 0.09860390424728394, ""la-liga"": 0.09899893403053284, ""nba"": 0.0520668663084507, ""new-mexico-primary"": 0.10055621340870857, ""colombia-election"": 0.09974672645330429, ""middle-east"": 0.048376210033893585, ""airdrops"": 0.05172400921583176, ""awards"": 0.04833162948489189, ""rhode-island-primary"": 0.05095224827528, ""uefa-europa-league"": 0.05043735355138779, ""stanley-cup"": 0.04953764006495476}"
0.042581524727803716,0.8097586946911013,24,0.12012237007357213,0.07705244066677544,0.024444180416666142,online,0.03623605916351343,-0.4185940002255416,0.00011153304611790742,0.014290290655693734,1.9399720022742248,1.810587840829131,0.038152467978838395,0.0,1.7133826056641075,2.4181325776766283,0.6535195805784175,both,3.4590077553911938,0.0,0.110846146941185,0.12,"{""roland-garros"": 0.0645437017083168, ""nba-champion"": 0.09988835081458092, ""hockey"": 0.050194401293992996, ""serie-a"": 0.04315406084060669, ""ligue-1"": 0.10359898209571838, ""la-liga"": 0.091876320540905, ""nba"": 0.05511334165930748, ""new-mexico-primary"": 0.08640840649604797, ""colombia-election"": 0.110846146941185, ""middle-east"": 0.0517156757414341, ""airdrops"": 0.055048514157533646, ""awards"": 0.039999376982450485, ""rhode-island-primary"": 0.05096745118498802, ""uefa-europa-league"": 0.05556993931531906, ""stanley-cup"": 0.041075292974710464}"
0.005000000000000002,0.25,24,0.08,0.04,0.0,online,0.08192739609828698,-0.1708967315779072,0.0002300028355369644,0.013237240341761805,0.5,0.5,0.02,0.0,1.0,2.0,0.0,both,0.0,0.0,0.0937119908630848,0.12,"{""roland-garros"": 0.05371784791350365, ""nba-champion"": 0.09333530813455582, ""hockey"": 0.05346343293786049, ""serie-a"": 0.05228077620267868, ""ligue-1"": 0.09299718961119652, ""la-liga"": 0.09251921996474266, ""nba"": 0.0533658042550087, ""new-mexico-primary"": 0.0937119908630848, ""colombia-election"": 0.09370832145214081, ""middle-east"": 0.0529087595641613, ""airdrops"": 0.05368601530790329, ""awards"": 0.05359611660242081, ""rhode-island-primary"": 0.053144149482250214, ""uefa-europa-league"": 0.05373849347233772, ""stanley-cup"": 0.05382657051086426}"
0.015811388300841896,0.625,24,0.12,0.06,0.05,online,0.06539377099523688,-0.2767115134901321,0.00017905824033832845,0.012928078609748834,1.0,2.2360679774997902,0.06,0.0,1.5,2.5,0.4,both,2.5,0.0,0.11304811388254166,0.12,"{""roland-garros"": 0.05567227676510811, ""nba-champion"": 0.10352696478366852, ""hockey"": 0.050211187452077866, ""serie-a"": 0.043752800673246384, ""ligue-1"": 0.10852476954460144, ""la-liga"": 0.09972355514764786, ""nba"": 0.051066938787698746, ""new-mexico-primary"": 0.09645062685012817, ""colombia-election"": 0.11304811388254166, ""middle-east"": 0.045346375554800034, ""airdrops"": 0.05271465703845024, ""awards"": 0.038019292056560516, ""rhode-island-primary"": 0.048978541046381, ""uefa-europa-league"": 0.051227275282144547, ""stanley-cup"": 0.04173663258552551}"
0.00666760716081662,0.71875,24,0.11,0.045,0.0625,online,0.08566898893193244,-0.1751428101886897,0.0002270765391344943,0.012509121452207238,0.5946035575013605,1.5376456101806881,0.07,0.0,1.625,2.875,0.5,both,0.625,0.0,0.10174945741891861,0.12,"{""roland-garros"": 0.050808973610401154, ""nba-champion"": 0.09967274963855743, ""hockey"": 0.05001204088330269, ""serie-a"": 0.0485256128013134, ""ligue-1"": 0.10057233646512032, ""la-liga"": 0.09917103126645088, ""nba"": 0.049585018306970596, ""new-mexico-primary"": 0.10153136402368546, ""colombia-election"": 0.10174945741891861, ""middle-east"": 0.048590462654829025, ""airdrops"": 0.05078357085585594, ""awards"": 0.0487435981631279, ""rhode-island-primary"": 0.049561966210603714, ""uefa-europa-league"": 0.050675101578235626, ""stanley-cup"": 0.05001674219965935}"
0.007699632630297462,0.484375,24,0.155,0.0575,0.09375,online,0.05985174718825464,-0.2796512498919034,0.0001582549780400377,0.012867834800397455,1.0905077326652577,1.2750930481971074,0.05500000000000001,0.0,1.9375,2.3125,0.55,both,0.3125,0.0,0.11455557495355606,0.12,"{""roland-garros"": 0.05544327571988106, ""nba-champion"": 0.10745102167129517, ""hockey"": 0.04531565308570862, ""serie-a"": 0.04090600833296776, ""ligue-1"": 0.11003108322620392, ""la-liga"": 0.10380900278687477, ""nba"": 0.04995133727788925, ""new-mexico-primary"": 0.10116417333483696, ""colombia-election"": 0.11455557495355606, ""middle-east"": 0.04521840438246727, ""airdrops"": 0.05053594708442688, ""awards"": 0.037029165774583817, ""rhode-island-primary"": 0.04712656885385513, ""uefa-europa-league"": 0.051982294768095016, ""stanley-cup"": 0.0394805371761322}"
0.013692098171321816,0.671875,24,0.095,0.0675,0.06875,online,0.04559873455149136,-0.3709599423179758,0.00013730023617183017,0.01454614507709993,1.5422108254079407,0.6029542755153483,0.075,0.0,1.6875,2.0625,0.75,both,1.5625,0.0,0.09421676397323608,0.12,"{""roland-garros"": 0.06432373076677322, ""nba-champion"": 0.09045902639627457, ""hockey"": 0.053674016147851944, ""serie-a"": 0.04987051337957382, ""ligue-1"": 0.09169619530439377, ""la-liga"": 0.08840801194310188, ""nba"": 0.058990221470594406, ""new-mexico-primary"": 0.08683492243289948, ""colombia-election"": 0.09421676397323608, ""middle-east"": 0.053321924060583115, ""airdrops"": 0.060041483491659164, ""awards"": 0.04356149956583977, ""rhode-island-primary"": 0.05622870847582817, ""uefa-europa-league"": 0.061325494199991226, ""stanley-cup"": 0.04704749211668968}"
0.010267625132285732,0.390625,24,0.10500000000000001,0.0625,0.00625,online,0.05222923128771383,-0.31132531169379773,0.00014557933402510682,0.013156438803642036,1.8340080864093424,1.8542599897717045,0.025,0.0,1.0625,2.9375,0.25,both,2.1875,0.0,0.10501378774642944,0.12,"{""roland-garros"": 0.05940590426325798, ""nba-champion"": 0.09903980791568756, ""hockey"": 0.049344636499881744, ""serie-a"": 0.0453224740922451, ""ligue-1"": 0.10157749429345131, ""la-liga"": 0.09671976044774055, ""nba"": 0.054150115698575974, ""new-mexico-primary"": 0.09425896406173706, ""colombia-election"": 0.10501378774642944, ""middle-east"": 0.049011729657649994, ""airdrops"": 0.05525780841708183, ""awards"": 0.03962820768356323, ""rhode-island-primary"": 0.051770079880952835, ""uefa-europa-league"": 0.05701083317399025, ""stanley-cup"": 0.042488355189561844}"
