event_id,event_slug,event_title,market_id,market_slug,question,yes_token_id,domain,market_liquidity,tag_labels,tag_slugs,event_start,event_end
27830,2026-nba-champion,2026 NBA Champion,553879,will-the-portland-trail-blazers-win-the-2026-nba-finals,Will the Portland Trail Blazers win the 2026 NBA Finals?,82402823484466457361170410951601106261368113664328436062375970009969959380598,nba-champion,1429348.37125,Sports|NBA|NBA Finals|Basketball|NBA Champion,sports|nba|nba-finals|basketball|nba-champion,2025-06-23T16:04:37.82012Z,2026-07-01T00:00:00Z
33659,serie-a-league-winner,Serie A League Winner ,566514,will-ac-milan-win-the-202526-serie-a-league,Will AC Milan win the 2025–26 Serie A league?,11843131838379676792721059608342146205696413823676149302931627463939711085828,serie-a,37253.97376,Sports|Soccer|Serie A,sports|soccer|serie-a,2025-07-28T16:59:51.350736Z,2026-05-28T00:00:00Z
33509,la-liga-winner-114,LA LIGA Winner ,566227,will-real-madrid-win-the-202526-la-liga,Will Real Madrid win the 2025–26 La Liga?,88657857917663921842097927058013051966750383205171131721194307619909198186324,la-liga,51431.62415,Sports|Soccer|La Liga,sports|soccer|la-liga,2025-07-28T16:48:06.359296Z,2026-05-30T00:00:00Z
33699,french-ligue-1-winner,French Ligue 1 Winner ,566735,will-lyon-win-the-202526-french-ligue-1,Will Lyon win the 2025–26 French Ligue 1?,22667617953671803775562636820557023939003625390106866761389646733205014974047,ligue-1,47775.50369,Sports|Soccer|Ligue 1,sports|soccer|ligue-1,2025-07-28T16:59:51.467008Z,2026-05-30T00:00:00Z
32756,nba-western-conference-champion-933,NBA Western Conference Champion ,564222,will-the-phoenix-suns-win-the-nba-western-conference-finals,Will the Phoenix Suns win the NBA Western Conference Finals?,24315108267836543154857233535536136482524552716493402526894829400485516895736,nba,157640.90984,Sports|NBA|Hide From New,sports|nba|hide-from-new,2025-07-17T12:25:28.645689Z,2026-06-16T00:00:00Z
33509,la-liga-winner-114,LA LIGA Winner ,566230,will-villarreal-win-the-202526-la-liga,Will Villarreal win the 2025–26 La Liga?,2317130722330994677503722994963086323403276367952762140016618274858179343506,la-liga,502327.57825,Sports|Soccer|La Liga,sports|soccer|la-liga,2025-07-28T16:48:06.359296Z,2026-05-30T00:00:00Z
116322,nfl-draft-2026-2nd-overall-pick-792,2026 Pro Football Draft: 2nd Overall Pick ,991897,will-dante-moore-be-the-second-pick-in-the-2026-nfl-draft,Will Dante Moore be the second pick in the 2026 NFL draft?,103367863677987537227281870345670478293273189433945337168589532296599991222509,2026-nfl-draft-top-10,85098.40086,"NCAA Football|NFL|CFB|Sports|NFL Draft|2026 Pro Football Draft|rewards 200, 4.5, 20|Pro Football Draft Top 10",ncaa-football|nfl|cfb|sports|nfl-draft|2026-nfl-draft|rewards-200-4pt5-20|2026-NFL-Draft-Top-10,2025-12-22T19:01:55.810907Z,2026-04-23T00:00:00Z
33699,french-ligue-1-winner,French Ligue 1 Winner ,566733,will-marseille-win-the-202526-french-ligue-1,Will Marseille win the 2025–26 French Ligue 1?,49662274238485451283220527378586398370959042852997899886824914466317758572224,ligue-1,52411.99288,Sports|Soccer|Ligue 1,sports|soccer|ligue-1,2025-07-28T16:59:51.467008Z,2026-05-30T00:00:00Z
89386,who-will-place-first-in-the-primary-for-nancy-pelosis-congressional-seat-ca-11,Who will place first in the primary for Nancy Pelosi’s congressional seat (CA-11)?,700769,will-connie-chan-receive-the-most-votes-in-the-ca-11-primary,Will Connie Chan receive the most votes in the CA-11 primary?,7345183309756257693783741573478340128830660331823026035095352170224920670792,primaries,30649.69113,Elections|Trump|Politics|Primaries,elections|trump|politics|primaries,2025-11-24T20:37:21.005356Z,2026-06-02T00:00:00Z
139020,2026-mens-french-open-winner,2026 Men's French Open Winner,1087523,will-taylor-fritz-win-the-2026-mens-french-open,Will Taylor Fritz win the 2026 Men's French Open?,103950812176015306889097643332505690876545410954871160290129574415932884036868,roland-garros,64793.3218,Sports|ATP|Tennis|Roland Garros,sports|atp|tennis|roland-garros,2026-01-02T20:34:01.489931Z,2026-06-07T00:00:00Z
