event_id,event_slug,event_title,market_id,market_slug,question,yes_token_id,domain,market_liquidity,tag_labels,tag_slugs,event_start,event_end
34584,colombia-presidential-election,Colombia Presidential Election,569369,will-daniel-quintero-win-the-2026-colombian-presidential-election,Will Daniel Quintero win the 2026 Colombian presidential election?,36553834009124167357981460132800746681781045509640776189348736916365216865880,colombia-election,116645.5548,Politics|Global Elections|Elections|World|World Elections|Colombia Election|Colombia,politics|global-elections|elections|world|world-elections|colombia-election|colombia,2025-07-29T17:32:52.057619Z,2026-06-21T14:00:00Z
57640,colorado-senate-election-winner,Colorado Senate Election Winner,630667,will-the-republicans-win-the-colorado-senate-race-in-2026,Will the Republicans win the Colorado Senate race in 2026?,94387913280398317052582281843978069916338462525042652614881277797162415545237,colorado-midterm,34636.778,Elections|Midterms|US Election|Politics|Senate midterms|Colorado Midterm,elections|midterms|us-presidential-election|politics|senate-midterms|colorado-midterm,2025-10-13T22:42:36.765917Z,2026-11-03T00:00:00Z
125865,gc-hit-jun-2026,What will Gold (GC) hit__ by end of June?,1032269,gc-hit-6500-high-jun-2026-737-471-976,"Will Gold (GC) hit (HIGH) $6,500 by end of June?",2505045451674943447519228800725933725750838307553383437231238252001926532847,comex-gold-futures,112663.68152,COMEX Gold Futures|Commodities|Hide From New|Finance|Gold,comex-gold-futures|commodities|hide-from-new|finance|gold,2025-12-26T23:34:31.882421Z,2026-06-30T17:30:00Z
125871,si-hit-jun-2026,Will Silver (SI) hit__ by end of June?,1294089,will-silver-si-hit-high-250-by-end-of-june-218,Will Silver (SI) hit (HIGH) $250 by end of June?,107870429546933970357003646744953533078588414978993746450690176970570179686431,comex-silver-futures,46217.94754,COMEX Silver Futures|Commodities|Hide From New|Silver|Finance,comex-silver-futures|commodities|hide-from-new|silver|finance,2025-12-26T23:44:25.280646Z,2026-06-30T17:30:00Z
106981,bitcoin-vs-gold-vs-sp-500-in-2026,Bitcoin vs. Gold vs. S&P 500 in 2026,950852,will-bitcoin-have-the-best-performance-in-2026-749,Will Bitcoin have the best performance in 2026?,108251591904413063139495882252154135107497878738832930637657538583440424739851,commodities,28338.3215,Finance|Crypto|Bitcoin|Commodities|SPX|S&P 500,finance|crypto|bitcoin|commodities|spx|sp-500,2025-12-22T17:42:16.778437Z,2026-12-31T00:00:00Z
101979,how-many-democratic-house-members-not-running-in-2026,How many Democratic House members not running in 2026?,909072,will-the-number-of-democratic-house-members-who-retire-in-2026-be-between-24-and-27-inclusive,Will the number of Democratic House members who retire in 2026 be between 24 and 27 inclusive?,35772478648141184011258957985537045975935629101627518451751092071575033100741,congress,18602.0921,Politics|Congress|Midterms|US Election|Elections,politics|congress|midterms|us-presidential-election|elections,2025-12-12T23:43:04.679289Z,2026-08-31T00:00:00Z
97540,connecticut-governor-republican-primary-winner,Connecticut Governor Republican Primary Winner,826143,will-erin-stewart-win-the-2026-connecticut-governor-republican-primary-election,Will Erin Stewart win the 2026 Connecticut Governor Republican primary election?,105553217293060706571503179519164863553151391260530944399118771327258349812919,connecticut-primary,22588.0986,Politics|Elections|Primaries|primary elections|Republican Primary|Governor Primary|Connecticut Primary,politics|elections|primaries|primary-elections|republican-primary|governor-primary|connecticut-primary,2025-12-05T15:24:11.20621Z,2026-08-11T00:00:00Z
89559,what-price-will-hyperliquid-hit-before-2027,What price will Hyperliquid hit in 2026?,701744,will-hyperliquid-dip-to-8-by-december-31-2026,"Will Hyperliquid dip to $8 by December 31, 2026?",17988517666865803556038348708000324994436319684963570400912948173818975836974,crypto-prices,136707.3397,hyperliquid|Crypto|Yearly|Hit Price|Crypto Prices,hyperliquid|crypto|yearly|hit-price|crypto-prices,2025-11-24T21:10:57.647999Z,2027-01-01T05:00:00Z
57641,delaware-senate-election-winner,Delaware Senate Election Winner,630680,will-the-republicans-win-the-delaware-senate-race-in-2026,Will the Republicans win the Delaware Senate race in 2026?,18791277393217683755628516529477058015186638022373024614300661393042993809537,delaware-midterm,38950.0631,Midterms|US Election|Elections|Politics|Senate midterms|Delaware Midterm,midterms|us-presidential-election|elections|politics|senate-midterms|delaware-midterm,2025-10-13T22:42:36.7631Z,2026-11-03T00:00:00Z
45018,maine-democratic-senate-primary-winner,Maine Democratic Senate Primary Winner,599323,will-graham-platner-be-the-democratic-nominee-for-senate-in-maine,Will Graham Platner be the Democratic nominee for Senate in Maine?,51273396751548994017117054764897754414228591289652072971120018616721173971444,democratic-primary,83628.0564,Politics|Elections|US Election|Primaries|primary elections|Senate Primary|Democratic Primary|Maine Primary,politics|elections|us-presidential-election|primaries|primary-elections|senate-primary|democratic-primary|maine-primary,2025-09-15T19:58:35.795828Z,2026-06-09T00:00:00Z
75478,fed-decision-in-april,Fed decision in April?,669663,will-the-fed-increase-interest-rates-by-25-bps-after-the-april-2026-meeting,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,9556122149160720922715284597610520228366807023831966638741974320131898296289,economic-policy,1702045.23028,Economic Policy|Economy|Jerome Powell|Fed|Fed Rates|Politics|fomc,economic-policy|economy|jerome-powell|fed|fed-rates|politics|fomc,2025-11-13T00:40:50.267805Z,2026-04-29T00:00:00Z
131586,is-jeffrey-epstein-alive-498,Jeffrey Epstein confirmed to be alive before 2027?,1059772,is-jeffrey-epstein-alive-498,Jeffrey Epstein confirmed to be alive before 2027?,57692461228141098196519006129212454078633070644580607609751365664388305515775,epstein,128681.92939,Politics|Epstein|Trump,politics|epstein|trump,2025-12-29T21:55:08.021771Z,2026-12-31T00:00:00Z
91926,extended-fdv-above-one-day-after-launch,Extended FDV above ___ one day after launch?,904737,extended-fdv-above-300m-one-day-after-launch-351-333,Extended FDV above $300M one day after launch?,30168634295384984099987626703440157654602987915064535215384295190163901851184,extended,47540.3674,Crypto|Pre-Market|Extended|fdv,crypto|pre-market|extended|fdv,2025-11-27T17:34:31.814033Z,2027-01-01T05:00:00Z
52130,opensea-fdv-above-one-day-after-launch,Opensea FDV above ___ one day after launch?,618455,opensea-fdv-above-1b-one-day-after-launch-426-422-754-756-879-328-494,Opensea FDV above $1B one day after launch?,55736535775539231856682158017890031261644294952589300517957218393676136917293,fdv,36105.6465,Crypto|Pre-Market|fdv,crypto|pre-market|fdv,2025-09-30T17:29:40.007286Z,2027-01-01T05:00:00Z
98349,which-continent-will-win-the-2026-fifa-world-cup,Which continent will win the 2026 Fifa World Cup?,840930,will-north-america-win-the-2026-fifa-world-cup,Will North America win the 2026 FIFA World Cup?,96570915933183650323624717300751327226821728969018565701035634346205052779472,fifa-world-cup,51280.17128,Sports|World|world cup|Soccer|FIFA World Cup,sports|world|world-cup|soccer|fifa-world-cup,2025-12-08T20:40:01.474834Z,
34044,will-china-invade-taiwan-before-2027,Will China invade Taiwan by end of 2026?,567621,will-china-invade-taiwan-before-2027,Will China invade Taiwan by end of 2026?,94559586571241563470235664821564670251180951772614764383113614156422396181162,foreign-policy,843825.51091,Foreign Policy|China|Politics|World|Geopolitics|Earn 4%,foreign-policy|china|politics|world|geopolitics|earn-4,2025-07-24T23:47:38.785111Z,2026-12-31T00:00:00Z
100371,2026-f1-drivers-champion,F1 Drivers' Champion,898425,will-liam-lawson-be-the-2026-f1-drivers-champion,Will Liam Lawson be the 2026 F1 Drivers' Champion?,12049029739674782709547394278437698405073155537994805992211273099129156266263,formula1,788454.05226,Sports|Formula 1|f1,sports|formula1|f1,2025-12-09T00:59:52.484997Z,2026-12-06T00:00:00Z
79987,next-french-presidential-election,Next French Presidential Election,679041,will-franois-bayrou-win-the-2027-french-presidential-election,Will François Bayrou win the 2027 French presidential election?,63931284508031754808359645663279593286333277328858705756576520335090573316938,france,212336.28185,Elections|Global Elections|World|France|Politics,elections|global-elections|world|france|politics,2025-11-13T23:10:18.574088Z,2027-04-30T00:00:00Z
