label,felix::94195159380649683762164114216519545499991614727769221572315275622082093227806,best-of-2025::43730668550917761725713780192382120243054780302570603837017194778854370301083,colombia-election::75712298340810272859765060308006832993211601931382911468417184675550881103879,claude-5::11966409881281293602137861492007400834690026843003461391578987664208256196909,epstein::108548893345759572446077602443398325305734327289834850738242401844282632332811,fifa-world-cup::59293102456409671843831538939564589910493616612575646727452668236549896586814,congress::109303663734739671465714636465895865472163062510173069449390862173969575719974,economic-policy::9556122149160720922715284597610520228366807023831966638741974320131898296289,2026-fifa-world-cup::113379015922744700109400673843380371641970914885846970213129353605968934558386,california-midterm::46795587673242136909437201632973334679982713622973285707845177101454063819719,comex-silver-futures::107870429546933970357003646744953533078588414978993746450690176970570179686431,bernie-sanders::78994096084018614649961134380557835172033452849084058029827070275341232468538,2025-predictions::16201530957950630406397949502319734794139620443510795733205872225099141120819,fdv::3783874556587832518151104525711027133710881159533628607061884012946071097261,extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,brazil::46016408901619903295207375832539898750164493226855442884509133805980187874445,abraham-accords::70026524713009669538763377800911903794570186848119999786864842995489783143838,airdrops::92206458231325096769152348269441704588222763710040504959674288895806154976594,elon-musk::32431890167345181985795456212069136470689842825539004695200064630822423107335
felix::94195159380649683762164114216519545499991614727769221572315275622082093227806,1.0,-0.007318383475339692,-0.00030277273632341124,-0.0011515377338283369,8.450290741767547e-06,-0.00014553026380665013,0.0002873179434071156,0.0004572523567587495,0.0003981484699883598,0.0003981484699883621,-0.00039660995209973393,0.00023268066528147195,-0.0001315433646718258,0.7795531408113607,-0.00017070709320344895,0.00039814846998835983,-0.28836899873890853,-0.000513609394590707,-0.0003785399984659718,-0.00023958909180150917
best-of-2025::43730668550917761725713780192382120243054780302570603837017194778854370301083,-0.007318383475339692,1.0,-0.00039916832383622827,-0.00010187961831475579,1.114066092039717e-05,-0.0001918636141964075,0.00037879309501429454,0.0006028305554652032,0.000524909406748739,0.0005249094067487402,-0.000522881061613541,0.00023390647956180282,-0.00017342362137833184,-0.00033052215988831383,-0.00022505614306100568,0.0005249094067487312,-0.00015842508290835072,-0.0006771303243311998,-0.0004990580675376001,-0.00031586852021477275
colombia-election::75712298340810272859765060308006832993211601931382911468417184675550881103879,-0.0003027727363234113,-0.0003991683238362283,1.0,-6.845826869886099e-05,7.485995446263749e-06,-0.00012892324364243126,0.00025453098380920006,0.00040507352528959095,0.0003527142111854505,0.0003527142111854527,-0.0003513512595119142,0.00020612857639577294,-0.00011653244355870673,-0.00022209520615452575,-0.0001512270478517015,0.0003527142111854298,-0.00010645413747891633,-0.0004549994439908002,-0.0003353433380391124,-0.00021224865569840318
claude-5::11966409881281293602137861492007400834690026843003461391578987664208256196909,-0.0011515377338283369,-0.00010187961831475579,-6.845826869886099e-05,1.0,1.9106484989643927e-06,-3.2905042985273765e-05,6.496387095685466e-05,0.0001033868012103327,9.002314829096755e-05,9.002314829096801e-05,-8.967528252109143e-05,5.2610138212222855e-05,0.0005602158526475842,-0.016287086654564742,-3.8597636620886544e-05,9.002314829095791e-05,0.030066270640646202,-0.00011612937930973918,-8.55895852543624e-05,-5.417216432044664e-05
epstein::108548893345759572446077602443398325305734327289834850738242401844282632332811,8.450290741767547e-06,1.114066092039717e-05,7.485995446263749e-06,1.9106484989643927e-06,1.0,3.5982067123347588e-06,-7.103878777511137e-06,-1.1305473214184739e-05,-9.844141415976447e-06,-9.84414141597646e-06,9.806101868401337e-06,-5.752982986126495e-06,3.2523834242060166e-06,6.198606542808586e-06,4.220698791721726e-06,-9.844141415978619e-06,2.9711011079945197e-06,-0.006434271652738696,9.359325873114407e-06,5.923792452319824e-06
fifa-world-cup::59293102456409671843831538939564589910493616612575646727452668236549896586814,-0.0001455302638066501,-0.0001918636141964075,-0.00012892324364243126,-3.2905042985273765e-05,3.5982067123347588e-06,1.0,0.00012234245946487644,0.00019470199897231552,0.00016953505399951532,0.000169535053999516,-0.00016887993980722904,9.907743499376291e-05,-5.6012299717158744e-05,-0.00010675192996021914,-7.268855325550419e-05,0.00016953505399951797,-5.116807708230406e-05,-0.00021869931196555315,-0.00016118559763090247,-0.00010201910261629774
congress::109303663734739671465714636465895865472163062510173069449390862173969575719974,0.0002873179434071156,0.00037879309501429454,0.0002545309838092001,6.496387095685465e-05,-7.103878777511137e-06,0.00012234245946487644,1.0,-0.0003843968701678628,-0.0003347101955045616,-0.0003347101955045633,0.00033341681461250105,-0.00019560690756584756,0.00011058413789188266,0.00021075853343921236,0.00014350778377175485,-0.00033471019550455357,0.00010102027091022059,0.00043177436015630913,0.0003182260047277012,0.00020141459230017274
economic-policy::9556122149160720922715284597610520228366807023831966638741974320131898296289,0.00045725235675874945,0.0006028305554652032,0.000405073525289591,0.0001033868012103327,-1.1305473214184739e-05,0.00019470199897231552,-0.0003843968701678628,1.0,-0.0005326747919422038,-0.0005326747919422054,0.0005306164399504325,-0.0003112987599108613,0.00017598920927661057,0.00033541182628315114,0.00022838557023179148,-0.0005326747919422022,0.00016076878598791737,0.0006871476296547512,0.01861991704622279,0.0003205414041418274
2026-fifa-world-cup::113379015922744700109400673843380371641970914885846970213129353605968934558386,0.0003981484699883598,0.000524909406748739,0.0003527142111854505,9.002314829096753e-05,-9.844141415976447e-06,0.00016953505399951532,-0.0003347101955045616,-0.0005326747919422038,1.0,-0.0004638218923933192,0.000462029600491241,-0.00027106065859639644,0.00015324105687423195,0.00029205689916452697,0.0001988647275648202,-0.0004638218923933197,0.00013998800709680723,0.0005983277578763955,0.0004409790610025115,0.00027910860980935896
california-midterm::46795587673242136909437201632973334679982713622973285707845177101454063819719,0.0003981484699883621,0.0005249094067487403,0.0003527142111854527,9.002314829096801e-05,-9.84414141597646e-06,0.000169535053999516,-0.0003347101955045633,-0.0005326747919422054,-0.00046382189239331924,1.0,0.0004620296004912419,-0.0002710606585963949,0.00015324105687423178,0.0002920568991645271,0.00019886472756482004,-0.0004638218923933193,0.00013998800709680761,0.0005983277578763958,0.00044097906100251216,0.0002791086098093598
comex-silver-futures::107870429546933970357003646744953533078588414978993746450690176970570179686431,-0.00039660995209973393,-0.000522881061613541,-0.0003513512595119142,-8.967528252109141e-05,9.806101868401337e-06,-0.00016887993980722904,0.00033341681461250105,0.0005306164399504325,0.0004620296004912409,0.0004620296004912419,0.9999999999999999,0.013196155531297783,-0.00015264890564159627,-0.0002909283383443064,-0.0001980962781952027,0.00046202960049124763,-0.00013944706805183943,-0.0005960157109186946,-0.0004392750379432774,-0.00027803008352725783
bernie-sanders::78994096084018614649961134380557835172033452849084058029827070275341232468538,0.00023268066528147192,0.00023390647956180282,0.00020612857639577296,5.261013821222285e-05,-5.752982986126495e-06,9.907743499376292e-05,-0.00019560690756584759,-0.00031129875991086134,-0.00027106065859639644,-0.00027106065859639486,0.013196155531297785,1.0,8.955511260152308e-05,0.00017068003199820583,0.00011621789507858024,-0.00027106065859640115,8.180994045679941e-05,0.0003496667983255742,0.0002577111530587275,0.0001631129639104941
2025-predictions::16201530957950630406397949502319734794139620443510795733205872225099141120819,-0.0001315433646718258,-0.00017342362137833184,-0.00011653244355870675,0.0005602158526475842,3.252383424206016e-06,-5.6012299717158744e-05,0.00011058413789188267,0.00017598920927661057,0.00015324105687423195,0.00015324105687423178,-0.00015264890564159627,8.955511260152308e-05,1.0,-9.649201262244416e-05,-6.570246365429463e-05,0.0001532410568742247,-4.625031829898652e-05,-0.00019768014291229473,-0.000145694065924181,-9.221405684234589e-05
fdv::3783874556587832518151104525711027133710881159533628607061884012946071097261,0.7795531408113607,-0.0003305221598883139,-0.00022209520615452575,-0.016287086654564742,6.198606542808585e-06,-0.00010675192996021915,0.00021075853343921236,0.0003354118262831512,0.00029205689916452697,0.0002920568991645271,-0.00029092833834430643,0.0001706800319982058,-9.649201262244416e-05,1.0,-0.00012522008261854804,0.0002920568991645286,-0.31814232531052694,-0.00037675183624419887,-0.0002776733467416072,-0.00017574762305940764
extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,-0.00017070709320344895,-0.00022505614306100565,-0.00015122704785170148,-3.8597636620886544e-05,4.220698791721725e-06,-7.268855325550419e-05,0.00014350778377175485,0.00022838557023179148,0.0001988647275648202,0.00019886472756482004,-0.00019809627819520272,0.00011621789507858023,-6.570246365429462e-05,-0.00012522008261854807,1.0,0.00019886472756481974,-6.002018738270699e-05,-0.00025653443383317814,-0.00018907080986528617,-0.00011966847309498102
acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,0.00039814846998835983,0.0005249094067487313,0.00035271421118542983,9.002314829095791e-05,-9.844141415978619e-06,0.00016953505399951797,-0.00033471019550455357,-0.0005326747919422023,-0.0004638218923933197,-0.0004638218923933193,0.00046202960049124763,-0.0002710606585964011,0.00015324105687422474,0.00029205689916452854,0.00019886472756481974,0.9999999999999999,0.00013998800709681024,0.0005983277578763913,0.0004409790610025152,0.00027910860980935527
brazil::46016408901619903295207375832539898750164493226855442884509133805980187874445,-0.28836899873890853,-0.00015842508290835072,-0.00010645413747891635,0.0300662706406462,2.9711011079945197e-06,-5.116807708230406e-05,0.00010102027091022059,0.00016076878598791737,0.00013998800709680723,0.00013998800709680761,-0.0001394470680518394,8.180994045679941e-05,-4.625031829898652e-05,-0.31814232531052694,-6.0020187382707e-05,0.00013998800709681024,1.0,-0.00018058377965649334,-0.00013309371751003016,-8.423892595746004e-05
