step,100740357893930039073645347304025265904103736920370928783519503167478569691044,108547978327958467449318042977006580876058560639743186491243488736783119648127,108548893345759572446077602443398325305734327289834850738242401844282632332811,111646250931838932302421100465311863857465734768037379595335905351441550302588,113032982619525852115420277512821190062380704297670231304441009678288132478177,115563279943088574368475763566308524191598627607680105838058505260056381768939,11876606915924142133615854761923277060697657209957870741155164849437788272266,13433573766910980267981622064090484781359464703732825845886677588040916221533,14018274637090307878372326472471535510234764986484318979992031495866993899114,15394416147421266264002744586901575755411758481406494583013250092373628427765,18791277393217683755628516529477058015186638022373024614300661393042993809537,27576533317283401577758999384642760405921738493660383550832555714312627457443,30168634295384984099987626703440157654602987915064535215384295190163901851184,32431890167345181985795456212069136470689842825539004695200064630822423107335,39133371819296059003541521092128254346605102576351704426326802558136998572706,42645635688384173938505005153732536262139883933750646945028210271328873690888,43478780997313571844864646081201368302664941062507392308569466005072068318763,46016408901619903295207375832539898750164493226855442884509133805980187874445,46551195771960533081545368009925141952498658652959429196677286705276507790996,4655209727295513535859117642120184432334179761721646415109648555849060899062,51273396751548994017117054764897754414228591289652072971120018616721173971444,5254288171817620305899304387173316577587455481755582876905938498730493405588,56940108685601594440972125972550948538859641414755179784371446688257727053902,57301498276970257025109591078431189727442302532145853906375186182281603517458,5906729942132388187374842778427213872782907171873674796265663843960406830445,63907313656443890447578607530571289622813903996374626191028175281541399992719,63931284508031754808359645663279593286333277328858705756576520335090573316938,67784084156063245454459357229936847964117127235086701895468125487885758601780,68194463917260305435439145066031544476540679280823247532132832363696000101185,68207341820749052475650610432894562714266620914604033880285153252182288802957,68370995073141964079913803663665941780115677360430806954011390499916208708512,703229116919803457142440034780425874346022451261358752931225117413237404457,75712298340810272859765060308006832993211601931382911468417184675550881103879,76641034721053425080952855862174690067662519247667787282293691334146019135577,79895259217313803731994821165811563835560123915015381398339503448680100356036,81149948856723777101519215824830787060576196646125816787577716414910058024325,82712470265251700739331694672360544122893066934757473974734613171971970115364,86511993606190995539996371064900122466738869186406355817612580895605974257272,89694314427486889897766629507723742460669068230376416068996390119126818537632,96308556109755835434254900303426519652053230974356832970824534225192181988516
0,0.013140457682311535,0.02451353333890438,0.001843967940658331,0.06138254329562187,0.07543594390153885,0.010517312213778496,3.210716022294946e-05,0.02124733477830887,0.029817480593919754,0.005318217445164919,0.0065747513435781,0.013368754647672176,0.0006799224647693336,0.002824359107762575,0.07632505893707275,0.008834519423544407,0.03480975329875946,0.001392887905240059,0.07663997262716293,0.014862075448036194,0.011146096512675285,0.07624007016420364,0.0369555801153183,0.021237647160887718,0.011698924005031586,0.03283969312906265,0.07589025795459747,0.0,0.0,0.0,0.0,0.030297797173261642,0.07619915157556534,0.020381158217787743,0.010753432288765907,0.07549380511045456,0.0,0.02135927975177765,0.0,0.01994621753692627
1,0.01329295989125967,0.024448227137327194,0.0004370050155557692,0.061453528702259064,0.07454513013362885,0.009386412799358368,0.0008856497588567436,0.02253822050988674,0.029113950207829475,0.004244253970682621,0.007499555591493845,0.013446610420942307,0.0011382806114852428,0.0027992750983685255,0.0771981030702591,0.011136439628899097,0.034986454993486404,0.00036467413883656263,0.07748910784721375,0.015887903049588203,0.01090167835354805,0.07532534748315811,0.037210967391729355,0.02236150950193405,0.01254274696111679,0.032312989234924316,0.07499153912067413,0.0,0.0,0.0,0.0,0.03130638971924782,0.07578465342521667,0.020378995686769485,0.010807390324771404,0.07470815628767014,0.0,0.01972777582705021,0.0,0.019348155707120895
2,0.01331067830324173,0.023680683225393295,0.0011676072608679533,0.06112353876233101,0.07484675943851471,0.008548994548618793,0.00040549744153395295,0.022202692925930023,0.028979388996958733,0.003749548690393567,0.009554436430335045,0.01476787868887186,0.002278243424370885,0.004322529304772615,0.0785607397556305,0.01142619177699089,0.034860819578170776,0.0,0.07704372704029083,0.01578156277537346,0.011281856335699558,0.07560796290636063,0.03645942360162735,0.02231578715145588,0.012678590603172779,0.031050216406583786,0.0751473680138588,0.0,0.0,0.00018823196296580136,0.00031441988539882004,0.030678313225507736,0.0763673260807991,0.019542954862117767,0.009500723332166672,0.07521940022706985,0.0,0.01795588620007038,0.0,0.019080067053437233
3,0.014885010197758675,0.023655571043491364,0.0021018492989242077,0.061283085495233536,0.07459542155265808,0.007984114810824394,0.0,0.02315358631312847,0.028446126729249954,0.003012169385328889,0.009574741125106812,0.014859573915600777,0.0007596035720780492,0.0047086444683372974,0.0776173323392868,0.009159811772406101,0.035477664321660995,0.0,0.07698601484298706,0.017137980088591576,0.011438457295298576,0.07534284144639969,0.037015967071056366,0.02269059419631958,0.012177616357803345,0.030294854193925858,0.07465892285108566,0.0,0.0,0.000618580321315676,0.0008538218680769205,0.03174488618969917,0.0762324258685112,0.019714944064617157,0.008302346803247929,0.07582908123731613,0.0,0.017132220789790154,0.0,0.02055417001247406
4,0.013047941960394382,0.022869549691677094,0.002266498515382409,0.06077203527092934,0.07494154572486877,0.009246928617358208,0.0,0.023380473256111145,0.028104029595851898,0.003061526920646429,0.01080403197556734,0.015777885913848877,0.000723133038263768,0.0032380742486566305,0.07597463577985764,0.009201645851135254,0.03529518097639084,0.0,0.07595667243003845,0.019837049767374992,0.011575393378734589,0.07546989619731903,0.03692743554711342,0.023060716688632965,0.011492762714624405,0.028624773025512695,0.07449808716773987,0.0,0.0,0.0014623241731896996,0.0003182869986630976,0.03189169988036156,0.07660697400569916,0.020327575504779816,0.007727182004600763,0.07689837366342545,0.0,0.01649610511958599,0.0,0.02212362177670002
5,0.01441846415400505,0.02283696085214615,0.0013917515752837062,0.06085917353630066,0.07474715262651443,0.008764073252677917,0.0,0.023246001452207565,0.027316061779856682,0.00477838609367609,0.013298509642481804,0.01594921387732029,0.0022665190044790506,0.0012529859086498618,0.07427683472633362,0.008811120875179768,0.03553894907236099,0.0,0.07545588910579681,0.019105570390820503,0.011465939693152905,0.0751168504357338,0.03650340437889099,0.0222201906144619,0.011198887601494789,0.02701720967888832,0.07406628131866455,0.0,0.0,0.0018048756755888462,0.0021219789050519466,0.03172469139099121,0.07646747678518295,0.021565552800893784,0.008773035369813442,0.07690136134624481,0.0,0.01732693612575531,0.0,0.02141166478395462
6,0.012990395538508892,0.02228819951415062,0.0005684125935658813,0.06061561778187752,0.07528070360422134,0.007067322731018066,0.0,0.024759672582149506,0.02724289521574974,0.0038533168844878674,0.014308998361229897,0.016871189698576927,0.0033495877869427204,0.00043379608541727066,0.07444743812084198,0.009916173294186592,0.03551391512155533,0.0,0.07466069608926773,0.018524253740906715,0.009902837686240673,0.07558099180459976,0.03572419658303261,0.02318629063665867,0.012709741480648518,0.027030810713768005,0.07477499544620514,0.0,0.0,0.0013823214685544372,0.00043895974522456527,0.03220216929912567,0.07700623571872711,0.021606242284178734,0.009169289842247963,0.07730019837617874,0.0,0.01746175065636635,0.0,0.021830396726727486
7,0.01000299770385027,0.022059042006731033,0.00036927161272615194,0.060914598405361176,0.07564352452754974,0.00700348149985075,0.0,0.024900328367948532,0.02677837945520878,0.004418165422976017,0.014905314892530441,0.018157588317990303,0.004343468230217695,0.0005668390658684075,0.07491122931241989,0.008621830493211746,0.03587280213832855,0.0,0.07503695040941238,0.01946212910115719,0.009390407241880894,0.07567129284143448,0.03618675842881203,0.023804565891623497,0.011302720755338669,0.02648479864001274,0.07502090185880661,0.0,0.0,2.453275374136865e-05,0.0005920171388424933,0.033549804240465164,0.07671255618333817,0.021700667217373848,0.008225101046264172,0.07706160843372345,4.522185190580785e-05,0.017468642443418503,0.0,0.0227904561907053
8,0.00758428405970335,0.02153843827545643,0.000759226328227669,0.060877881944179535,0.07661189883947372,0.006960298866033554,0.0,0.02441784366965294,0.026719460263848305,0.0030200995970517397,0.012342413887381554,0.017659680917859077,0.004337276332080364,0.0023825333919376135,0.07599056512117386,0.006579558830708265,0.035610999912023544,0.0,0.0748007521033287,0.021267805248498917,0.009339556097984314,0.0765158087015152,0.03617239370942116,0.024844849482178688,0.01017012633383274,0.026059361174702644,0.07592783123254776,0.0,0.0,0.0007028928957879543,0.0002638870500959456,0.034880246967077255,0.07701905071735382,0.02168980799615383,0.009008653461933136,0.0773247554898262,0.0,0.016883499920368195,0.0,0.023736225441098213
9,0.008812385611236095,0.021855227649211884,0.0,0.06148223578929901,0.07689428329467773,0.0074182976968586445,0.0,0.024260370060801506,0.02642640471458435,0.0023830183781683445,0.012349357828497887,0.018060017377138138,0.005926054902374744,0.0008520619594492018,0.07617761939764023,0.007475449237972498,0.03588028624653816,0.0,0.07555989176034927,0.021688133478164673,0.0073530422523617744,0.07675991207361221,0.0363810695707798,0.0255319532006979,0.007969357073307037,0.025373075157403946,0.07631085067987442,0.0006342952256090939,0.0,0.0014688059454783797,0.0004873891011811793,0.03628282621502876,0.07678673416376114,0.021342642605304718,0.008231176063418388,0.07668033987283707,0.00018558073497842997,0.016076795756816864,0.0,0.022643137723207474
