label,colombia-election::36553834009124167357981460132800746681781045509640776189348736916365216865880,basketball::19063193541024384703688685779087142926481547676681055667364352656903314720497,awards::47252200832793247423089215877857667425039333476763845614656878203768571431091,epstein::108548893345759572446077602443398325305734327289834850738242401844282632332811,best-of-2025::63415064977569429650854303533694905713854849186055984415925532647266316927744,fifa-world-cup::59293102456409671843831538939564589910493616612575646727452668236549896586814,congress::109303663734739671465714636465895865472163062510173069449390862173969575719974,economic-policy::9556122149160720922715284597610520228366807023831966638741974320131898296289,business::73927186257882802877663040737479279251981612783026680169571204930062095676076,bernie-sanders::33970361138937631470073795943535268274491124306414028184433322285876577197264,airdrops::92206458231325096769152348269441704588222763710040504959674288895806154976594,fdv::55736535775539231856682158017890031261644294952589300517957218393676136917293,foreign-policy::5161623255678193352839985156330393796378434470119114669671615782853260939535,base::22056280440419108399189383402666130126211471357531451866320292446775191982898,elon-musk::32431890167345181985795456212069136470689842825539004695200064630822423107335,acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,big-tech::101572915378052466010537773686792142702472736962773444087157973880663103257016,bitcoin::47113934605305582772590235372495078183833796521066344951188393486940857661087,comex-silver-futures::13894075309136465288344590624962399806634179813543146659957916315803696399619
colombia-election::36553834009124167357981460132800746681781045509640776189348736916365216865880,1.0,-2.873667192005912e-06,-0.00016568217389419573,4.209587906407542e-06,-1.9541895006708914e-05,-1.977014498766926e-05,0.00011010160097853776,0.0003265154421696444,0.00010133152300870074,-9.05522344678194e-05,-0.0002571557165329042,-0.0003531023324840229,0.00013554455235675758,-0.00067808750870907,-8.116271509032747e-05,0.0003075696828111186,-0.0002059658876402521,0.00023448070474204377,-0.0001851048023625892,-1.4557290340259088e-05
basketball::19063193541024384703688685779087142926481547676681055667364352656903314720497,-2.8736671920059124e-06,0.9999999999999999,-2.447947470080362e-06,6.219649237674488e-08,-2.8873071446305387e-07,-2.921030987713733e-07,1.626746735827252e-06,-0.1586509368845032,1.4971691857858754e-06,-1.3379056301922649e-06,-0.007158859445402258,-5.217072791645923e-06,2.0026653213565295e-06,-1.00187157279704e-05,-1.1991758582133695e-06,4.544329720056711e-06,-0.0032072343084410338,3.46444300231711e-06,-2.734916026227648e-06,-2.1508338055979393e-07
awards::47252200832793247423089215877857667425039333476763845614656878203768571431091,-0.0001656821738941957,-2.447947470080362e-06,1.0,3.5859580727518705e-06,-1.6646858959630673e-05,-1.6841294823666576e-05,-0.00271139592079592,0.0002781437783834724,8.631975410323268e-05,-7.713736437267669e-05,-0.00021905935643990257,-0.00030079195109582727,0.00011546429069720898,-0.0005776321649405471,-6.913885630976415e-05,0.0002620047404950783,-0.00017545305001716248,0.00019974353660457705,-0.00015768243236504237,-1.2400699064521676e-05
epstein::108548893345759572446077602443398325305734327289834850738242401844282632332811,4.209587906407542e-06,6.21964923767449e-08,3.58595807275187e-06,1.0,4.2295688491421997e-07,4.2789703533998564e-07,-2.382994594842308e-06,-7.066968390181497e-06,0.06286234931760636,1.9598759997121154e-06,5.565774494512683e-06,7.642404308902124e-06,-2.9336715611387262e-06,1.4676252240871236e-05,1.7566530335973162e-06,-6.656914024517889e-06,4.457842507343435e-06,-5.0750056950059035e-06,4.006333600865717e-06,3.1507211419359724e-07
best-of-2025::63415064977569429650854303533694905713854849186055984415925532647266316927744,-1.9541895006708914e-05,-2.8873071446305387e-07,-1.6646858959630673e-05,4.2295688491421997e-07,0.9999999999999998,-1.986398460894632e-06,1.106242017255018e-05,3.2806525808929706e-05,1.0181249630195795e-05,-9.098204352555267e-06,-2.583763143112603e-05,-3.5477834392319614e-05,0.1704941992128934,-6.813060726119729e-05,-8.154795649603831e-06,3.090295720820655e-05,-2.0694351126946338e-05,2.3559367485653398e-05,-1.859834081877646e-05,-1.4626386981348635e-06
fifa-world-cup::59293102456409671843831538939564589910493616612575646727452668236549896586814,-1.977014498766926e-05,-2.921030987713733e-07,-1.6841294823666576e-05,4.2789703533998564e-07,-1.986398460894632e-06,0.9999999999999999,1.1191629606583173e-05,3.3189707117014895e-05,1.0300166963106062e-05,-9.204471680751424e-06,-2.6139415822052377e-05,-3.58922166731407e-05,1.3777859828420352e-05,-6.892637501066512e-05,-8.25004393290163e-06,3.1263904771990824e-05,-2.093606183356156e-05,2.3834541678236024e-05,-1.881557005556878e-05,-1.4797223665750293e-06
congress::109303663734739671465714636465895865472163062510173069449390862173969575719974,0.00011010160097853775,1.626746735827252e-06,-0.00271139592079592,-2.3829945948423077e-06,1.106242017255018e-05,1.1191629606583174e-05,1.0,-0.00018483627165464977,-5.7362496516428806e-05,0.026795777007074324,0.00014557260619217025,0.0001998867747731229,-7.673006071089801e-05,0.00038385678218630305,4.594518885532907e-05,-0.0001741113163501585,0.00011659468999841443,-0.00013273656814355932,0.00010478549285977213,8.240698369449155e-06
economic-policy::9556122149160720922715284597610520228366807023831966638741974320131898296289,0.0003265154421696444,-0.1586509368845032,0.0002781437783834724,-7.066968390181497e-06,3.2806525808929706e-05,3.31897071170149e-05,-0.00018483627165464975,1.0,-0.00017011324765084626,0.00015201720284059795,0.020815324142845263,0.0005927808321482052,-0.00022754936783893234,0.0011383591687263881,0.00013625427351950393,-0.0005163415694190561,0.0003457712369403715,-0.0003936413172404452,0.00031075008201506823,2.443847544426047e-05
business::73927186257882802877663040737479279251981612783026680169571204930062095676076,0.00010133152300870074,1.4971691857858752e-06,8.631975410323268e-05,0.06286234931760636,1.0181249630195795e-05,1.0300166963106062e-05,-5.7362496516428806e-05,-0.00017011324765084623,0.9999999999999998,4.717735426233757e-05,0.00013397710626091453,0.00018396491183634919,-7.061817306272658e-05,0.0003532808970120199,4.2285451984848914e-05,-0.0001602425823240486,0.00010730740885929694,-0.00012216351523859723,9.64388663409871e-05,7.584290410042608e-06
bernie-sanders::33970361138937631470073795943535268274491124306414028184433322285876577197264,-9.05522344678194e-05,-1.3379056301922646e-06,-7.713736437267669e-05,1.9598759997121154e-06,-9.098204352555267e-06,-9.204471680751424e-06,0.026795777007074324,0.00015201720284059795,4.717735426233756e-05,1.0,-0.00011972509619159642,-0.0001643953760472545,6.310606191437119e-05,-0.0003157001263711943,-3.7787275361297656e-05,0.00014319654393321108,-9.589242674588195e-05,0.00010916819314309311,-8.618004128853034e-05,-6.7775004568252226e-06
airdrops::92206458231325096769152348269441704588222763710040504959674288895806154976594,-0.0002571557165329042,-0.007158859445402258,-0.0002190593564399026,5.565774494512683e-06,-2.5837631431126034e-05,-2.6139415822052377e-05,0.00014557260619217028,0.020815324142845263,0.00013397710626091456,-0.00011972509619159642,1.0,-0.0004668599396865308,-0.05859973129476448,-0.0008965443280735855,-0.00010731059181994884,0.0004066582130921103,-0.00027232111780389263,0.0003100224427956122,-0.0002447392976952293,-1.9247156036733024e-05
fdv::55736535775539231856682158017890031261644294952589300517957218393676136917293,-0.00035310233248402284,-5.217072791645923e-06,-0.00030079195109582727,7.642404308902124e-06,-3.5477834392319614e-05,-3.58922166731407e-05,0.0001998867747731229,0.0005927808321482052,0.00018396491183634919,-0.0001643953760472545,-0.0004668599396865308,1.0,0.00024607783327272186,-0.001231051355522156,-0.00014734893232294576,0.0005583852675047808,-0.0003739260521898867,0.0004256940080875857,-0.0003360532599928788,-2.64284060330631e-05
foreign-policy::5161623255678193352839985156330393796378434470119114669671615782853260939535,0.00013554455235675758,2.0026653213565295e-06,0.00011546429069720898,-2.9336715611387262e-06,0.17049419921289338,1.3777859828420354e-05,-7.673006071089801e-05,-0.00022754936783893234,-7.061817306272656e-05,6.310606191437119e-05,-0.05859973129476447,0.00024607783327272186,1.0,0.0004725607552308592,5.656248411461273e-05,-0.0002143460242646994,0.061435886937692946,-0.00016341014617849944,0.00012899996545852202,1.0145009351967307e-05
base::22056280440419108399189383402666130126211471357531451866320292446775191982898,-0.00067808750870907,-1.0018715727970399e-05,-0.0005776321649405471,1.4676252240871236e-05,-6.813060726119729e-05,-6.892637501066514e-05,0.00038385678218630305,0.0011383591687263881,0.00035328089701202,-0.00031570012637119425,-0.0008965443280735855,-0.001231051355522156,0.0004725607552308592,0.9999999999999999,-0.0002829646287718432,0.001072306920995172,-0.0007180767778766496,0.0008174904634184188,-0.000645346962901866,-5.075234672066284e-05
elon-musk::32431890167345181985795456212069136470689842825539004695200064630822423107335,-8.116271509032747e-05,-1.1991758582133695e-06,-6.913885630976415e-05,1.7566530335973162e-06,-8.154795649603831e-06,-8.25004393290163e-06,4.594518885532907e-05,0.00013625427351950393,4.2285451984848914e-05,-3.7787275361297656e-05,-0.00010731059181994886,-0.0001473489323229458,5.656248411461273e-05,-0.00028296462877184316,1.0,0.00012834824414301337,-8.59491735023055e-05,9.784835249038019e-05,-7.724388225957771e-05,-6.0747295948549045e-06
acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,0.00030756968281111857,4.5443297200567115e-06,0.0002620047404950783,-6.656914024517889e-06,3.090295720820655e-05,3.1263904771990824e-05,-0.00017411131635015849,-0.0005163415694190561,-0.0001602425823240486,0.00014319654393321106,0.0004066582130921103,0.0005583852675047808,-0.0002143460242646994,0.001072306920995172,0.00012834824414301337,1.0,0.0003257081777336172,-0.00037080064048576557,0.00029271909323434205,2.3020455298637567e-05
extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,-0.0002059658876402521,-0.0032072343084410338,-0.00017545305001716248,4.457842507343435e-06,-2.0694351126946338e-05,-2.0936061833561563e-05,0.00011659468999841443,0.0003457712369403715,0.00010730740885929694,-9.589242674588197e-05,-0.00027232111780389263,-0.00037392605218988665,0.061435886937692946,-0.0007180767778766497,-8.59491735023055e-05,0.0003257081777336172,1.0,0.00024830887868140783,-0.00019602110102732623,-1.5415786322401598e-05
big-tech::101572915378052466010537773686792142702472736962773444087157973880663103257016,0.00023448070474204377,3.4644430023171094e-06,0.00019974353660457705,-5.0750056950059035e-06,2.3559367485653398e-05,2.3834541678236024e-05,-0.00013273656814355932,-0.00039364131724044525,-0.00012216351523859723,0.00010916819314309311,0.0003100224427956122,0.0004256940080875857,-0.00016341014617849944,0.0008174904634184189,9.784835249038018e-05,-0.0003708006404857655,0.00024830887868140783,1.0,0.0002231591184336224,1.7550015113888124e-05
bitcoin::47113934605305582772590235372495078183833796521066344951188393486940857661087,-0.00018510480236258922,-2.7349160262276483e-06,-0.00015768243236504237,4.006333600865716e-06,-1.859834081877646e-05,-1.881557005556878e-05,0.00010478549285977213,0.00031075008201506823,9.64388663409871e-05,-8.618004128853033e-05,-0.00024473929769522936,-0.00033605325999287885,0.000128999965458522,-0.0006453469629018661,-7.724388225957771e-05,0.0002927190932343421,-0.00019602110102732623,0.00022315911843362237,1.0,-1.3854411102566816e-05
comex-silver-futures::13894075309136465288344590624962399806634179813543146659957916315803696399619,-1.455729034025909e-05,-2.1508338055979393e-07,-1.2400699064521676e-05,3.150721141935973e-07,-1.4626386981348637e-06,-1.479722366575029e-06,8.240698369449155e-06,2.443847544426047e-05,7.584290410042609e-06,-6.777500456825222e-06,-1.9247156036733028e-05,-2.64284060330631e-05,1.0145009351967307e-05,-5.075234672066284e-05,-6.074729594854904e-06,2.302045529863757e-05,-1.5415786322401594e-05,1.7550015113888124e-05,-1.3854411102566816e-05,1.0
