step,baseline_return,pm_return,combined_return,baseline_cumulative,pm_cumulative,combined_cumulative
118,0.0125,0.0012492559617385268,0.0012492559617385268,1.0042639139484055,0.987205787549319,0.987205787549319
119,0.0004807692307692312,0.0011847187550022061,0.0011847187550022061,1.004746733137804,0.9883753487608754,0.9883753487608754
120,0.0,0.0,0.0,1.004746733137804,0.9883753487608754,0.9883753487608754
121,-0.00026041666666666693,-0.0013240240514278425,-0.0013240240514278425,1.0044850803427159,0.9870667160272776,0.9870667160272776
122,0.0,0.0,0.0,1.0044850803427159,0.9870667160272776,0.9870667160272776
123,-0.0009316770186335411,-0.0006188200497479177,-0.0006188200497479177,1.0035492246778004,0.9864558993529611,0.9864558993529611
124,0.0,0.0,0.0,1.0035492246778004,0.9864558993529611,0.9864558993529611
125,0.0002976190476190479,0.0006390747924645748,0.0006390747924645748,1.003847900042288,0.9870863184521155,0.9870863184521155
126,0.00022321428571428592,0.00038449333182403057,0.00038449333182403057,1.0040719732342618,0.987465846559495,0.987465846559495
127,0.0,0.0,0.0,1.0040719732342618,0.987465846559495,0.987465846559495
128,0.0,0.0,0.0,1.0040719732342618,0.987465846559495,0.987465846559495
129,0.0,0.0,0.0,1.0040719732342618,0.987465846559495,0.987465846559495
130,-0.0004716981132075476,-0.0008416914574380199,-0.0008416914574380199,1.0035983543789626,0.9866347049919341,0.9866347049919341
131,0.0,0.0,0.0,1.0035983543789626,0.9866347049919341,0.9866347049919341
132,0.0,0.0,0.0,1.0035983543789626,0.9866347049919341,0.9866347049919341
133,0.00026315789473684237,0.0005308159479969431,0.0005308159479969431,1.0038624592090621,0.987158426428191,0.987158426428191
134,0.0,0.0,0.0,1.0038624592090621,0.987158426428191,0.987158426428191
135,-0.0001612903225806453,-0.00012693838967430985,-0.00012693838967430985,1.0037005459091897,0.9870331181271867,0.9870331181271867
136,7.451564828614016e-05,3.2498083464612574e-05,3.2498083464612574e-05,1.0037753373060534,0.9870651948118419,0.9870651948118419
137,0.0,0.0,0.0,1.0037753373060534,0.9870651948118419,0.9870651948118419
138,0.0,0.0,0.0,1.0037753373060534,0.9870651948118419,0.9870651948118419
139,0.0,0.0,0.0,1.0037753373060534,0.9870651948118419,0.9870651948118419
140,0.0,0.0,0.0,1.0037753373060534,0.9870651948118419,0.9870651948118419
141,-0.0004807692307692312,-0.0006650136783719068,-0.0006650136783719068,1.0032927530092717,0.9864087829558471,0.9864087829558471
142,0.0,0.0,0.0,1.0032927530092717,0.9864087829558471,0.9864087829558471
143,0.0,0.0,0.0,1.0032927530092717,0.9864087829558471,0.9864087829558471
144,-0.00026041666666666693,-0.00037001760210841927,-0.00037001760210841927,1.0030314788548422,0.9860437943432792,0.9860437943432792
145,-0.0001623376623376625,-9.542141811220685e-05,-9.542141811220685e-05,1.002868649069314,0.9859497046461021,0.9859497046461021
146,-7.4294205052006e-05,-3.646410459218021e-05,-3.646410459218021e-05,1.0027941417402597,0.9859137528729494,0.9859137528729494
147,0.0,0.0,0.0,1.0027941417402597,0.9859137528729494,0.9859137528729494
148,-0.00022123893805309753,-0.0002538887866302931,-0.0002538887866302931,1.002572284629255,0.9856634404265103,0.9856634404265103
149,0.0,0.0,0.0,1.002572284629255,0.9856634404265103,0.9856634404265103
150,0.0,0.0,0.0,1.002572284629255,0.9856634404265103,0.9856634404265103
151,-0.004166666666666667,-0.0040043654541174565,-0.0040043654541174565,0.9983949001099666,0.9817164837962798,0.9817164837962798
152,0.0,0.0,0.0,0.9983949001099666,0.9817164837962798,0.9817164837962798
153,0.0,0.0,0.0,0.9983949001099666,0.9817164837962798,0.9817164837962798
154,0.0,0.0,0.0,0.9983949001099666,0.9817164837962798,0.9817164837962798
155,0.0,0.0,0.0,0.9983949001099666,0.9817164837962798,0.9817164837962798
156,0.0,0.0,0.0,0.9983949001099666,0.9817164837962798,0.9817164837962798
157,0.000490196078431373,0.0001853661173406771,0.0001853661173406771,0.9988843093747264,0.9818984607692106,0.9818984607692106
158,0.0,0.0,0.0,0.9988843093747264,0.9818984607692106,0.9818984607692106
159,-0.00017482517482517501,-0.0008194468446544842,-0.0008194468446544842,0.9987096792507099,0.9810938471737621,0.9810938471737621
160,0.0,0.0,0.0,0.9987096792507099,0.9810938471737621,0.9810938471737621
161,0.0,0.0,0.0,0.9987096792507099,0.9810938471737621,0.9810938471737621
162,0.00022321428571428592,0.0002419354527124339,0.0002419354527124339,0.9989326055183998,0.9813312085578314,0.9813312085578314
163,0.0,0.0,0.0,0.9989326055183998,0.9813312085578314,0.9813312085578314
164,0.0,0.0,0.0,0.9989326055183998,0.9813312085578314,0.9813312085578314
165,0.0,0.0,0.0,0.9989326055183998,0.9813312085578314,0.9813312085578314
166,0.000980392156862746,0.001070534773901398,0.001070534773901398,0.9999119512100845,0.9823817577413071,0.9823817577413071
167,0.0,0.0,0.0,0.9999119512100845,0.9823817577413071,0.9823817577413071
168,0.0,0.0,0.0,0.9999119512100845,0.9823817577413071,0.9823817577413071
169,0.0,0.0,0.0,0.9999119512100845,0.9823817577413071,0.9823817577413071
170,0.0,0.0,0.0,0.9999119512100845,0.9823817577413071,0.9823817577413071
171,-0.00625,-0.0070037818513810635,-0.0070037818513810635,0.9936625015150214,0.9755013702153107,0.9755013702153107
172,-0.00032051282051282084,-8.321661526002953e-05,-8.321661526002953e-05,0.993344019944023,0.9754201922930998,0.9754201922930998
173,0.0,0.0,0.0,0.993344019944023,0.9754201922930998,0.9754201922930998
174,0.0,0.0,0.0,0.993344019944023,0.9754201922930998,0.9754201922930998
175,0.0,0.0,0.0,0.993344019944023,0.9754201922930998,0.9754201922930998
176,0.0,0.0,0.0,0.993344019944023,0.9754201922930998,0.9754201922930998
177,0.0,0.0,0.0,0.993344019944023,0.9754201922930998,0.9754201922930998
178,0.0,0.0,0.0,0.993344019944023,0.9754201922930998,0.9754201922930998
179,0.0,0.0,0.0,0.993344019944023,0.9754201922930998,0.9754201922930998
180,0.0,0.0,0.0,0.993344019944023,0.9754201922930998,0.9754201922930998
181,0.0,0.0,0.0,0.993344019944023,0.9754201922930998,0.9754201922930998
182,0.0,0.0,0.0,0.993344019944023,0.9754201922930998,0.9754201922930998
183,-0.00026315789473684237,-0.0003295601590683589,-0.0003295601590683589,0.9930826136229851,0.9750987326593692,0.9750987326593692
184,0.0001623376623376625,3.396152736401406e-05,3.396152736401406e-05,0.9932438283329889,0.9751318485016611,0.9751318485016611
185,0.0,0.0,0.0,0.9932438283329889,0.9751318485016611,0.9751318485016611
186,0.0,0.0,0.0,0.9932438283329889,0.9751318485016611,0.9751318485016611
187,0.0,0.0,0.0,0.9932438283329889,0.9751318485016611,0.9751318485016611
188,0.0,0.0,0.0,0.9932438283329889,0.9751318485016611,0.9751318485016611
189,0.0,0.0,0.0,0.9932438283329889,0.9751318485016611,0.9751318485016611
190,0.0,0.0,0.0,0.9932438283329889,0.9751318485016611,0.9751318485016611
191,0.001415094339622643,0.0014212125174279495,0.0014212125174279495,0.9946493620523281,0.9765177180908944,0.9765177180908944
192,0.0,0.0,0.0,0.9946493620523281,0.9765177180908944,0.9765177180908944
193,0.0,0.0,0.0,0.9946493620523281,0.9765177180908944,0.9765177180908944
194,0.0,0.0,0.0,0.9946493620523281,0.9765177180908944,0.9765177180908944
195,0.0,0.0,0.0,0.9946493620523281,0.9765177180908944,0.9765177180908944
196,0.0,0.0,0.0,0.9946493620523281,0.9765177180908944,0.9765177180908944
197,0.0,0.0,0.0,0.9946493620523281,0.9765177180908944,0.9765177180908944
198,0.0,0.0,0.0,0.9946493620523281,0.9765177180908944,0.9765177180908944
199,3.725782414307008e-05,2.451966642978119e-05,2.451966642978119e-05,0.9946864205233434,0.9765416619796047,0.9765416619796047
200,0.0,0.0,0.0,0.9946864205233434,0.9765416619796047,0.9765416619796047
201,0.0,0.0,0.0,0.9946864205233434,0.9765416619796047,0.9765416619796047
202,0.0,0.0,0.0,0.9946864205233434,0.9765416619796047,0.9765416619796047
203,0.0037499999999999994,8.875227940734473e-05,8.875227940734473e-05,0.9984164946003059,0.9766283322780416,0.9766283322780416
204,0.0,0.0,0.0,0.9984164946003059,0.9766283322780416,0.9766283322780416
205,-0.0004464285714285718,-0.0004719072021543983,-0.0004719072021543983,0.9979707729509307,0.9761674543342115,0.9761674543342115
206,0.0,0.0,0.0,0.9979707729509307,0.9761674543342115,0.9761674543342115
207,0.0,0.0,0.0,0.9979707729509307,0.9761674543342115,0.9761674543342115
208,0.0,0.0,0.0,0.9979707729509307,0.9761674543342115,0.9761674543342115
209,-0.00026595744680850793,-0.00035499159167421264,-0.00035499159167421264,0.9977053551921672,0.9758209230958569,0.9758209230958569
210,0.0,0.0,0.0,0.9977053551921672,0.9758209230958569,0.9758209230958569
211,0.0,0.0,0.0,0.9977053551921672,0.9758209230958569,0.9758209230958569
212,-3.720238095238098e-05,-2.3826915172061768e-05,-2.3826915172061768e-05,0.9976682381774651,0.9757976722934991,0.9757976722934991
213,0.0,0.0,0.0,0.9976682381774651,0.9757976722934991,0.9757976722934991
214,0.0,0.0,0.0,0.9976682381774651,0.9757976722934991,0.9757976722934991
215,0.0,0.0,0.0,0.9976682381774651,0.9757976722934991,0.9757976722934991
216,0.0,0.0,0.0,0.9976682381774651,0.9757976722934991,0.9757976722934991
217,-0.00045454545454545487,-0.0005221907726743008,-0.0005221907726743008,0.9972147526146571,0.9752881197530303,0.9752881197530303
218,0.0,0.0,0.0,0.9972147526146571,0.9752881197530303,0.9752881197530303
219,0.0,0.0,0.0,0.9972147526146571,0.9752881197530303,0.9752881197530303
220,0.0,0.0,0.0,0.9972147526146571,0.9752881197530303,0.9752881197530303
221,0.0,0.0,0.0,0.9972147526146571,0.9752881197530303,0.9752881197530303
222,0.0,0.0,0.0,0.9972147526146571,0.9752881197530303,0.9752881197530303
223,0.0,0.0,0.0,0.9972147526146571,0.9752881197530303,0.9752881197530303
224,0.0,0.0,0.0,0.9972147526146571,0.9752881197530303,0.9752881197530303
225,-0.0013006317354143453,-0.0002950101588835056,-0.0002950101588835056,0.9959177434603831,0.9750003998498648,0.9750003998498648
226,0.0,0.0,0.0,0.9959177434603831,0.9750003998498648,0.9750003998498648
227,0.0,0.0,0.0,0.9959177434603831,0.9750003998498648,0.9750003998498648
228,0.0,0.0,0.0,0.9959177434603831,0.9750003998498648,0.9750003998498648
229,0.0,0.0,0.0,0.9959177434603831,0.9750003998498648,0.9750003998498648
230,0.0,0.0,0.0,0.9959177434603831,0.9750003998498648,0.9750003998498648
231,-0.0001612903225806453,-2.0779179589402308e-05,-2.0779179589402308e-05,0.9957571115662766,0.9749801401414565,0.9749801401414565
232,0.0,0.0,0.0,0.9957571115662766,0.9749801401414565,0.9749801401414565
233,0.0,0.0,0.0,0.9957571115662766,0.9749801401414565,0.9749801401414565
234,0.0,0.0,0.0,0.9957571115662766,0.9749801401414565,0.9749801401414565
235,0.0,0.0,0.0,0.9957571115662766,0.9749801401414565,0.9749801401414565
236,0.0,0.0,0.0,0.9957571115662766,0.9749801401414565,0.9749801401414565
237,0.0,0.0,0.0,0.9957571115662766,0.9749801401414565,0.9749801401414565
238,0.0009259259259259268,0.0010758058892356033,0.0010758058892356033,0.996679108891801,0.9760290295181083,0.9760290295181083
239,0.0,0.0,0.0,0.996679108891801,0.9760290295181083,0.9760290295181083
240,0.0,0.0,0.0,0.996679108891801,0.9760290295181083,0.9760290295181083
241,0.0,0.0,0.0,0.996679108891801,0.9760290295181083,0.9760290295181083
242,0.0,0.0,0.0,0.996679108891801,0.9760290295181083,0.9760290295181083
243,0.0,0.0,0.0,0.996679108891801,0.9760290295181083,0.9760290295181083
244,0.0,0.0,0.0,0.996679108891801,0.9760290295181083,0.9760290295181083
245,0.0,0.0,0.0,0.996679108891801,0.9760290295181083,0.9760290295181083
246,0.0001623376623376625,1.755395341761315e-05,1.755395341761315e-05,0.9968409074484392,0.9760461626862267,0.9760461626862267
247,0.0,0.0,0.0,0.9968409074484392,0.9760461626862267,0.9760461626862267
248,-0.00017605633802816919,-0.00036109577287250875,-0.00036109577287250875,0.9966654072886771,0.9756937165427523,0.9756937165427523
249,0.00029411764705882383,0.0003526880022357495,0.0003526880022357495,0.9969585441731738,0.9760378320104337,0.9760378320104337
250,0.0,0.0,0.0,0.9969585441731738,0.9760378320104337,0.9760378320104337
251,0.0,0.0,0.0,0.9969585441731738,0.9760378320104337,0.9760378320104337
252,0.0,0.0,0.0,0.9969585441731738,0.9760378320104337,0.9760378320104337
253,0.0,0.0,0.0,0.9969585441731738,0.9760378320104337,0.9760378320104337
254,0.0,0.0,0.0,0.9969585441731738,0.9760378320104337,0.9760378320104337
255,0.0,0.0,0.0,0.9969585441731738,0.9760378320104337,0.9760378320104337
256,0.0,0.0,0.0,0.9969585441731738,0.9760378320104337,0.9760378320104337
257,0.0,0.0,0.0,0.9969585441731738,0.9760378320104337,0.9760378320104337
258,0.0,0.0,0.0,0.9969585441731738,0.9760378320104337,0.9760378320104337
259,0.0,0.0,0.0,0.9969585441731738,0.9760378320104337,0.9760378320104337
260,-0.0010000000000000009,-0.0014052829146385206,-0.0014052829146385206,0.9959615856290006,0.9746662227210686,0.9746662227210686
261,0.0,0.0,0.0,0.9959615856290006,0.9746662227210686,0.9746662227210686
262,0.0,0.0,0.0,0.9959615856290006,0.9746662227210686,0.9746662227210686
263,0.0,0.0,0.0,0.9959615856290006,0.9746662227210686,0.9746662227210686
264,0.0,0.0,0.0,0.9959615856290006,0.9746662227210686,0.9746662227210686
265,0.0,0.0,0.0,0.9959615856290006,0.9746662227210686,0.9746662227210686
266,0.0,0.0,0.0,0.9959615856290006,0.9746662227210686,0.9746662227210686
267,0.0,0.0,0.0,0.9959615856290006,0.9746662227210686,0.9746662227210686
268,0.0011363636363636374,0.00021204860372976843,0.00021204860372976843,0.9970933601581246,0.9748728993326993,0.9748728993326993
269,0.0,0.0,0.0,0.9970933601581246,0.9748728993326993,0.9748728993326993
270,0.0,0.0,0.0,0.9970933601581246,0.9748728993326993,0.9748728993326993
271,0.0,0.0,0.0,0.9970933601581246,0.9748728993326993,0.9748728993326993
272,0.0,0.0,0.0,0.9970933601581246,0.9748728993326993,0.9748728993326993
273,0.0,0.0,0.0,0.9970933601581246,0.9748728993326993,0.9748728993326993
274,0.0,0.0,0.0,0.9970933601581246,0.9748728993326993,0.9748728993326993
275,3.725782414307008e-05,3.719025037505413e-05,3.719025037505413e-05,0.9971305096871914,0.9749091550999093,0.9749091550999093
276,0.0,0.0,0.0,0.9971305096871914,0.9749091550999093,0.9749091550999093
277,0.00022123893805309753,3.228408070198733e-05,3.228408070198733e-05,0.997351113782255,0.9749406291457495,0.9749406291457495
278,0.0,0.0,0.0,0.997351113782255,0.9749406291457495,0.9749406291457495
279,0.0,0.0,0.0,0.997351113782255,0.9749406291457495,0.9749406291457495
280,-0.0008928571428571436,-0.00017876360964562226,-0.00017876360964562226,0.9964606217163781,0.9747663452396932,0.9747663452396932
281,0.0,0.0,0.0,0.9964606217163781,0.9747663452396932,0.9747663452396932
282,0.0,0.0,0.0,0.9964606217163781,0.9747663452396932,0.9747663452396932
283,0.0,0.0,0.0,0.9964606217163781,0.9747663452396932,0.9747663452396932
284,0.0,0.0,0.0,0.9964606217163781,0.9747663452396932,0.9747663452396932
285,0.0001612903225806453,2.5534589264181375e-06,2.5534589264181375e-06,0.9966213411714937,0.9747688342655187,0.9747688342655187
286,-3.720238095238098e-05,-3.8515316278097204e-05,-3.8515316278097204e-05,0.9965842644846942,0.974731290735569,0.974731290735569
287,-0.0005813953488372098,-8.413725164394053e-05,-8.413725164394053e-05,0.9960048550285985,0.9746492795236752,0.9746492795236752
288,0.0,0.0,0.0,0.9960048550285985,0.9746492795236752,0.9746492795236752
289,0.0,0.0,0.0,0.9960048550285985,0.9746492795236752,0.9746492795236752
290,0.0,0.0,0.0,0.9960048550285985,0.9746492795236752,0.9746492795236752
291,0.0,0.0,0.0,0.9960048550285985,0.9746492795236752,0.9746492795236752
292,0.0,0.0,0.0,0.9960048550285985,0.9746492795236752,0.9746492795236752
293,0.0,0.0,0.0,0.9960048550285985,0.9746492795236752,0.9746492795236752
294,0.0,0.0,0.0,0.9960048550285985,0.9746492795236752,0.9746492795236752
295,-0.00016025641025641042,-2.3281364776313515e-06,-2.3281364776313515e-06,0.9958452388659337,0.9746470104071346,0.9746470104071346
296,0.0012499999999999976,0.002200535126030441,0.002200535126030441,0.9970900454145161,0.976791755389016,0.976791755389016
297,0.0,0.0,0.0,0.9970900454145161,0.976791755389016,0.976791755389016
298,-0.0006578947368421059,-7.322479627634356e-05,-7.322479627634356e-05,0.9964340651214803,0.9767202300117231,0.9767202300117231
299,0.0,0.0,0.0,0.9964340651214803,0.9767202300117231,0.9767202300117231
300,0.0,0.0,0.0,0.9964340651214803,0.9767202300117231,0.9767202300117231
301,0.0,0.0,0.0,0.9964340651214803,0.9767202300117231,0.9767202300117231
302,0.0,0.0,0.0,0.9964340651214803,0.9767202300117231,0.9767202300117231
303,0.0,0.0,0.0,0.9964340651214803,0.9767202300117231,0.9767202300117231
304,-0.0011904761904761884,-0.0023734024947597823,-0.0023734024947597823,0.9952478340915737,0.9744020797811309,0.9744020797811309
305,-0.001409942516499893,-0.0011913923736624396,-0.0011913923736624396,0.9938445918558336,0.9732411845743989,0.9732411845743989
