label,best-of-2025::43730668550917761725713780192382120243054780302570603837017194778854370301083,felix::94195159380649683762164114216519545499991614727769221572315275622082093227806,basketball::25475523485165949975510012377759235530663609002114542535065321675093084569420,colombia-election::36553834009124167357981460132800746681781045509640776189348736916365216865880,claude-5::11966409881281293602137861492007400834690026843003461391578987664208256196909,airdrops::57301498276970257025109591078431189727442302532145853906375186182281603517458,economic-policy::18690049947242812495755151360212639738977254879109748949267393375856311641700,california-midterm::97079880955117270083666806029014143818118511996487378321036003805764596740938,comex-silver-futures::107870429546933970357003646744953533078588414978993746450690176970570179686431,bernie-sanders::78994096084018614649961134380557835172033452849084058029827070275341232468538,2026-fifa-world-cup::113379015922744700109400673843380371641970914885846970213129353605968934558386,champions-league::76184513907290761912636659055080401703643418316153242056949287928791438454394,connecticut-primary::105553217293060706571503179519164863553151391260530944399118771327258349812919,extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,bitcoin::47113934605305582772590235372495078183833796521066344951188393486940857661087,foreign-policy::94559586571241563470235664821564670251180951772614764383113614156422396181162,comex-gold-futures::2505045451674943447519228800725933725750838307553383437231238252001926532847,epstein::57692461228141098196519006129212454078633070644580607609751365664388305515775,acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,colorado-midterm::94387913280398317052582281843978069916338462525042652614881277797162415545237
best-of-2025::43730668550917761725713780192382120243054780302570603837017194778854370301083,0.9999999999999999,-0.007325201336975478,-0.0006832075296160742,-0.00033224385474929134,-0.00010197419910148723,-0.0008692960285900514,0.0008846465489870986,0.0005253968195617506,-0.0005233665901061812,0.00023419125796088583,0.0005253968195617505,1.8828362166865074e-05,0.0001069585956416453,-0.00022526508288008143,-0.00018616603308495525,0.0005734262589726126,7.444010560080733e-05,0.0008038111599757657,0.000525396819561753,-0.009773101137917703
felix::94195159380649683762164114216519545499991614727769221572315275622082093227806,-0.007325201336975477,0.9999999999999998,-0.0005262289789147634,-0.00025590517793865037,-0.0011527153254448955,-0.0006695604800442747,0.00068138395728097,0.00040467796371976733,-0.0004031142140140637,0.0002364965121707361,0.00040467796371976717,1.4502225704801734e-05,8.238303901933399e-05,-0.0001735065985232194,-0.0001433912204597078,0.00044167182248656066,-0.004686242974546364,0.000619121873835378,0.000404677963719769,0.8669121823065447
basketball::25475523485165949975510012377759235530663609002114542535065321675093084569420,-0.0006832075296160742,-0.0005262289789147634,1.0,-0.00038175877022943384,-0.00011717160238672112,-0.000998848821719473,0.0010164870585307323,0.0006036976782300378,-0.000601364879927935,0.00035280496618749944,0.0006036976782300375,2.16343877652262e-05,0.00012289883275172703,-0.0002588367543496722,0.032015157065110066,0.0006588850337287129,8.553405206351693e-05,0.0009236046221549918,0.0006036976782300423,-0.0003274915442808517
colombia-election::36553834009124167357981460132800746681781045509640776189348736916365216865880,-0.00033224385474929134,-0.00025590517793865037,-0.0003817587702294338,1.0,0.09808815060002969,-0.00048574023038996516,0.0004943177058057465,0.00029357821016852886,-0.0002924437702412143,0.00017156907214811238,0.0002935782101685288,1.0520803818278009e-05,5.97657083208196e-05,-0.00012587232617921888,-0.00010402478422470509,0.0003204158238210089,4.15952136620626e-05,0.0004491489724966709,0.00029357821016853526,-0.00015925915384863183
claude-5::11966409881281293602137861492007400834690026843003461391578987664208256196909,-0.00010197419910148723,-0.0011527153254448955,-0.00011717160238672112,0.09808815060002968,1.0,-0.00014908619153472047,0.00015171883973373262,9.010671658073383e-05,-8.97585277388231e-05,5.265896862438508e-05,9.010671658073382e-05,3.2291057545134862e-06,1.8343635714038943e-05,-3.863345993518203e-05,-3.1927886419520645e-05,9.834387166693155e-05,0.010273510166120521,0.00013785539173377586,9.010671658072882e-05,-4.888073754004827e-05
airdrops::57301498276970257025109591078431189727442302532145853906375186182281603517458,-0.0008692960285900514,-0.0006695604800442748,-0.000998848821719473,-0.00048574023038996516,-0.00014908619153472047,1.0,0.0012933524950910625,0.0007681296991110751,-0.000765161505390127,0.00044890014040972954,0.0007681296991110749,2.752704932256758e-05,0.00015637337499699446,-0.0003293373577655805,-0.0002721745805342526,0.0008383486982932773,0.00010883137047657805,0.0011751712257590855,0.0007681296991110731,-0.00041669198083947866
economic-policy::18690049947242812495755151360212639738977254879109748949267393375856311641700,0.0008846465489870986,0.0006813839572809701,0.0010164870585307323,0.0004943177058057465,0.00015171883973373262,0.0012933524950910625,1.0,-0.0007816937673064731,0.0007786731595438616,-0.00045682707270318666,-0.0007816937673064731,-2.8013137511398072e-05,-0.0001591347043986184,0.0003351529828939931,0.00027698079304717895,-0.000853152733247703,-0.00011075317630265771,-0.0011959230631973525,-0.0007816937673064706,0.0004240501632546635
california-midterm::97079880955117270083666806029014143818118511996487378321036003805764596740938,0.0005253968195617506,0.00040467796371976733,0.0006036976782300378,0.0002935782101685289,9.010671658073383e-05,0.000768129699111075,-0.0007816937673064731,1.0,0.0004624585965670254,-0.00027131230135105555,-0.0004642525533890425,-1.6637168111128446e-05,-9.451104248205999e-05,0.0001990493395139017,0.0001645005317810884,-0.000506692456057158,-6.577696669072167e-05,-0.0007102657830563753,-0.00046425255338904283,0.00025184590090102956
comex-silver-futures::107870429546933970357003646744953533078588414978993746450690176970570179686431,-0.0005233665901061813,-0.0004031142140140637,-0.000601364879927935,-0.00029244377024121427,-8.97585277388231e-05,-0.000765161505390127,0.0007786731595438618,0.0004624585965670254,1.0,0.01319640991202804,0.0004624585965670253,1.6572879049043243e-05,9.414583451890273e-05,-0.00019828017644106256,-0.00016386487162357608,0.0005047345036849565,6.552279245459556e-05,0.000707521186095842,0.00046245859656703255,-0.00025087272225350485
bernie-sanders::78994096084018614649961134380557835172033452849084058029827070275341232468538,0.00023419125796088583,0.00023649651217073613,0.0003528049661874995,0.00017156907214811238,5.2658968624385076e-05,0.00044890014040972954,-0.00045682707270318666,-0.00027131230135105555,0.013196409912028043,1.0,-0.0002713123013510556,-9.722872465090145e-06,-5.5232886177384074e-05,0.00011632576706728165,9.6135212451051e-05,-0.00029611446469500306,-3.844049984964632e-05,-0.00041508408034634684,-0.0002713123013510532,0.00014718043112630657
2026-fifa-world-cup::113379015922744700109400673843380371641970914885846970213129353605968934558386,0.0005253968195617505,0.00040467796371976717,0.0006036976782300375,0.00029357821016852886,9.010671658073382e-05,0.0007681296991110749,-0.0007816937673064731,-0.0004642525533890425,0.0004624585965670253,-0.0002713123013510556,1.0,-1.663716811112844e-05,-9.451104248205996e-05,0.00019904933951390164,0.00016450053178108836,-0.0005066924560571581,-6.577696669072164e-05,-0.0007102657830563752,-0.0004642525533890427,0.0002518459009010295
champions-league::76184513907290761912636659055080401703643418316153242056949287928791438454394,1.8828362166865074e-05,1.4502225704801736e-05,2.16343877652262e-05,1.0520803818278009e-05,3.2291057545134862e-06,2.7527049322567578e-05,-2.8013137511398072e-05,-1.6637168111128442e-05,1.6572879049043243e-05,-9.722872465090145e-06,-1.663716811112844e-05,1.0,-3.386941203992561e-06,7.133223715687592e-06,5.8951167454742035e-06,-1.815806399022831e-05,-2.357213643059175e-06,-2.54534114029739e-05,-1.6637168111130892e-05,9.025265581852436e-06
connecticut-primary::105553217293060706571503179519164863553151391260530944399118771327258349812919,0.0001069585956416453,8.238303901933399e-05,0.000122898832751727,5.9765708320819595e-05,1.8343635714038943e-05,0.00015637337499699446,-0.00015913470439861838,-9.451104248205997e-05,9.414583451890271e-05,-5.5232886177384074e-05,-9.451104248205996e-05,-3.386941203992562e-06,1.0,4.05218246954029e-05,3.3488489474081027e-05,-0.00010315082144444443,-1.3390663439254851e-05,-0.00014459362496978265,-9.451104248206106e-05,5.12699789483875e-05
extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,-0.00022526508288008143,-0.00017350659852321938,-0.00025883675434967227,-0.00012587232617921888,-3.863345993518203e-05,-0.0003293373577655805,0.0003351529828939931,0.0001990493395139017,-0.00019828017644106256,0.00011632576706728165,0.00019904933951390164,7.133223715687591e-06,4.05218246954029e-05,1.0,-7.052997762033239e-05,0.0002172455444317977,2.8202024263381193e-05,0.00030452807198288323,0.0001990493395139015,-0.00010797950354324579
bitcoin::47113934605305582772590235372495078183833796521066344951188393486940857661087,-0.00018616603308495525,-0.0001433912204597078,0.03201515706511007,-0.00010402478422470508,-3.1927886419520645e-05,-0.0002721745805342526,0.00027698079304717895,0.0001645005317810884,-0.00016386487162357605,9.6135212451051e-05,0.00016450053178108836,5.8951167454742035e-06,3.348848947408102e-05,-7.052997762033239e-05,1.0,0.00648359071961168,2.330702528307288e-05,0.00025167141928624626,0.0001645005317810892,-8.923760208247983e-05
foreign-policy::94559586571241563470235664821564670251180951772614764383113614156422396181162,0.0005734262589726125,0.00044167182248656066,0.0006588850337287128,0.00032041582382100886,9.834387166693156e-05,0.0008383486982932772,-0.000853152733247703,-0.000506692456057158,0.0005047345036849565,-0.0002961144646950031,-0.0005066924560571581,-1.8158063990228306e-05,-0.00010315082144444443,0.00021724554443179774,0.00648359071961168,0.9999999999999998,-7.179000430091278e-05,-0.0007751951205071962,-0.000506692456057153,0.0002748685325345633
comex-gold-futures::2505045451674943447519228800725933725750838307553383437231238252001926532847,7.444010560080733e-05,-0.004686242974546364,8.553405206351693e-05,4.15952136620626e-05,0.010273510166120521,0.00010883137047657805,-0.00011075317630265771,-6.577696669072165e-05,6.552279245459556e-05,-3.844049984964632e-05,-6.577696669072164e-05,-2.3572136430591747e-06,-1.3390663439254851e-05,2.8202024263381196e-05,2.3307025283072875e-05,-7.179000430091279e-05,0.9999999999999999,-0.00010063300333536555,-6.577696669071896e-05,3.5682430422474363e-05
epstein::57692461228141098196519006129212454078633070644580607609751365664388305515775,0.0008038111599757658,0.000619121873835378,0.0009236046221549917,0.0004491489724966709,0.00013785539173377586,0.0011751712257590855,-0.0011959230631973523,-0.0007102657830563753,0.000707521186095842,-0.00041508408034634684,-0.0007102657830563751,-2.5453411402973898e-05,-0.00014459362496978267,0.0003045280719828833,0.00025167141928624626,-0.0007751951205071964,-0.00010063300333536554,1.0,-0.0007102657830563733,0.0003853021910320184
acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,0.000525396819561753,0.00040467796371976907,0.0006036976782300423,0.0002935782101685353,9.010671658072882e-05,0.0007681296991110731,-0.0007816937673064706,-0.0004642525533890428,0.0004624585965670326,-0.00027131230135105317,-0.0004642525533890427,-1.663716811113089e-05,-9.451104248206106e-05,0.0001990493395139015,0.0001645005317810892,-0.000506692456057153,-6.577696669071897e-05,-0.0007102657830563733,1.0,0.00025184590090103037
