domain,total_contribution,contribution_share_of_total_return
tennis,0.6144380880317172,0.6000140787683631
nba-champion,0.18639934992095347,0.18202360238460571
basketball,0.14876818184215118,0.14527583057880833
serie-a,0.07041864160894379,0.06876555538485576
airdrops,0.04905817488162515,0.04790652822638187
new-mexico-primary,-0.03925883954415313,-0.03833723348443216
roland-garros,-0.03829027717111434,-0.03739140823155726
primaries,-0.036087980179862825,-0.03524081043151999
comex-silver-futures,0.0354686504468235,0.03463601953970883
league-of-legends,-0.03327740607188689,-0.032496214894466725
ligue-1,0.025077284115782375,0.024488591804170443
epstein,0.022540477455289774,0.022011336990288618
south-dakota-primary,0.01739347852126557,0.01698516448572724
la-liga,0.014550715735742431,0.01420913590426892
nba,-0.013519865964217198,-0.013202485457204899
awards,0.013303166862775023,0.012990873393671743
hockey,-0.012942389129357267,-0.01263856496166969
