trial_number,lr_w,lr_theta,rolling_window,mc_samples,turnover_lambda,copula_shrinkage,copula_temperature,mlp_hidden_dim,concentration_penalty_lambda,max_weight,fee_rate,dd_penalty,walkforward_mean_log_wealth_per_step,walkforward_mean_turnover_per_step,selection_score
3,0.02529278718907196,0.0006481962797417666,48,256,0.0205879180473963,0.05910490536866031,0.1,16,4.100905541662144,0.09832001932897605,0.0,0.0,0.00012106762897578366,0.06205237804925844,-0.0029815512734871386
2,0.02892743214480504,0.0006117240292359267,24,256,0.03493022022654229,0.0645668547071534,0.1,16,4.712712418999912,0.08198467370594544,0.0,0.0,0.00010803530092819815,0.05816529503625759,-0.002800229450884682
0,0.04292040207205635,0.0007874100519231252,48,512,0.04087161583869839,0.07979594544331235,0.1,16,11.777807676456511,0.09151070584176765,0.0,0.0,0.00010422735509074906,0.06773028111548526,-0.0032822867006835144
4,0.025403020472792106,0.0008352527197526529,96,256,0.04909390285611153,0.08478154996410012,0.1,16,7.450874351419637,0.06310719471424818,0.0,0.0,9.663792838887823e-05,0.044944527882434054,-0.002150588465732825
1,0.02833816488666127,0.0008430052261733788,24,512,0.048538240621481626,0.05470900209221961,0.1,16,31.101941678407364,0.07294295050093476,0.0,0.0,0.00010229740589838138,0.04823021416707293,-0.0023092133024552658
