trial_number,lr_w,lr_theta,rolling_window,mc_samples,turnover_lambda,copula_shrinkage,copula_temperature,mlp_hidden_dim,concentration_penalty_lambda,max_weight,fee_rate,dd_penalty,walkforward_mean_log_wealth_per_step,walkforward_mean_turnover_per_step,selection_score
3,0.02360903579870907,0.0005984915624031,96,256,0.03241507225556005,0.08479247898619592,0.1,16,3.0933187631335968,0.0775941873887655,0.0,0.0,0.0001252292663384571,0.05250322073908234,-0.00249993177061566
0,0.011930812135716456,0.0005617549116458417,24,256,0.03897340000055394,0.06367238408442241,0.1,8,8.645547260154101,0.08437319599749567,0.0,0.0,0.00013248154119213846,0.03224417786801618,-0.0014797273522086706
1,0.016349306486573147,0.0009187449644124671,96,512,0.023527900413418037,0.0863331682205877,0.1,8,11.49730625804721,0.061737346829810275,0.0,0.0,9.912038526380794e-05,0.035293812967553524,-0.0016655702631138685
2,0.012100747924893381,0.0009437293061902882,24,256,0.00482158821318171,0.0722779174694355,0.1,16,7.554294708793817,0.09184135363037843,0.0,0.0,0.00014768918859068154,0.05996049973516919,-0.0028503357981677782
5,0.021633943280599307,0.0006615138036519599,24,512,0.01798275006003678,0.07135354680940509,0.1,8,49.05101867740949,0.09551835067570211,0.0,0.0,6.581352568203053e-05,0.05797512742839609,-0.0028329428457377743
7,0.03870141459110517,0.000533771724700967,48,512,0.00927062714472413,0.057396023301407695,0.1,8,4.174579077039057,0.07054013840854167,0.0,0.0,8.634377063297453e-05,0.10499700850385238,-0.005163506654559645
6,0.01437352970492222,0.0008472055285034528,24,256,0.026606153463944793,0.09894888191483915,0.1,16,17.477004604927476,0.08809044267982245,0.0,0.0,0.00010649474791422842,0.04046918885910103,-0.0019169646950408232
4,0.025403020472792106,0.0008352527197526529,48,512,0.04909390285611153,0.08478154996410012,0.1,16,7.450874351419637,0.06310719471424818,0.0,0.0,8.627043322212327e-05,0.04342788134549346,-0.00208512363405255
9,0.011281465038651566,0.0005521967223794366,96,512,0.04374818950891495,0.09344366579316557,0.1,16,11.346706404771437,0.09185162704437971,0.0,0.0,0.00012341907960010002,0.028207974696847354,-0.0012869796552422677
10,0.01655136724911286,0.0007091191175003413,24,512,0.0023123220540583133,0.06438348693773151,0.1,8,30.266188211804447,0.08426731400191784,0.0,0.0,0.00010410987250897101,0.078742515664394,-0.0038330159107107286
8,0.0493281918674156,0.0009954124197137937,96,512,0.02357455906458199,0.050230507878586655,0.1,16,2.8772339582567987,0.06928353138267994,0.0,0.0,0.00011292531971230717,0.09271694430230822,-0.004522921895403104
12,0.027442937328406317,0.0009018907438023203,48,256,0.004526947438716888,0.08754954882897437,0.1,8,39.31006451106127,0.07268273957073688,0.0,0.0,0.00010164200744436491,0.0498078051673328,-0.002388748250922275
11,0.03319071723989885,0.0006413111865253111,24,512,0.033710323041304946,0.07947150329127908,0.1,16,5.39712200635195,0.07687257494777441,0.0,0.0,0.00011364807331754655,0.06105078958780022,-0.0029388914060724646
13,0.016370811284776736,0.0005044069545498084,24,512,0.034450943442061545,0.056055197166278964,0.1,16,9.301751866185992,0.08524959903210402,0.0,0.0,0.00012010654634985483,0.03753964593452352,-0.001756875750376321
14,0.010880635496042972,0.0007850398804995115,48,512,0.019586862390860917,0.07671692688018084,0.1,16,3.3126095294547673,0.09766530267894269,0.0,0.0,0.0001373336677838815,0.03506252608462472,-0.0016157926364473547
16,0.035384200016284284,0.0007588296157608832,24,256,0.029054613830521703,0.07255406305193901,0.1,8,13.636614641887125,0.07900609534233809,0.0,0.0,0.00011551792179780502,0.07509897475674193,-0.0036394308160392916
17,0.012855464123785127,0.0005961383474798701,48,256,0.010068092495203018,0.08363825399428607,0.1,16,2.393843157879663,0.08141601987183095,0.0,0.0,0.00011452865412259536,0.05110753871119429,-0.002440848281437119
15,0.0418228597260599,0.0007004096904284921,48,256,0.038091187272220856,0.06709762737154962,0.1,16,22.013853110006664,0.06027176644653082,0.0,0.0,9.411113765589158e-05,0.06789073056961188,-0.003300425390824703
20,0.022385797871676476,0.0009554950920606435,48,256,0.037004442093893884,0.06259554158896208,0.1,8,3.985584983914767,0.08092955786734819,0.0,0.0,0.00013058049060159533,0.048762891671377026,-0.002307564092967256
19,0.023818064584244986,0.0005941150898588056,96,512,0.012677838420495392,0.09466614075936378,0.1,16,25.582095672596445,0.06643902711570263,0.0,0.0,8.138989855851861e-05,0.06835650619475069,-0.0033364354111790158
18,0.018869704963731394,0.0009303218314487821,24,256,0.04524468565359712,0.06170699303038418,0.1,16,6.385963533853269,0.09398812379688025,0.0,0.0,0.00015819018824578336,0.04162268009257957,-0.0019229438163831953
21,0.020075036268461317,0.0005784175465202262,48,256,0.00512119447812438,0.0811015147715807,0.1,16,14.99338095878496,0.07832117840647698,0.0,0.0,0.00010140466914157866,0.09029059774550786,-0.004413125218133815
23,0.03410579868656065,0.0006118501671593162,24,256,0.02057883837260306,0.09213254568167031,0.1,8,7.102390284258562,0.0933428031206131,0.0,0.0,0.00013511615848666033,0.07903631375720693,-0.0038166995293736866
25,0.01046891949640861,0.0006882223770469575,24,256,0.030047257570549848,0.058599563548341393,0.1,8,28.849825481115765,0.07465430159121753,0.0,0.0,0.00011402962487566853,0.03001809511405075,-0.0013868751308268692
24,0.043471916653054096,0.0007984738904798607,96,512,0.012226532306522132,0.0975156914908439,0.1,16,4.6229822071066415,0.08710574254393577,0.0,0.0,0.00011505212752526976,0.10164732569928037,-0.004967314157438749
22,0.013338640861946792,0.000739276040079201,24,512,0.040248959325253963,0.05175143093802035,0.1,8,42.01420840111359,0.06591266307979822,0.0,0.0,9.012914542700033e-05,0.027995255883054772,-0.0013096336487257384
