label,felix::94195159380649683762164114216519545499991614727769221572315275622082093227806,colombia-election::36553834009124167357981460132800746681781045509640776189348736916365216865880,economic-policy::9556122149160720922715284597610520228366807023831966638741974320131898296289,claude-5::11966409881281293602137861492007400834690026843003461391578987664208256196909,colorado-midterm::94387913280398317052582281843978069916338462525042652614881277797162415545237,fifa-world-cup::59293102456409671843831538939564589910493616612575646727452668236549896586814,celebrities::19492530427143824685987034788783271266048069021010222880965233900093546828095,airdrops::92206458231325096769152348269441704588222763710040504959674288895806154976594,2026-fifa-world-cup::113379015922744700109400673843380371641970914885846970213129353605968934558386,california-midterm::46795587673242136909437201632973334679982713622973285707845177101454063819719,climate-science::14587289270105478078575182270076077995644333043562861626184773368461008874205,comex-gold-futures::91179457738197972030536046159970584284769890945507129337353196559348761227632,best-of-2025::63415064977569429650854303533694905713854849186055984415925532647266316927744,acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,abraham-accords::70026524713009669538763377800911903794570186848119999786864842995489783143838,business::391670908629060088409431896998377161667071768186645889213963384874929102170,epstein::57692461228141098196519006129212454078633070644580607609751365664388305515775,brazil::46016408901619903295207375832539898750164493226855442884509133805980187874445,elon-musk::32431890167345181985795456212069136470689842825539004695200064630822423107335
felix::94195159380649683762164114216519545499991614727769221572315275622082093227806,0.9999999999999999,-0.0002775496584362128,0.0005678303241555875,-0.0011089932181738273,0.8588249132298738,-0.0001604272603917593,-0.009307784447973309,-0.0004396369045328898,0.0004389083849978079,0.00043890838499780903,-0.16015897971385515,-0.00026853175197981335,-0.00017761768268636832,0.000649060873347978,-0.0005664255831890757,-0.0007550939963460009,0.00037611011441396363,0.0003352887759500026,-0.26163351746612157,-0.00044028449063588846
colombia-election::36553834009124167357981460132800746681781045509640776189348736916365216865880,-0.00027754965843621287,1.0,0.0003967554146114157,0.09973443626596502,-0.0002670916053894899,-0.00011209402087914317,0.00035806057366484354,-0.0003071838803181541,0.0003066748478521154,0.0003066748478521157,-0.00021773037229167727,-0.0001876289836255519,-0.00012410534333711165,0.00045351296850196704,-0.00039577389150339463,-0.0005276006209009101,0.00026279632847324,0.00023427357021558087,-0.000135533467195989,-0.00030763636283248446
economic-policy::9556122149160720922715284597610520228366807023831966638741974320131898296289,0.0005678303241555876,0.0003967554146114157,1.0,3.605648819292353e-05,0.000546434514537148,0.0002293297155194745,-0.0007325451335698868,0.004548344379078174,-0.0006274166549055222,-0.0006274166549055201,0.0004454478833570754,0.00038386437653484327,0.00025390331133389734,-0.0009278282573437172,0.0008097016525650992,0.0010794019105581953,-0.0005376469393787542,-0.0004792931040380407,0.0002772837590413054,0.0006293837888809762
claude-5::11966409881281293602137861492007400834690026843003461391578987664208256196909,-0.0011089932181738273,0.09973443626596502,3.605648819292353e-05,1.0,-2.4272851639815436e-05,-1.0186922702202095e-05,3.253996384483812e-05,-2.7916372520326416e-05,2.7870112475910874e-05,2.78701124759108e-05,-1.978698288331169e-05,-1.705141753231536e-05,-1.1278492194231989e-05,-0.02141008047708554,-3.596728896576782e-05,-4.794748819427502e-05,2.3882503844392636e-05,2.1290401862988637e-05,0.02793569787597076,-2.7957493396904422e-05
colorado-midterm::94387913280398317052582281843978069916338462525042652614881277797162415545237,0.8588249132298738,-0.0002670916053894899,0.000546434514537148,-2.4272851639815436e-05,1.0,-0.00015438237167248522,0.0004931417405785604,-0.0004230714146136939,0.0004223703456472006,0.00042237034564719927,-0.18507981054532344,-0.0002584134930608166,-0.0001709250599750412,0.0006246043019283989,-0.0005450827041187234,-0.0007266421037601837,0.00036193830980748,0.00032265511671722197,-0.2654161083369372,-0.0004236945997145019
fifa-world-cup::59293102456409671843831538939564589910493616612575646727452668236549896586814,-0.0001604272603917593,-0.00011209402087914316,0.0002293297155194745,-1.0186922702202095e-05,-0.00015438237167248522,0.9999999999999999,0.00020696360143622393,-0.0001775562205106298,0.00017726199322014636,0.00017726199322014698,-0.00012585094619692246,-0.00010845195768834136,-7.173447931346053e-05,0.00026213630922419215,-0.0002287623825812248,-0.0003049599220154373,0.00015189964655518506,0.0001354131266586239,-7.8340081397163e-05,-0.00017781776120413516
celebrities::19492530427143824685987034788783271266048069021010222880965233900093546828095,-0.009307784447973309,0.00035806057366484354,-0.0007325451335698868,3.2539963844838125e-05,0.0004931417405785603,0.00020696360143622393,1.0,0.0005671656853343225,-0.0005662258386627854,-0.0005662258386627839,-0.050360181206590186,0.00034642677531239604,0.00022914057871310667,-0.0008373388386200812,0.0007307329088344891,0.0009741297864528072,-0.00048521120179709974,-0.0004325485109095536,0.00025024077346875507,0.0005680011216048455
airdrops::92206458231325096769152348269441704588222763710040504959674288895806154976594,-0.0004396369045328898,-0.00030718388031815414,0.004548344379078174,-2.7916372520326416e-05,-0.00042307141461369387,-0.0001775562205106298,0.0005671656853343226,1.0,0.00048577102046329146,0.00048577102046329384,-0.0003448835334059805,-0.00029720312403391986,-0.0001965820793588028,0.0007183616753884181,-0.0006269033423994506,-0.0008357160484699607,0.00041626772312939046,0.0003710878543455923,-0.0002146841553125085,-0.00048729405411432976
2026-fifa-world-cup::113379015922744700109400673843380371641970914885846970213129353605968934558386,0.0004389083849978079,0.0003066748478521154,-0.0006274166549055222,2.787011247591087e-05,0.0004223703456472006,0.00017726199322014636,-0.0005662258386627855,0.0004857710204632915,1.0,-0.00048496605237633984,-0.0280778392255831,0.00029671063061600895,0.00019625632443789957,-0.0007171712827976458,0.000625864504834061,0.0008343311886894744,-0.00041557792851705733,-0.000370472927008187,0.00021432840355598034,0.00048648656221794766
california-midterm::46795587673242136909437201632973334679982713622973285707845177101454063819719,0.000438908384997809,0.0003066748478521157,-0.0006274166549055202,2.78701124759108e-05,0.0004223703456471992,0.00017726199322014695,-0.000566225838662784,0.0004857710204632939,-0.00048496605237633984,1.0,0.0003443120290831379,0.0002967106306160087,0.00019625632443790058,-0.0007171712827976466,0.000625864504834061,0.0008343311886894754,-0.00041557792851705804,-0.0003704729270081875,0.00021432840355598028,0.0004864865622179475
climate-science::14587289270105478078575182270076077995644333043562861626184773368461008874205,-0.16015897971385512,-0.0002177303722916773,0.0004454478833570754,-1.978698288331169e-05,-0.18507981054532346,-0.00012585094619692246,-0.050360181206590186,-0.0003448835334059805,-0.0280778392255831,0.00034431202908313785,1.0,-0.00021065606299111242,-0.00013933637819905706,0.0005091711025344008,-0.00044434590119167306,-0.0005923512854093506,0.00029504844536796734,0.000263025184120666,0.05328401027172858,-0.00034539154759014197
comex-gold-futures::91179457738197972030536046159970584284769890945507129337353196559348761227632,-0.00026853175197981335,-0.00018762898362555193,0.00038386437653484327,-1.705141753231536e-05,-0.00025841349306081655,-0.00010845195768834135,0.00034642677531239604,-0.00029720312403391986,0.000296710630616009,0.0002967106306160087,-0.0002106560629911124,1.0,-0.00012007301851545168,0.0004387778124590363,-0.00038291474423737186,-0.000510458272131923,0.0002542577746136876,0.00022666175345703587,-0.00013112982953427383,-0.00029764090487284495
best-of-2025::63415064977569429650854303533694905713854849186055984415925532647266316927744,-0.00017761768268636832,-0.00012410534333711165,0.00025390331133389734,-1.1278492194231989e-05,-0.0001709250599750412,-7.173447931346053e-05,0.0002291405787131067,-0.00019658207935880278,0.00019625632443789957,0.00019625632443790058,-0.00013933637819905706,-0.00012007301851545166,1.0,0.00029022526270571517,-0.0002532751864032772,-0.0003376375968044699,0.00016817630093617816,0.00014992318452416553,-8.673453430076228e-05,-0.0001968716451831839
acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,0.000649060873347978,0.00045351296850196704,-0.0009278282573437172,-0.02141008047708554,0.0006246043019283989,0.0002621363092241922,-0.0008373388386200812,0.0007183616753884181,-0.0007171712827976458,-0.0007171712827976466,0.0005091711025344008,0.00043877781245903636,0.00029022526270571517,1.0,0.000925532926665646,0.0012338149566109855,-0.0006145596266719175,-0.0005478580263553587,0.00031695038315574675,0.0007194198236764708
