step,portfolio_return,cumulative_return,drawdown,log_wealth_increment,cumulative_log_wealth,turnover_l1
0,0.0,1.0,0.0,0.0,0.0,0.58257607659325
1,0.0,1.0,0.0,0.0,0.0,0.011263667605817318
2,0.0,1.0,0.0,0.0,0.0,0.01453793328255415
3,0.00028135705823925395,1.0002813570582392,0.0,0.0002813174847648203,0.0002813174847648203,0.016473818570375443
4,0.0003171550448645248,1.0005986013369141,0.0,0.0003171047618346801,0.0005984222465995004,0.013625451363623142
5,0.019566217437386513,1.020176531138217,0.0,0.01937725981809004,0.01997568206468954,0.01280567329376936
6,0.007933858113411138,1.0282704669868996,0.0,0.007902550545309554,0.027878232609999096,0.019197408109903336
7,0.0,1.0282704669868996,0.0,0.0,0.027878232609999096,0.01121666468679905
8,-0.00837406734754512,1.0196596608448596,-0.0083740673475452,-0.008409326831023837,0.01946890577897526,0.014785460196435452
9,-0.005135474105676011,1.0144232250599885,-0.013466536647198657,-0.005148705973537798,0.014320199805437462,0.012220359407365322
10,0.00010301250343521445,1.0145277233359447,-0.013364911365416177,0.00010300719801162931,0.014423207003449092,0.01522631011903286
11,-0.00018358012465269957,1.0143414762100311,-0.013546037957974266,-0.00018359697754638575,0.014239610025902707,0.013213442638516426
12,0.0,1.0143414762100311,-0.013546037957974266,0.0,0.014239610025902707,0.007209214381873608
13,0.0,1.0143414762100311,-0.013546037957974266,0.0,0.014239610025902707,0.011234619654715061
14,0.0,1.0143414762100311,-0.013546037957974266,0.0,0.014239610025902707,0.014449949376285076
15,0.0,1.0143414762100311,-0.013546037957974266,0.0,0.014239610025902707,0.01585576869547367
16,0.00014407275451554203,1.014487615180528,-0.013403916818460204,0.00014406237703297489,0.014383672402935681,0.013201945461332798
17,0.0,1.014487615180528,-0.013403916818460204,0.0,0.014383672402935681,0.011295540258288383
18,0.0,1.014487615180528,-0.013403916818460204,0.0,0.014383672402935681,0.008355742320418358
19,0.0,1.014487615180528,-0.013403916818460204,0.0,0.014383672402935681,0.010579236783087254
20,0.0,1.014487615180528,-0.013403916818460204,0.0,0.014383672402935681,0.012764625251293182
21,0.0,1.014487615180528,-0.013403916818460204,0.0,0.014383672402935681,0.012365669012069702
22,-0.00025252913021379074,1.0142314275054538,-0.013653061069218375,-0.0002525610210636194,0.014131111381872062,0.014337939210236073
23,0.0,1.0142314275054538,-0.013653061069218375,0.0,0.014131111381872062,0.010983512736856937
24,-0.0035699675249498855,1.010610654246476,-0.017174287609534877,-0.0035763550657545553,0.010554756316117506,0.013659432530403137
25,0.0,1.010610654246476,-0.017174287609534877,0.0,0.010554756316117506,0.01148923672735691
26,7.674305613608094e-05,1.0106882115966465,-0.01709886256071691,7.674011153839904e-05,0.010631496427655904,0.01886424422264099
27,0.0,1.0106882115966465,-0.01709886256071691,0.0,0.010631496427655904,0.011296655982732773
28,0.025904551148414612,1.0368696360690515,0.0,0.02557471235124112,0.03620620877889702,0.013666609302163124
29,0.0,1.0368696360690515,0.0,0.0,0.03620620877889702,0.016821566969156265
30,0.0,1.0368696360690515,0.0,0.0,0.03620620877889702,0.02064928412437439
31,0.0,1.0368696360690515,0.0,0.0,0.03620620877889702,0.01211574673652649
32,0.0,1.0368696360690515,0.0,0.0,0.03620620877889702,0.011067533865571022
33,0.0,1.0368696360690515,0.0,0.0,0.03620620877889702,0.011319768615067005
34,0.0017475754749484195,1.0386816440157645,0.0,0.001746050241643102,0.03795225902054012,0.0144730806350708
35,0.0,1.0386816440157645,0.0,0.0,0.03795225902054012,0.014294690452516079
36,-0.00025542234805853766,1.0384163415113647,-0.00025542234805842057,-0.0002554549739021795,0.037696804046637944,0.010288412682712078
37,0.0,1.0384163415113647,-0.00025542234805842057,0.0,0.037696804046637944,0.016204742714762688
38,0.0,1.0384163415113647,-0.00025542234805842057,0.0,0.037696804046637944,0.009858891367912292
39,0.0,1.0384163415113647,-0.00025542234805842057,0.0,0.037696804046637944,0.012425659224390984
40,0.0,1.0384163415113647,-0.00025542234805842057,0.0,0.037696804046637944,0.009956832975149155
41,-0.00011503552509979779,1.0382968867422466,-0.0003704284905144961,-0.00011504214219328736,0.037581761904444656,0.01091286912560463
42,0.0,1.0382968867422466,-0.0003704284905144961,0.0,0.037581761904444656,0.013142644427716732
43,0.0,1.0382968867422466,-0.0003704284905144961,0.0,0.037581761904444656,0.008571881800889969
44,-0.04267859884670803,0.9939838304291885,-0.04303321796827442,-0.04361610153617427,-0.006034339631729613,0.01877346634864807
45,0.0,0.9939838304291885,-0.04303321796827442,0.0,-0.006034339631729613,0.009901139885187149
46,1.7485547232354307e-06,0.99398556846431,-0.043031544659487775,1.7485531945154027e-06,-0.006032591078535097,0.013256039470434189
47,0.00012238526509867785,0.9941072176516107,-0.04291442582138982,0.0001223777766331002,-0.0059102133019019966,0.011915594339370728
48,0.0,0.9941072176516107,-0.04291442582138982,0.0,-0.0059102133019019966,0.012788902968168259
49,0.0,0.9941072176516107,-0.04291442582138982,0.0,-0.0059102133019019966,0.014942975714802742
50,0.0,0.9941072176516107,-0.04291442582138982,0.0,-0.0059102133019019966,0.01024153083562851
51,0.0,0.9941072176516107,-0.04291442582138982,0.0,-0.0059102133019019966,0.010748607106506824
52,0.0001538553591079125,0.9942601663745742,-0.042767173076677656,0.0001538435245860036,-0.005756369777315993,0.011750553734600544
53,0.0,0.9942601663745742,-0.042767173076677656,0.0,-0.005756369777315993,0.010966084897518158
54,0.0,0.9942601663745742,-0.042767173076677656,0.0,-0.005756369777315993,0.013580597937107086
55,0.0,0.9942601663745742,-0.042767173076677656,0.0,-0.005756369777315993,0.00810408778488636
56,0.0,0.9942601663745742,-0.042767173076677656,0.0,-0.005756369777315993,0.009237767197191715
57,-0.00025522944399680237,0.9940064019051222,-0.043011487078868815,-0.00025526202057446295,-0.006011631797890456,0.011243224143981934
58,-0.0002010028428313409,0.9938066037925468,-0.043203844490522836,-0.00020102304661014404,-0.0062126548445006,0.013035150244832039
59,0.0,0.9938066037925468,-0.043203844490522836,0.0,-0.0062126548445006,0.013257225975394249
60,-0.009583398078878718,0.9842825594949843,-0.05237320292911085,-0.009629614347872514,-0.015842269192373113,0.011029297485947609
61,0.0,0.9842825594949843,-0.05237320292911085,0.0,-0.015842269192373113,0.010454637929797173
62,0.0,0.9842825594949843,-0.05237320292911085,0.0,-0.015842269192373113,0.008464197628200054
63,0.0001280406818670386,0.984408587705052,-0.052251868147858316,0.00012803248535858236,-0.01571423670701453,0.010619226843118668
64,0.0,0.984408587705052,-0.052251868147858316,0.0,-0.01571423670701453,0.009105802513659
65,0.0,0.984408587705052,-0.052251868147858316,0.0,-0.01571423670701453,0.010602608323097229
66,0.0016974489603723696,0.9860795710388335,-0.05064311406675115,0.0016960099221183494,-0.014018226784896181,0.00910385511815548
