step,portfolio_return,top_market_token_id,top_market_domain,top_market_question,top_market_contribution,top_domain,top_domain_contribution,top_market_token_id_signed,top_market_domain_signed,top_market_signed_contribution,top_domain_signed,top_domain_signed_contribution
2610,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2611,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2612,0.00015887040361953946,110251828161543119357013227499774714771527179764174739487025581227481937033858,2025-predictions,"MicroStrategy sells any Bitcoin by June 30, 2026?",0.00015887040361953946,2025-predictions,0.00015887040361953946,110251828161543119357013227499774714771527179764174739487025581227481937033858,2025-predictions,0.00015887040361953946,2025-predictions,0.00015887040361953946
2613,0.0016382495173757764,94195159380649683762164114216519545499991614727769221572315275622082093227806,felix,Felix Protocol FDV above $300M one day after launch?,0.0016382495173757764,felix,0.0016382495173757764,94195159380649683762164114216519545499991614727769221572315275622082093227806,felix,0.0016382495173757764,felix,0.0016382495173757764
2614,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2615,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2616,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2617,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2618,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2619,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2620,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2621,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2622,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2623,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2624,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2625,0.00022474776040557487,5161623255678193352839985156330393796378434470119114669671615782853260939535,foreign-policy,Will Trump acquire Greenland before 2027?,0.00022474776040557487,foreign-policy,0.00022474776040557487,5161623255678193352839985156330393796378434470119114669671615782853260939535,foreign-policy,0.00022474776040557487,foreign-policy,0.00022474776040557487
2626,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2627,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2628,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2629,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2630,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2631,0.00015774987551437538,92206458231325096769152348269441704588222763710040504959674288895806154976594,airdrops,MegaETH market cap (FDV) >$3B one day after launch?,0.00015774987551437538,airdrops,0.00015774987551437538,92206458231325096769152348269441704588222763710040504959674288895806154976594,airdrops,0.00015774987551437538,airdrops,0.00015774987551437538
2632,0.0002235196375638395,5161623255678193352839985156330393796378434470119114669671615782853260939535,foreign-policy,Will Trump acquire Greenland before 2027?,0.0002235196375638395,foreign-policy,0.0002235196375638395,5161623255678193352839985156330393796378434470119114669671615782853260939535,foreign-policy,0.0002235196375638395,foreign-policy,0.0002235196375638395
2633,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2634,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2635,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2636,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2637,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2638,-0.0018402937499866795,94195159380649683762164114216519545499991614727769221572315275622082093227806,felix,Felix Protocol FDV above $300M one day after launch?,-0.0018760734322465279,felix,-0.0018760734322465279,65593147993933210668913649351930844723488198276524447779995000909538215097563,bundesliga,3.577968225984835e-05,bundesliga,3.577968225984835e-05
2639,-2.169965143904506e-10,2505045451674943447519228800725933725750838307553383437231238252001926532847,comex-gold-futures,"Will Gold (GC) hit (HIGH) $6,500 by end of June?",-2.169965143904506e-10,comex-gold-futures,-2.169965143904506e-10,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2640,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2641,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2642,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2643,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2644,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2645,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2646,-0.00022234967355272154,5161623255678193352839985156330393796378434470119114669671615782853260939535,foreign-policy,Will Trump acquire Greenland before 2027?,-0.00022234967355272154,foreign-policy,-0.00022234967355272154,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2647,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2648,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2649,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2650,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2651,-0.0012120485668108722,94195159380649683762164114216519545499991614727769221572315275622082093227806,felix,Felix Protocol FDV above $300M one day after launch?,-0.0012120485668108722,felix,-0.0012120485668108722,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2652,-2.1740050884347403e-10,2505045451674943447519228800725933725750838307553383437231238252001926532847,comex-gold-futures,"Will Gold (GC) hit (HIGH) $6,500 by end of June?",-2.1740050884347403e-10,comex-gold-futures,-2.1740050884347403e-10,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2653,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2654,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2655,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2656,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2657,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2658,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2659,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2660,9.679437847082748e-05,92206458231325096769152348269441704588222763710040504959674288895806154976594,airdrops,MegaETH market cap (FDV) >$3B one day after launch?,9.679437847082748e-05,airdrops,9.679437847082748e-05,92206458231325096769152348269441704588222763710040504959674288895806154976594,airdrops,9.679437847082748e-05,airdrops,9.679437847082748e-05
2661,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2662,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2663,0.00022359301675395116,5161623255678193352839985156330393796378434470119114669671615782853260939535,foreign-policy,Will Trump acquire Greenland before 2027?,0.00022359301675395116,foreign-policy,0.00022359301675395116,5161623255678193352839985156330393796378434470119114669671615782853260939535,foreign-policy,0.00022359301675395116,foreign-policy,0.00022359301675395116
2664,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2665,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2666,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2667,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2668,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2669,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2670,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2671,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2672,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2673,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2674,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2675,-0.00011584520317738988,92206458231325096769152348269441704588222763710040504959674288895806154976594,airdrops,MegaETH market cap (FDV) >$3B one day after launch?,-0.00011584520317738988,airdrops,-0.00011584520317738988,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2676,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2677,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2678,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2679,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2680,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2681,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2682,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2683,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2684,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2685,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2686,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2687,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2688,0.0002223166802410441,5161623255678193352839985156330393796378434470119114669671615782853260939535,foreign-policy,Will Trump acquire Greenland before 2027?,0.0002223166802410441,foreign-policy,0.0002223166802410441,5161623255678193352839985156330393796378434470119114669671615782853260939535,foreign-policy,0.0002223166802410441,foreign-policy,0.0002223166802410441
2689,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2690,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2691,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2692,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2693,-0.00025455834838669796,94195159380649683762164114216519545499991614727769221572315275622082093227806,felix,Felix Protocol FDV above $300M one day after launch?,-0.00025455834838669796,felix,-0.00025455834838669796,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2694,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2695,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2696,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2697,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2698,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2699,0.0010077846265629773,82924591030419390649945107956366329459342453014204495918712243498287775914589,bernie-sanders,Will Bernie endorse Kshama Sawant for WA-09 by Nov 2 2026 ET?,0.000934017742061819,bernie-sanders,0.000934017742061819,82924591030419390649945107956366329459342453014204495918712243498287775914589,bernie-sanders,0.000934017742061819,bernie-sanders,0.000934017742061819
2700,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2701,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2702,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2703,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2704,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2705,-0.0004422134076624922,5161623255678193352839985156330393796378434470119114669671615782853260939535,foreign-policy,Will Trump acquire Greenland before 2027?,-0.0004422134076624922,foreign-policy,-0.0004422134076624922,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2706,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2707,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2708,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2709,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2710,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2711,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2712,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2713,-0.005479353654759825,82924591030419390649945107956366329459342453014204495918712243498287775914589,bernie-sanders,Will Bernie endorse Kshama Sawant for WA-09 by Nov 2 2026 ET?,-0.005479353654759825,bernie-sanders,-0.005479353654759825,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2714,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2715,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2716,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2717,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
2718,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,Will OpenAI acquire Pinterest in 2026?,0.0,acquisitions,0.0,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,0.0,acquisitions,0.0
