step,100740357893930039073645347304025265904103736920370928783519503167478569691044,108547978327958467449318042977006580876058560639743186491243488736783119648127,108548893345759572446077602443398325305734327289834850738242401844282632332811,111646250931838932302421100465311863857465734768037379595335905351441550302588,113032982619525852115420277512821190062380704297670231304441009678288132478177,115563279943088574368475763566308524191598627607680105838058505260056381768939,11876606915924142133615854761923277060697657209957870741155164849437788272266,13433573766910980267981622064090484781359464703732825845886677588040916221533,14018274637090307878372326472471535510234764986484318979992031495866993899114,15394416147421266264002744586901575755411758481406494583013250092373628427765,18791277393217683755628516529477058015186638022373024614300661393042993809537,27576533317283401577758999384642760405921738493660383550832555714312627457443,30168634295384984099987626703440157654602987915064535215384295190163901851184,32431890167345181985795456212069136470689842825539004695200064630822423107335,39133371819296059003541521092128254346605102576351704426326802558136998572706,42645635688384173938505005153732536262139883933750646945028210271328873690888,43478780997313571844864646081201368302664941062507392308569466005072068318763,46016408901619903295207375832539898750164493226855442884509133805980187874445,46551195771960533081545368009925141952498658652959429196677286705276507790996,4655209727295513535859117642120184432334179761721646415109648555849060899062,51273396751548994017117054764897754414228591289652072971120018616721173971444,5254288171817620305899304387173316577587455481755582876905938498730493405588,56940108685601594440972125972550948538859641414755179784371446688257727053902,57301498276970257025109591078431189727442302532145853906375186182281603517458,5906729942132388187374842778427213872782907171873674796265663843960406830445,63907313656443890447578607530571289622813903996374626191028175281541399992719,63931284508031754808359645663279593286333277328858705756576520335090573316938,67784084156063245454459357229936847964117127235086701895468125487885758601780,68194463917260305435439145066031544476540679280823247532132832363696000101185,68207341820749052475650610432894562714266620914604033880285153252182288802957,68370995073141964079913803663665941780115677360430806954011390499916208708512,703229116919803457142440034780425874346022451261358752931225117413237404457,75712298340810272859765060308006832993211601931382911468417184675550881103879,76641034721053425080952855862174690067662519247667787282293691334146019135577,79895259217313803731994821165811563835560123915015381398339503448680100356036,81149948856723777101519215824830787060576196646125816787577716414910058024325,82712470265251700739331694672360544122893066934757473974734613171971970115364,86511993606190995539996371064900122466738869186406355817612580895605974257272,89694314427486889897766629507723742460669068230376416068996390119126818537632,96308556109755835434254900303426519652053230974356832970824534225192181988516
10,0.008231448009610176,0.05413856357336044,0.0,0.07497142255306244,0.07496263831853867,0.006094794720411301,0.021535653620958328,0.011205053888261318,0.06098880618810654,0.004115773364901543,0.0,0.005490354727953672,0.0,0.002441864926367998,0.04540494456887245,0.013224521651864052,0.07504928112030029,0.0,0.07111355662345886,0.0,0.0,0.07741279155015945,0.01246474590152502,0.00898183137178421,0.004652820061892271,0.0017340827034786344,0.0677734836935997,0.009129625745117664,0.007184423040598631,0.012333838269114494,0.02467779628932476,0.012866965495049953,0.07608640938997269,0.007963747717440128,0.03359236940741539,0.07391393929719925,0.0008897343650460243,0.01628812775015831,0.0006216327310539782,0.022463034838438034
11,0.010840225964784622,0.05404482036828995,0.0,0.07483801245689392,0.07524296641349792,0.006795189809054136,0.020260749384760857,0.011593642644584179,0.05990271642804146,0.0027002673596143723,0.0,0.004590222146362066,0.0,0.007561688777059317,0.04610885679721832,0.009764891117811203,0.07545874267816544,0.0,0.07177168130874634,0.0,0.0,0.07732389867305756,0.012627683579921722,0.008880293928086758,0.0034127836115658283,0.001405196962878108,0.06847894936800003,0.008909294381737709,0.007805330213159323,0.013072764500975609,0.023355375975370407,0.01341037917882204,0.0758080929517746,0.006092587020248175,0.03166627138853073,0.073854461312294,0.000693875306751579,0.016569510102272034,0.001408501761034131,0.02375003881752491
12,0.010994095355272293,0.05400747433304787,0.0,0.07547914981842041,0.07532952725887299,0.0072051058523356915,0.020244978368282318,0.01291226502507925,0.05940579995512962,0.0024634357541799545,0.0,0.0023894933983683586,0.0,0.0061650811694562435,0.0460984893143177,0.01051405817270279,0.07540788501501083,0.0,0.07207140326499939,0.0,0.0,0.07741773128509521,0.013554775156080723,0.009533447213470936,0.002573370235040784,0.0017323869979009032,0.06852485239505768,0.008456665091216564,0.006607989780604839,0.0123073048889637,0.02348841167986393,0.014728331938385963,0.07627637684345245,0.007130666635930538,0.030454950407147408,0.07420103251934052,0.00018789981550071388,0.015808362513780594,0.0007509475108236074,0.025576282292604446
13,0.011319183744490147,0.054141562432050705,0.0,0.0751262977719307,0.0759022906422615,0.007352020591497421,0.01696888916194439,0.013980853371322155,0.058063212782144547,0.003792801406234503,0.0,0.004982965998351574,0.0,0.0027889530174434185,0.045697227120399475,0.009365513920783997,0.07561318576335907,0.00010417078738100827,0.07243672758340836,0.0,0.0,0.07636235654354095,0.013042446225881577,0.008274863474071026,0.002497029257938266,0.0043314662761986256,0.06857810169458389,0.008954321965575218,0.007096400484442711,0.01330565195530653,0.024165330454707146,0.014397545717656612,0.07578285783529282,0.007656898349523544,0.029926415532827377,0.07344591617584229,0.001422276720404625,0.015138058923184872,0.0025139956269413233,0.025472216308116913
14,0.011399488896131516,0.0535123236477375,0.0,0.07580031454563141,0.07594910264015198,0.0065368167124688625,0.01153362262994051,0.012847757898271084,0.05771688371896744,0.004811580292880535,0.0,0.00779021205380559,0.0,0.0027828183956444263,0.044886186718940735,0.009803726337850094,0.07556144893169403,0.0008766992832534015,0.07236979901790619,0.0,0.0,0.07593925297260284,0.012071425095200539,0.008037026040256023,0.002856607548892498,0.006379991304129362,0.06840232759714127,0.01017065066844225,0.00621613347902894,0.016400575637817383,0.023226836696267128,0.01484181173145771,0.07591832429170609,0.008049427531659603,0.030231323093175888,0.07370419055223465,0.0028406851924955845,0.014151542447507381,0.0019985493272542953,0.024384543299674988
15,0.011298488825559616,0.053540319204330444,0.0,0.0759069100022316,0.0768761932849884,0.00543132284656167,0.011622631922364235,0.014809384942054749,0.056991543620824814,0.00473884679377079,0.0,0.008193561807274818,0.0,0.0027246763929724693,0.045106492936611176,0.00880778580904007,0.07598876953125,0.0,0.07290686666965485,0.0,0.00022884563077241182,0.07502108067274094,0.010844577103853226,0.007572444621473551,0.002388463355600834,0.0043790596537292,0.06874796003103256,0.01083754375576973,0.006045141257345676,0.01750960201025009,0.021787308156490326,0.012462858110666275,0.07549580186605453,0.013412272557616234,0.03138882666826248,0.07344061136245728,0.0035436779726296663,0.01388566754758358,0.002470240695402026,0.023594211786985397
16,0.010892217047512531,0.053492333739995956,0.0,0.07637029886245728,0.07723183929920197,0.00640910817310214,0.01159314252436161,0.016391851007938385,0.056643981486558914,0.005788042675703764,0.0,0.007419557776302099,0.0,0.002731462474912405,0.04487086087465286,0.009366702288389206,0.07574757188558578,0.0,0.07285035401582718,0.0,0.00036455123336054385,0.07472661137580872,0.01023360900580883,0.009119570255279541,0.0005006885039620101,0.0026514092460274696,0.0693681538105011,0.00821462832391262,0.006641112733632326,0.015198753215372562,0.022397655993700027,0.011872606351971626,0.07572081685066223,0.012169544585049152,0.03271276131272316,0.07416457682847977,0.004241871181875467,0.01535864919424057,0.0025514233857393265,0.023991774767637253
17,0.011709478683769703,0.054720439016819,0.0,0.07651850581169128,0.07811436057090759,0.006600797176361084,0.012773701921105385,0.016745787113904953,0.056097179651260376,0.004937265533953905,0.0,0.007269027177244425,0.0,0.0025942432694137096,0.0454208143055439,0.011042658239603043,0.07598411291837692,0.0,0.07309882342815399,0.0,0.002044783206656575,0.07417365908622742,0.010576949454843998,0.008361994288861752,0.0,0.001138889929279685,0.07118213921785355,0.006504673510789871,0.00505205150693655,0.01536889374256134,0.021132880821824074,0.010362829081714153,0.07537338137626648,0.01148554403334856,0.03391147777438164,0.07465486228466034,0.0031040413305163383,0.015980945900082588,0.0029077043291181326,0.023055167868733406
18,0.010375968180596828,0.054934822022914886,0.0,0.07678527384996414,0.07720069587230682,0.0058959596790373325,0.015506597235798836,0.017386842519044876,0.055794067680835724,0.005389736965298653,0.0,0.006838856264948845,0.0,0.002416615141555667,0.04486541450023651,0.014198771677911282,0.07502339780330658,0.0,0.07285623997449875,0.0,0.002716278424486518,0.07388204336166382,0.01036438625305891,0.008222490549087524,0.0,0.0001546285202493891,0.07148338854312897,0.006498054135590792,0.006037832237780094,0.019823338836431503,0.020179472863674164,0.008756733499467373,0.07491212338209152,0.009177159518003464,0.033117011189460754,0.07553184777498245,0.0017748455284163356,0.016638200730085373,0.0033599943853914738,0.021900877356529236
19,0.007351134438067675,0.055709358304739,0.0,0.07670832425355911,0.07645326107740402,0.004350301809608936,0.016376493498682976,0.018469007685780525,0.0549117848277092,0.007688458077609539,0.0,0.00558987632393837,0.0,0.0003926180361304432,0.044333264231681824,0.014717922545969486,0.07470372319221497,0.0,0.07306511700153351,0.0,0.00406670430675149,0.07320906966924667,0.009495279751718044,0.00827502366155386,0.0,0.0,0.07200160622596741,0.0074375104159116745,0.009483075700700283,0.02031666785478592,0.020550306886434555,0.008769817650318146,0.07411953806877136,0.008160402067005634,0.03321460634469986,0.07590729743242264,0.00043813264346681535,0.018680740147829056,0.0021243703085929155,0.02292925864458084
20,0.005505887791514397,0.055937718600034714,0.0,0.0773697942495346,0.07557808607816696,0.006448167376220226,0.01726127602159977,0.01779206469655037,0.05492275580763817,0.007794595323503017,0.0,0.006422032602131367,0.0,0.001472374191507697,0.04330877214670181,0.016918355599045753,0.07405488193035126,0.0,0.07258133590221405,0.0,0.004025768022984266,0.07324022799730301,0.00865650549530983,0.009352506138384342,0.0,0.0,0.07203637063503265,0.0062942784279584885,0.009892516769468784,0.018905004486441612,0.020382264629006386,0.007628261111676693,0.07415131479501724,0.006427800748497248,0.03350091353058815,0.07701542228460312,0.0005546758766286075,0.019392430782318115,0.002962784143164754,0.02221289649605751
21,0.0016022244235500693,0.056097909808158875,0.0,0.07804643362760544,0.076175756752491,0.006187706720083952,0.016753681004047394,0.018840843811631203,0.055712733417749405,0.008988478220999241,0.0,0.004566332791000605,0.0,0.0011238340521231294,0.04353148490190506,0.017403382807970047,0.07479915767908096,0.0,0.07316873222589493,0.0,0.006082514766603708,0.07381176203489304,0.007791526149958372,0.008659886196255684,0.0,0.0,0.07386380434036255,0.006238284986466169,0.008635147474706173,0.016972217708826065,0.01988838240504265,0.006391953211277723,0.07455621659755707,0.006261064205318689,0.032925624400377274,0.07779759168624878,0.001010464271530509,0.019907671958208084,0.0037688682787120342,0.022438399493694305
22,0.0009112937841564417,0.05619575083255768,0.0,0.07880394160747528,0.07567372173070908,0.004835773725062609,0.01716470532119274,0.018987152725458145,0.056291308254003525,0.00937179196625948,0.0,0.005098423454910517,0.0,0.0010196923976764083,0.04259384423494339,0.017456090077757835,0.07441122829914093,0.0,0.07244233042001724,0.0,0.011646227911114693,0.07437334209680557,0.007738534361124039,0.007802596315741539,0.0,0.0,0.07429967820644379,0.00444886414334178,0.007421913556754589,0.016223270446062088,0.020623354241251945,0.005053968634456396,0.07484918087720871,0.004594788886606693,0.03247363865375519,0.07794372737407684,0.00035118195228278637,0.020268267020583153,0.005840593948960304,0.022789882495999336
23,0.0,0.05684801563620567,0.0,0.07828395813703537,0.07601612061262131,0.0,0.018145952373743057,0.020641092211008072,0.05738000571727753,0.011397145688533783,0.0,0.005149556789547205,0.0,0.0010764207690954208,0.04278777912259102,0.01647099480032921,0.0749954879283905,0.0,0.07315696030855179,0.0,0.010678010061383247,0.07456192374229431,0.007317341398447752,0.008407439105212688,0.0,0.0,0.07540278881788254,0.0028307714965194464,0.00724563654512167,0.01642482541501522,0.021158937364816666,0.003843021811917424,0.07501812279224396,0.0026517987716943026,0.032717928290367126,0.07734157145023346,0.002242166083306074,0.021842751652002335,0.005666154436767101,0.022299332544207573
24,0.0,0.05588933825492859,0.0,0.07785544544458389,0.07656535506248474,0.00017733366985339671,0.015743210911750793,0.02371388114988804,0.05774417519569397,0.010067461989820004,0.0006120521575212479,0.004422513768076897,0.0,0.0026017753407359123,0.04239105433225632,0.016719434410333633,0.07577264308929443,0.0,0.07399103790521622,0.0,0.009021179750561714,0.07561005651950836,0.008310779929161072,0.007996288128197193,0.0,0.0,0.07622528076171875,0.0021629869006574154,0.008490415289998055,0.016704922541975975,0.01925666444003582,0.005312667693942785,0.07621689885854721,0.0011329102562740445,0.03307013958692551,0.07750178128480911,0.0017192719969898462,0.02071426436305046,0.003719171741977334,0.022567523643374443
25,0.0,0.05610357224941254,0.0,0.07583441585302353,0.07696442306041718,0.0011575230164453387,0.015725096687674522,0.023343605920672417,0.05727033689618111,0.00775346951559186,0.000541946676094085,0.0055838399566709995,0.0,0.001854441245086491,0.04186907038092613,0.01617584191262722,0.07590921968221664,0.00018324489064980298,0.07438089698553085,0.0,0.008102004416286945,0.07534051686525345,0.008164905942976475,0.010082446970045567,0.0,0.0,0.07689343392848969,0.0018241145880892873,0.008666626177728176,0.017187029123306274,0.019131550565361977,0.007791527081280947,0.07604336738586426,0.0015116509748622775,0.03286806121468544,0.07614202052354813,0.0004700779973063618,0.02133418805897236,0.00421269191429019,0.023582905530929565
26,0.0,0.05725886672735214,0.0,0.07364422082901001,0.07585898786783218,0.001604824443347752,0.01494533196091652,0.02463754266500473,0.058687057346105576,0.0059493668377399445,0.0,0.007417051587253809,0.0,0.002278354950249195,0.042087070643901825,0.014065500348806381,0.07438625395298004,0.000868619536049664,0.07344865798950195,0.0,0.009115003980696201,0.0752592459321022,0.007145833224058151,0.013694715686142445,0.0,0.0,0.07568240910768509,0.0033493489027023315,0.011020203121006489,0.015425360761582851,0.018851052969694138,0.009546587243676186,0.07534591853618622,0.0006704581901431084,0.032963234931230545,0.0747443214058876,0.001000437536276877,0.021974874660372734,0.0037270691245794296,0.023346273228526115
27,0.0,0.057663895189762115,0.0,0.07413467019796371,0.07575610280036926,0.002254547318443656,0.013417628593742847,0.023938095197081566,0.05966918170452118,0.005885192658752203,0.0,0.006686772219836712,0.0,0.0019069695845246315,0.04288521036505699,0.0075213490054011345,0.07377700507640839,0.0020960692781955004,0.07345622032880783,0.0,0.010667691007256508,0.07494137436151505,0.005821384955197573,0.014354088343679905,0.0,0.0,0.07517434656620026,0.0034186316188424826,0.014846991747617722,0.014033674262464046,0.019992724061012268,0.010970056988298893,0.07468284666538239,0.0017516481457278132,0.031820736825466156,0.07328184694051743,0.001928010955452919,0.024111419916152954,0.0035962469410151243,0.023557372391223907
28,0.0,0.05876082181930542,0.0,0.07207660377025604,0.07556033134460449,0.002830267883837223,0.013700519688427448,0.02542605996131897,0.06048441305756569,0.006665439810603857,0.0,0.0045987446792423725,0.0,9.130955004366115e-05,0.041294027119874954,0.007578024175018072,0.07319549471139908,0.002151431981474161,0.07269531488418579,0.001123760943301022,0.011432320810854435,0.07509107887744904,0.0051741101779043674,0.015043766237795353,0.0,0.0,0.07414835691452026,0.0037834462709724903,0.016429005190730095,0.01286131702363491,0.01982434280216694,0.012444905005395412,0.07557039707899094,0.004324979614466429,0.03117546997964382,0.0727359801530838,0.002489602193236351,0.024785002693533897,0.0029972733464092016,0.02145608887076378
29,0.0,0.05929180234670639,0.0,0.07060408592224121,0.07599889487028122,0.006501681637018919,0.01257263496518135,0.027957437559962273,0.0599813237786293,0.007726460229605436,0.0,0.0046822126023471355,0.0,0.0,0.03989605978131294,0.007280108984559774,0.07286719977855682,0.001569520914927125,0.07227449119091034,0.00175401009619236,0.011657724156975746,0.07445794343948364,0.003727658186107874,0.013529106974601746,0.0,0.0,0.07324334979057312,0.0049710869789123535,0.018089117482304573,0.014110272750258446,0.020278913900256157,0.015311243012547493,0.07545415312051773,0.0038572922348976135,0.030260372906923294,0.07124888896942139,0.0026954582426697016,0.02342423051595688,0.0026474413461983204,0.0200777780264616
30,0.0004016798047814518,0.060212329030036926,0.0,0.06891696900129318,0.07603036612272263,0.005388025194406509,0.012965901754796505,0.027312707155942917,0.060264673084020615,0.00881632138043642,0.0,0.0075784241780638695,0.0,0.0,0.03843395411968231,0.01119591947644949,0.07265391200780869,0.00036844462738372386,0.07129958271980286,0.0005339779308997095,0.0109228091314435,0.07432440668344498,0.0030825654976069927,0.010710342787206173,0.0,0.0,0.07212043553590775,0.005344612989574671,0.019656194373965263,0.015322457067668438,0.020475173369050026,0.015534934587776661,0.07570012658834457,0.003290685126557946,0.03048194944858551,0.07038845866918564,0.003241761587560177,0.02273544669151306,0.003491244511678815,0.02080327458679676
31,7.994120824150741e-05,0.06068823114037514,0.0,0.06811100989580154,0.07653412967920303,0.004294343292713165,0.013415594585239887,0.027687087655067444,0.059762027114629745,0.01121362205594778,0.0,0.007613354828208685,0.0,0.0,0.038018565624952316,0.011882764287292957,0.07298202812671661,0.00032372018904425204,0.0711018294095993,0.0007761839078739285,0.012534908019006252,0.07379504293203354,0.003416486084461212,0.009218069724738598,0.0,0.0,0.07161257416009903,0.005027224309742451,0.0192075464874506,0.015433398075401783,0.02027449756860733,0.015472794882953167,0.07535474747419357,0.0033590691164135933,0.03010779805481434,0.06939674913883209,0.004172107670456171,0.022091664373874664,0.0030193324200809,0.022021567448973656
32,0.0,0.06162705272436142,0.0,0.06740687042474747,0.07660821080207825,0.004055652767419815,0.01196834072470665,0.029239315539598465,0.0600157231092453,0.010676844045519829,0.0,0.009360228665173054,0.0,0.0,0.037238508462905884,0.011335241608321667,0.07365725189447403,0.0004630428156815469,0.07133612036705017,0.0,0.012008952908217907,0.07429220527410507,0.005005232058465481,0.006843843497335911,0.0009939358569681644,8.996459655463696e-05,0.0711679458618164,0.005297208204865456,0.015982087701559067,0.015619006007909775,0.019179435446858406,0.017280589789152145,0.07583285123109818,0.0025475150905549526,0.030214063823223114,0.06952016800642014,0.005169886630028486,0.022660167887806892,0.0038564130663871765,0.021450161933898926
33,0.0,0.06192299351096153,0.0,0.0675520971417427,0.07723277807235718,0.004439360927790403,0.011488606221973896,0.03014669567346573,0.06040108948945999,0.012091418728232384,0.0,0.008577125146985054,0.0,0.0,0.037393637001514435,0.011011446826159954,0.07485061883926392,0.0002716771559789777,0.0719427540898323,0.0,0.01080008689314127,0.07403156906366348,0.006317995022982359,0.0049688490107655525,0.0003434831742197275,0.0015557484002783895,0.07130370289087296,0.004805618431419134,0.01447188202291727,0.015041436068713665,0.015913980081677437,0.018899040296673775,0.07621337473392487,0.003142483765259385,0.028742767870426178,0.06989263743162155,0.005311513319611549,0.02323446422815323,0.0036253866273909807,0.022061634808778763
34,0.0,0.061784468591213226,0.0,0.06704915314912796,0.07697779685258865,0.003743967739865184,0.013564074411988258,0.029566515237092972,0.06095826253294945,0.011621031910181046,0.0,0.007563094608485699,0.0,0.0,0.03700878843665123,0.012002211064100266,0.0748743861913681,0.0011998425470665097,0.07203419506549835,0.0,0.01058495044708252,0.07384686917066574,0.008091666735708714,0.0058449809439480305,0.001659478060901165,0.0011174590326845646,0.07054579257965088,0.00517059164121747,0.013812385499477386,0.013587758876383305,0.016623985022306442,0.020201118662953377,0.07657027244567871,0.003925046417862177,0.027497731149196625,0.07047074288129807,0.004888762254267931,0.023099543526768684,0.002542424015700817,0.019970564171671867
