category,baseline_exposure,constrained_exposure,delta_exposure
new-mexico-primary,0.06666666666666667,0.09987685084342957,0.0332101841767629
la-liga,0.06666666666666667,0.0998590923845768,0.03319242571791013
ligue-1,0.06666666666666667,0.09983140230178833,0.033164735635121664
colombia-election,0.06666666666666667,0.09975356236100197,0.0330868956943353
nba-champion,0.06666666666666667,0.09972833096981049,0.03306166430314382
uefa-europa-league,0.06666666666666667,0.0501365065574646,-0.016530160109202066
awards,0.06666666666666667,0.050133079290390015,-0.01653358737627665
airdrops,0.06666666666666667,0.0501297228038311,-0.016536943862835565
serie-a,0.06666666666666667,0.05012503266334534,-0.01654163400332133
primaries,0.06666666666666667,0.05009744316339493,-0.016569223503271738
stanley-cup,0.06666666666666667,0.050089627504348755,-0.01657703916231791
roland-garros,0.06666666666666667,0.05006745457649231,-0.016599212090174356
nba,0.06666666666666667,0.05006261542439461,-0.016604051242272058
middle-east,0.06666666666666667,0.05005621165037155,-0.016610455016295114
hockey,0.06666666666666667,0.05005304142832756,-0.016613625238339105
